,index,Mean Squared Error,Mean Squared Error dB,Error in Filter Std,Occlusion Start,Occlusion End,Occlusion Duration
0,0.0,0.00015032379200717995,-38.229722774323974,96.83860232945092,100.0,600.0,500.0
