,theta,phi,dtheta,dphi,position_x,position_y,position_z,var_theta,var_phi,var_dtheta,var_dphi,timestep
5715,0.4714495010980144,-194.75253282975527,0.2847996989723246,-1.922012572293438,0.29237844399750773,0.007665489571429506,-0.573723451177679,6.415421956277735e-07,6.123432043841496e-05,3.1601361588114246e-05,0.000528006205010519,51.625
5716,0.4728880599417309,-194.76903171483687,0.23621294424158645,-1.9037242578886187,0.29329010966527086,0.0028487600276536486,-0.5733021095503124,6.429311717056527e-07,6.112241466515764e-05,3.190182457192234e-05,0.0005450357899806151,51.633333
5717,0.4739164337186881,-194.78539666138437,0.18724500691972487,-1.8883109972240053,0.29388685565660405,-0.0019550049974028515,-0.5730001803697226,6.446672550780544e-07,6.104185615825004e-05,3.224865856633246e-05,0.0005630052875203617,51.641667
5718,0.4745283961453061,-194.8016592576523,0.13795631636780145,-1.875679478585058,0.29416670951422663,-0.0067419322900474496,-0.5728202213946092,6.467500222355585e-07,6.099147767441307e-05,3.264277987585733e-05,0.0005819546842255801,51.65
5719,0.47472220417950983,-194.81789557169918,0.08842506467568416,-1.8657734602063436,0.2941294038067808,-0.011521362006979698,-0.5727631837939411,6.491801263646026e-07,6.09711626747509e-05,3.3085374119274974e-05,0.0006019300470035616,51.658333
5720,0.4745116887925241,-194.83383801612297,0.03878301898611457,-1.8585693981381406,0.2937879564850037,-0.016202201014747626,-0.5728251373522668,6.51959233594275e-07,6.0980863088688927e-05,3.357793235495722e-05,0.0006229831283341615,51.666667
5721,0.4738906385963361,-194.84988585312126,-0.010909088732077594,-1.8540760487207193,0.2931352182469051,-0.02088928219271725,-0.5730077611942201,6.550900048564075e-07,6.101975650101846e-05,3.412232843022582e-05,0.0006451697598765989,51.675
5722,0.4728426283248165,-194.86620892744176,-0.06064751669968726,-1.852225780229873,0.29215682191624387,-0.025618683732951213,-0.573315434231097,6.585761282556706e-07,6.108821543490048e-05,3.4720804164101716e-05,0.0006685517962819827,51.683333
5723,0.4713729272009416,-194.88267614936152,-0.11034174520831252,-1.8530262163864353,0.29085699097089274,-0.03033855581325559,-0.5737458457457658,6.624223032097505e-07,6.11876085515647e-05,3.5375830658064135e-05,0.0006932001976352707,51.691667
5724,0.46949982091956993,-194.8985429640635,-0.15986805660788672,-1.8564729605706822,0.28927153012608803,-0.03482101795639633,-0.574292600721089,6.666341954338987e-07,6.131833746629e-05,3.609026077801373e-05,0.0007191922554452686,51.7
5725,0.4672152324025673,-194.91512272950771,-0.20915068517168375,-1.8627826435050103,0.28735388226866126,-0.03943358618375923,-0.5749567386350181,6.712184675811077e-07,6.147998111845716e-05,3.6867363202817564e-05,0.0007466105721389948,51.708333
5726,0.46453390693894064,-194.93153183253048,-0.25809268882819003,-1.8719416708565617,0.2851434404040623,-0.04390849822658497,-0.5757323812797236,6.761828742221944e-07,6.167369364567878e-05,3.771107465753508e-05,0.0007755432777708182,51.716667
5727,0.4614197631392123,-194.94863611885745,-0.30677658663424606,-1.8839092288344985,0.2825822672385709,-0.0484756389834648,-0.5766280320479171,6.815363232562332e-07,6.18997067020237e-05,3.862576769435907e-05,0.0008060850027255813,51.725
5728,0.45791789447774517,-194.9656115670783,-0.35495610411337397,-1.898950107859555,0.27973285117662794,-0.052889915220357936,-0.5776285151518906,6.872888578106508e-07,6.216144219957888e-05,3.961598302529604e-05,0.0008383468293926501,51.733333
5729,0.4540043333406177,-194.9828501173955,-0.4026824419786192,-1.9170350931952247,0.2765637980924119,-0.05724536506282969,-0.5787382365452649,6.934516823042737e-07,6.245799426444666e-05,4.068727458431506e-05,0.0008724376490781441,51.741667
5730,0.4497171985670012,-195.0001948662875,-0.44971676585600373,-1.9385794656330393,0.2731062775939575,-0.06148790814235162,-0.5799437136197357,7.000372708991332e-07,6.279220989361313e-05,4.184544535326705e-05,0.0009084825516667117,51.75
5731,0.4450375032930583,-195.017920428179,-0.496096912783459,-1.9635961616185182,0.269333852250998,-0.06567529096912456,-0.5812474041780819,7.070594549794575e-07,6.316380030555841e-05,4.3097659434398584e-05,0.0009466016811068248,51.758333
5732,0.4399868345656725,-195.0359478751513,-0.5416660129732878,-1.992431473249921,0.26526366787116595,-0.06977209063574827,-0.5826401587187865,7.145335936282109e-07,6.357583522052478e-05,4.445147028926875e-05,0.0009869304391786266,51.766667
5733,0.43461081327835016,-195.05449653943995,-0.586125212456865,-2.025798902711552,0.26090618216176703,-0.0738261884215992,-0.5841063008467803,7.224766054200667e-07,6.402955338679927e-05,4.591569056169186e-05,0.0010296029676675413,51.775
5734,0.42887822520864916,-195.0729767862097,-0.6296317809027613,-2.063405133128674,0.25628859450832503,-0.07766256645387679,-0.5856510862046997,7.309074622052463e-07,6.452419702170805e-05,4.750146007677688e-05,0.0010747323994750077,51.783333
5735,0.4227883152945052,-195.09239837964884,-0.6720973877713027,-2.1057340616952027,0.25133476264782256,-0.08152320054702655,-0.5872710767042185,7.398473006134568e-07,6.506427698649292e-05,4.92196719492658e-05,0.0011224552193726425,51.791667
5736,0.4163898060927969,-195.11195730532742,-0.7132496459796847,-2.153415719338824,0.24613622376809588,-0.08519231326205204,-0.5889496937653014,7.493192130970171e-07,6.56535858455168e-05,5.108276989150915e-05,0.001172903158013009,51.8
5737,0.4095939628300404,-195.13279844369018,-0.7534953239609039,-2.205947984506202,0.2405476218618475,-0.0889134773641296,-0.5907061433874106,7.593486090958879e-07,6.629228527637261e-05,5.310558421428233e-05,0.0012261765813574076,51.808333
5738,0.4024931566884032,-195.15364418185163,-0.7923284441945682,-2.2645048208414744,0.2347328841719837,-0.09236989987521266,-0.5925122676884803,7.699628098439901e-07,6.699078081182913e-05,5.530133844971812e-05,0.0012824282105228465,51.816667
5739,0.3950884801707274,-195.17552262794064,-0.8296460311830917,-2.3298016454353503,0.22860310582783633,-0.09578482717638888,-0.5943638612539094,7.811908016605753e-07,6.774803016049223e-05,5.768728704636238e-05,0.001341738549368626,51.825
5740,0.38742018875147577,-195.19733185347735,-0.8652320217333015,-2.4024923928303332,0.22228903943663234,-0.09889177445802737,-0.5962470231094509,7.930639126640022e-07,6.856768928730412e-05,6.02829694685422e-05,0.001404150741927418,51.833333
