,index,Mean Squared Error,Mean Squared Error dB,Error in Filter Std,Occlusion Start,Occlusion End,Occlusion Duration
0,0.0,0.00016139109853067755,-37.9212042231293,98.50249584026622,100.0,100.0,0.0
