Frame;Time;Pendulums_X;Pendulum_Y;Pendulum_Z;Top_X;Top_Y;Top_Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1218;10.150000;0.130311;0.397577;0.103580;-0.000953;1.021190;0.024882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219;10.158333;0.138322;0.398572;0.094908;-0.000950;1.021194;0.024881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;10.166667;0.146040;0.399303;0.085699;-0.000933;1.021200;0.024872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;10.175000;0.153591;0.400351;0.076535;-0.000947;1.021226;0.024828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;10.183333;0.160933;0.401487;0.067410;-0.000934;1.021221;0.024816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;10.191667;0.168380;0.403332;0.058465;-0.000925;1.021222;0.024810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;10.200000;0.175394;0.404653;0.049311;-0.000904;1.021234;0.024805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;10.208333;0.181947;0.406474;0.040057;-0.000904;1.021258;0.024745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;10.216667;0.189614;0.407438;0.029562;-0.000890;1.021262;0.024739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;10.225000;0.194621;0.410561;0.021597;-0.000884;1.021272;0.024740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;10.233333;0.200575;0.412368;0.012298;-0.000876;1.021274;0.024729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;10.241667;0.206295;0.414600;0.003221;-0.000858;1.021285;0.024727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1230;10.250000;0.211522;0.417025;-0.006236;-0.000854;1.021293;0.024727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;10.258333;0.216638;0.419467;-0.015212;-0.000846;1.021309;0.024720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232;10.266667;0.221560;0.421946;-0.024317;-0.000831;1.021307;0.024712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1233;10.275000;0.226312;0.424008;-0.034045;-0.000817;1.021314;0.024660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1234;10.283333;0.230670;0.426728;-0.042877;-0.000807;1.021328;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1235;10.291667;0.234406;0.429370;-0.051708;-0.000808;1.021338;0.024695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1236;10.300000;0.238404;0.432865;-0.060112;-0.000791;1.021346;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1237;10.308333;0.241259;0.435365;-0.068979;-0.000787;1.021357;0.024646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1238;10.316667;0.244366;0.438110;-0.077377;-0.000777;1.021362;0.024640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1239;10.325000;0.247563;0.440779;-0.086107;-0.000783;1.021385;0.024694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;10.333333;0.249965;0.443785;-0.094501;-0.000772;1.021381;0.024642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1241;10.341667;0.252076;0.446153;-0.102939;-0.000773;1.021396;0.024643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1242;10.350000;0.253919;0.448120;-0.110553;-0.000772;1.021396;0.024635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243;10.358333;0.255261;0.451145;-0.118607;-0.000767;1.021401;0.024637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1244;10.366667;0.256826;0.454223;-0.126158;-0.000764;1.021409;0.024639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1245;10.375000;0.257717;0.456815;-0.133894;-0.000767;1.021414;0.024635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1246;10.383333;0.257769;0.458062;-0.141736;-0.000764;1.021416;0.024637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1247;10.391667;0.258734;0.459494;-0.148609;-0.000775;1.021420;0.024633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1248;10.400000;0.258265;0.462565;-0.155843;-0.000767;1.021425;0.024630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;10.408333;0.257950;0.464837;-0.162673;-0.000773;1.021432;0.024632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1250;10.416667;0.257539;0.466797;-0.169173;-0.000803;1.021464;0.024605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1251;10.425000;0.256823;0.468668;-0.175576;-0.000775;1.021434;0.024632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252;10.433333;0.255558;0.470008;-0.181688;-0.000784;1.021439;0.024634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1253;10.441667;0.254290;0.472219;-0.187727;-0.000780;1.021442;0.024639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1254;10.450000;0.252855;0.473544;-0.193398;-0.000779;1.021444;0.024641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1255;10.458333;0.250881;0.474954;-0.198906;-0.000819;1.021475;0.024609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;10.466667;0.248861;0.476121;-0.204242;-0.000828;1.021478;0.024610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1257;10.475000;0.245603;0.477417;-0.209704;-0.000831;1.021481;0.024612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1258;10.483333;0.243074;0.478288;-0.214568;-0.000829;1.021481;0.024613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1259;10.491667;0.240151;0.479077;-0.219283;-0.000834;1.021485;0.024611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260;10.500000;0.237104;0.479622;-0.223542;-0.000839;1.021489;0.024619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;10.508333;0.233746;0.480034;-0.227753;-0.000843;1.021486;0.024617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1262;10.516667;0.229153;0.479923;-0.232013;-0.000844;1.021488;0.024620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;10.525000;0.225246;0.479981;-0.235676;-0.000816;1.021456;0.024649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1264;10.533333;0.221165;0.479914;-0.238958;-0.000850;1.021489;0.024618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1265;10.541667;0.217078;0.479723;-0.241967;-0.000852;1.021487;0.024621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1266;10.550000;0.212571;0.479523;-0.245364;-0.000856;1.021486;0.024619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1267;10.558333;0.208836;0.479269;-0.247625;-0.000864;1.021484;0.024620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1268;10.566667;0.203093;0.478217;-0.250330;-0.000856;1.021488;0.024621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1269;10.575000;0.198008;0.477184;-0.252239;-0.000863;1.021485;0.024621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1270;10.583333;0.192649;0.476047;-0.253912;-0.000869;1.021485;0.024623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1271;10.591667;0.186902;0.474835;-0.255472;-0.000870;1.021485;0.024621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272;10.600000;0.181355;0.473325;-0.256676;-0.000879;1.021482;0.024623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273;10.608333;0.175344;0.471815;-0.257661;-0.000874;1.021477;0.024616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;10.616667;0.169214;0.470059;-0.258206;-0.000885;1.021470;0.024620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275;10.625000;0.162821;0.468293;-0.258696;-0.000886;1.021469;0.024616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276;10.633333;0.156239;0.466378;-0.258603;-0.000894;1.021469;0.024619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;10.641667;0.149786;0.463993;-0.258113;-0.000896;1.021461;0.024615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278;10.650000;0.142799;0.461886;-0.257612;-0.000896;1.021462;0.024612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;10.658333;0.135662;0.459649;-0.256567;-0.000899;1.021469;0.024616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;10.666667;0.128863;0.457313;-0.255529;-0.000905;1.021460;0.024619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281;10.675000;0.121653;0.454582;-0.254358;-0.000907;1.021452;0.024615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;10.683333;0.114373;0.452418;-0.252464;-0.000911;1.021448;0.024608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283;10.691667;0.106781;0.449750;-0.250391;-0.000877;1.021415;0.024641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;10.700000;0.098809;0.447304;-0.248071;-0.000919;1.021447;0.024607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;10.708333;0.090614;0.444476;-0.245712;-0.000927;1.021442;0.024614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;10.716667;0.082511;0.441562;-0.242512;-0.000931;1.021441;0.024609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;10.725000;0.074482;0.438789;-0.239194;-0.000906;1.021408;0.024643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;10.733333;0.066295;0.435893;-0.235340;-0.000948;1.021428;0.024605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;10.741667;0.058027;0.433108;-0.231381;-0.000922;1.021401;0.024686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;10.750000;0.049672;0.430327;-0.226975;-0.000926;1.021392;0.024685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;10.758333;0.041152;0.427544;-0.222345;-0.000929;1.021385;0.024641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;10.766667;0.032065;0.424792;-0.217239;-0.000939;1.021389;0.024688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293;10.775000;0.023569;0.422326;-0.211978;-0.000955;1.021375;0.024690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294;10.783333;0.014745;0.419509;-0.206477;-0.000955;1.021371;0.024695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;10.791667;0.006318;0.417128;-0.200507;-0.000962;1.021368;0.024695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;10.800000;-0.002101;0.414873;-0.194382;-0.000971;1.021361;0.024696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;10.808333;-0.010480;0.412042;-0.187884;-0.001027;1.021385;0.024666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;10.816667;-0.018922;0.409967;-0.181028;-0.001002;1.021336;0.024702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;10.825000;-0.027678;0.407881;-0.174132;-0.001015;1.021338;0.024708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;10.833333;-0.036405;0.405682;-0.166822;-0.001025;1.021327;0.024713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;10.841667;-0.044941;0.403830;-0.159256;-0.001042;1.021315;0.024719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;10.850000;-0.054279;0.403601;-0.151642;-0.001053;1.021308;0.024722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;10.858333;-0.062697;0.402201;-0.143579;-0.001066;1.021302;0.024727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;10.866667;-0.071153;0.400739;-0.135260;-0.001088;1.021297;0.024733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;10.875000;-0.079535;0.399387;-0.126766;-0.001097;1.021291;0.024738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;10.883333;-0.087904;0.395405;-0.116388;-0.001115;1.021284;0.024740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;10.891667;-0.095721;0.397419;-0.108940;-0.001120;1.021283;0.024743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;10.900000;-0.104240;0.393667;-0.098190;-0.001140;1.021282;0.024749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;10.908333;-0.111789;0.396197;-0.091314;-0.001146;1.021275;0.024752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;10.916667;-0.119585;0.395775;-0.081829;-0.001202;1.021301;0.024798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1311;10.925000;-0.127063;0.395545;-0.072246;-0.001215;1.021298;0.024799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312;10.933333;-0.135581;0.397516;-0.060710;-0.001223;1.021294;0.024808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;10.941667;-0.143240;0.393164;-0.050565;-0.001241;1.021293;0.024811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1314;10.950000;-0.149216;0.395442;-0.040722;-0.001251;1.021288;0.024815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1315;10.958333;-0.156940;0.394291;-0.030645;-0.001254;1.021284;0.024817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1316;10.966667;-0.162721;0.396728;-0.020726;-0.001268;1.021280;0.024814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317;10.975000;-0.167618;0.397172;-0.011517;-0.001324;1.021211;0.024809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1318;10.983333;-0.175920;0.401703;-0.000306;-0.001288;1.021277;0.024829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1319;10.991667;-0.181118;0.401600;0.010410;-0.001338;1.021209;0.024816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;11.000000;-0.186821;0.403060;0.020611;-0.001335;1.021205;0.024878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1321;11.008333;-0.192317;0.404426;0.030855;-0.001357;1.021211;0.024823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;11.016667;-0.197164;0.406049;0.041407;-0.001358;1.021209;0.024884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323;11.025000;-0.202178;0.408201;0.051503;-0.001314;1.021271;0.024897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1324;11.033333;-0.206850;0.409903;0.061531;-0.001424;1.021154;0.024857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;11.041667;-0.211331;0.406532;0.072823;-0.001329;1.021280;0.024847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326;11.050000;-0.215200;0.414221;0.081779;-0.001326;1.021274;0.024906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1327;11.058333;-0.219048;0.415836;0.091952;-0.001373;1.021219;0.024898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1328;11.066667;-0.222544;0.418140;0.101704;-0.001340;1.021289;0.024859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329;11.075000;-0.225172;0.419804;0.111955;-0.001386;1.021223;0.024847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;11.083333;-0.228882;0.420340;0.121228;-0.001336;1.021284;0.024914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331;11.091667;-0.231722;0.423117;0.130838;-0.001338;1.021289;0.024917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1332;11.100000;-0.233649;0.428347;0.140364;-0.001406;1.021231;0.024825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1333;11.108333;-0.235212;0.430184;0.149836;-0.001415;1.021240;0.024826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1334;11.116667;-0.237062;0.432828;0.158988;-0.001384;1.021232;0.024905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
