Frame;Time;Pendulums_X;Pendulum_Y;Pendulum_Z;Top_X;Top_Y;Top_Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4199;34.991667;0.039209;0.404368;0.200300;-0.001100;1.021287;0.024879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4200;35.000000;0.042985;0.402779;0.193742;-0.001062;1.021255;0.024848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4201;35.008333;0.046794;0.401331;0.187075;-0.001057;1.021265;0.024788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4202;35.016667;0.050296;0.399762;0.180108;-0.001054;1.021254;0.024849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4203;35.025000;0.053920;0.398444;0.172983;-0.001052;1.021263;0.024788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4204;35.033333;0.057386;0.397202;0.165717;-0.001054;1.021258;0.024786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4205;35.041667;0.060734;0.395931;0.158341;-0.001024;1.021234;0.024825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4206;35.050000;0.064117;0.394696;0.150780;-0.001038;1.021251;0.024837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4207;35.058333;0.067186;0.393732;0.142944;-0.001038;1.021257;0.024785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4208;35.066667;0.070344;0.392448;0.135095;-0.001030;1.021250;0.024838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4209;35.075000;0.072917;0.392165;0.127540;-0.001022;1.021244;0.024835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4210;35.083333;0.075758;0.391222;0.119384;-0.001027;1.021260;0.024779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4211;35.091667;0.078510;0.390298;0.111116;-0.001017;1.021249;0.024835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4212;35.100000;0.081785;0.389212;0.102313;-0.001021;1.021254;0.024779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4213;35.108333;0.084281;0.388480;0.093884;-0.001014;1.021248;0.024774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4214;35.116667;0.086716;0.387928;0.085224;-0.001019;1.021254;0.024773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4215;35.125000;0.089089;0.387584;0.076821;-0.001003;1.021260;0.024766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4216;35.133333;0.091149;0.387294;0.068105;-0.000993;1.021261;0.024770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4217;35.141667;0.093112;0.386960;0.059324;-0.001002;1.021267;0.024767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4218;35.150000;0.094734;0.387499;0.051211;-0.000993;1.021267;0.024764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4219;35.158333;0.096861;0.386835;0.041998;-0.000987;1.021268;0.024761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4220;35.166667;0.098548;0.386876;0.033043;-0.000981;1.021265;0.024758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4221;35.175000;0.099998;0.387186;0.024432;-0.000986;1.021274;0.024757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4222;35.183333;0.101017;0.387863;0.016048;-0.000977;1.021276;0.024754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4223;35.191667;0.102648;0.387763;0.007001;-0.000973;1.021275;0.024751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4224;35.200000;0.103796;0.388232;-0.001793;-0.000971;1.021286;0.024748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4225;35.208333;0.104576;0.388715;-0.010518;-0.000962;1.021290;0.024746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4226;35.216667;0.105470;0.389585;-0.019082;-0.000959;1.021288;0.024734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4227;35.225000;0.106199;0.390417;-0.027596;-0.000956;1.021296;0.024739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4228;35.233333;0.106638;0.391115;-0.036127;-0.000953;1.021296;0.024735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4229;35.241667;0.106970;0.391902;-0.044686;-0.000953;1.021303;0.024731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4230;35.250000;0.107227;0.392879;-0.052958;-0.000951;1.021309;0.024728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4231;35.258333;0.107750;0.393523;-0.061948;-0.000942;1.021313;0.024727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4232;35.266667;0.107351;0.394181;-0.069812;-0.000935;1.021317;0.024716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4233;35.275000;0.106800;0.395979;-0.077209;-0.000928;1.021319;0.024722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4234;35.283333;0.106743;0.396718;-0.085580;-0.000929;1.021328;0.024719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4235;35.291667;0.106190;0.398076;-0.093154;-0.000924;1.021330;0.024713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4236;35.300000;0.105612;0.399318;-0.100739;-0.000924;1.021332;0.024709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4237;35.308333;0.104696;0.400905;-0.108023;-0.000922;1.021343;0.024709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4238;35.316667;0.104029;0.402188;-0.115300;-0.000919;1.021342;0.024707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4239;35.325000;0.102906;0.403584;-0.122254;-0.000922;1.021353;0.024705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4240;35.333333;0.101587;0.405073;-0.129265;-0.000916;1.021358;0.024701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4241;35.341667;0.100336;0.406400;-0.135979;-0.000911;1.021368;0.024701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4242;35.350000;0.098844;0.407879;-0.142404;-0.000914;1.021368;0.024694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4243;35.358333;0.097296;0.409259;-0.148793;-0.000904;1.021369;0.024641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4244;35.366667;0.095560;0.410770;-0.154811;-0.000898;1.021376;0.024642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4245;35.375000;0.093820;0.412204;-0.160664;-0.000911;1.021385;0.024691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4246;35.383333;0.091954;0.413492;-0.166264;-0.000910;1.021396;0.024691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4247;35.391667;0.089938;0.414897;-0.171766;-0.000910;1.021397;0.024693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4248;35.400000;0.087746;0.416320;-0.176993;-0.000908;1.021398;0.024647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4249;35.408333;0.085599;0.417659;-0.181947;-0.000901;1.021402;0.024644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4250;35.416667;0.083211;0.418918;-0.186732;-0.000960;1.021437;0.024661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4251;35.425000;0.080756;0.420115;-0.191248;-0.000906;1.021403;0.024637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4252;35.433333;0.078055;0.421179;-0.195670;-0.000950;1.021441;0.024612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4253;35.441667;0.075491;0.422251;-0.199634;-0.000948;1.021449;0.024612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4254;35.450000;0.072754;0.423421;-0.203329;-0.000949;1.021437;0.024603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4255;35.458333;0.069937;0.424374;-0.206771;-0.000957;1.021449;0.024608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4256;35.466667;0.066892;0.425178;-0.210194;-0.000963;1.021447;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4257;35.475000;0.063880;0.426173;-0.213218;-0.000966;1.021451;0.024649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4258;35.483333;0.060711;0.426806;-0.216039;-0.000962;1.021453;0.024602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4259;35.491667;0.057537;0.427611;-0.218577;-0.000962;1.021461;0.024610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4260;35.500000;0.054185;0.428090;-0.220936;-0.000978;1.021455;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4261;35.508333;0.050987;0.428607;-0.222735;-0.000969;1.021454;0.024607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;35.516667;0.047487;0.428981;-0.224589;-0.000972;1.021461;0.024613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4263;35.525000;0.044241;0.429307;-0.225987;-0.000990;1.021455;0.024653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4264;35.533333;0.040576;0.429487;-0.227290;-0.000984;1.021447;0.024604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4265;35.541667;0.037019;0.429494;-0.228163;-0.000985;1.021463;0.024648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4266;35.550000;0.033531;0.429680;-0.228831;-0.000989;1.021459;0.024645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4267;35.558333;0.029892;0.429565;-0.229283;-0.000990;1.021458;0.024609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4268;35.566667;0.026131;0.429435;-0.229491;-0.000986;1.021456;0.024610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4269;35.575000;0.022377;0.429074;-0.229409;-0.000991;1.021456;0.024610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4270;35.583333;0.018689;0.428747;-0.228909;-0.001002;1.021451;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4271;35.591667;0.014994;0.428355;-0.228166;-0.001004;1.021451;0.024608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4272;35.600000;0.011083;0.427875;-0.227340;-0.001006;1.021451;0.024613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4273;35.608333;0.007193;0.427255;-0.226151;-0.001006;1.021448;0.024657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4274;35.616667;0.003374;0.426519;-0.224707;-0.001012;1.021447;0.024655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4275;35.625000;-0.000402;0.425582;-0.222908;-0.001012;1.021444;0.024654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4276;35.633333;-0.004414;0.424731;-0.220941;-0.001014;1.021446;0.024656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4277;35.641667;-0.008276;0.423871;-0.218725;-0.001009;1.021441;0.024613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4278;35.650000;-0.012238;0.422962;-0.216251;-0.001028;1.021440;0.024659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4279;35.658333;-0.016139;0.421834;-0.213513;-0.001022;1.021439;0.024658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4280;35.666667;-0.019984;0.420568;-0.210371;-0.001018;1.021429;0.024614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4281;35.675000;-0.023889;0.419401;-0.207060;-0.001028;1.021432;0.024660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4282;35.683333;-0.027771;0.418135;-0.203517;-0.001033;1.021430;0.024661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4283;35.691667;-0.031775;0.416794;-0.199714;-0.001036;1.021429;0.024661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4284;35.700000;-0.035547;0.415549;-0.195708;-0.001042;1.021422;0.024666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4285;35.708333;-0.039345;0.414169;-0.191334;-0.001057;1.021412;0.024661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4286;35.716667;-0.043161;0.412808;-0.186785;-0.001060;1.021416;0.024675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4287;35.725000;-0.046873;0.411374;-0.182033;-0.001067;1.021409;0.024673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4288;35.733333;-0.050618;0.409915;-0.177073;-0.001065;1.021404;0.024672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4289;35.741667;-0.054286;0.408517;-0.171706;-0.001038;1.021365;0.024709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4290;35.750000;-0.057767;0.406983;-0.166196;-0.001080;1.021394;0.024674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4291;35.758333;-0.061426;0.405607;-0.160551;-0.001090;1.021388;0.024682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4292;35.766667;-0.064974;0.404081;-0.154546;-0.001091;1.021387;0.024680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4293;35.775000;-0.068102;0.402640;-0.148872;-0.001095;1.021383;0.024687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4294;35.783333;-0.071619;0.401412;-0.142371;-0.001142;1.021403;0.024718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4295;35.791667;-0.075029;0.399913;-0.135776;-0.001113;1.021381;0.024756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4296;35.800000;-0.078117;0.398601;-0.128933;-0.001122;1.021364;0.024760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4297;35.808333;-0.081317;0.397252;-0.122128;-0.001159;1.021392;0.024726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4298;35.816667;-0.084431;0.396081;-0.115060;-0.001163;1.021391;0.024734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4299;35.825000;-0.087861;0.395402;-0.107724;-0.001098;1.021327;0.024736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4300;35.833333;-0.090331;0.393657;-0.100388;-0.001146;1.021351;0.024773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;35.841667;-0.093174;0.392582;-0.092682;-0.001148;1.021342;0.024779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4302;35.850000;-0.095760;0.391660;-0.084863;-0.001159;1.021339;0.024773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4303;35.858333;-0.098281;0.390735;-0.076958;-0.001196;1.021366;0.024747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;35.866667;-0.100750;0.389792;-0.069110;-0.001172;1.021336;0.024785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4305;35.875000;-0.103643;0.390426;-0.059970;-0.001175;1.021330;0.024792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4306;35.883333;-0.105999;0.389711;-0.051625;-0.001175;1.021333;0.024792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4307;35.891667;-0.107142;0.387697;-0.044580;-0.001187;1.021331;0.024805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4308;35.900000;-0.109127;0.386604;-0.036170;-0.001196;1.021319;0.024803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4309;35.908333;-0.112177;0.388624;-0.026509;-0.001201;1.021314;0.024801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4310;35.916667;-0.112899;0.385747;-0.019079;-0.001200;1.021318;0.024811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4311;35.925000;-0.114528;0.385854;-0.010232;-0.001208;1.021310;0.024803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4312;35.933333;-0.116938;0.383515;-0.001983;-0.001214;1.021309;0.024809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4313;35.941667;-0.117487;0.385652;0.007209;-0.001214;1.021310;0.024809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4314;35.950000;-0.119613;0.383490;0.015359;-0.001216;1.021308;0.024813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4315;35.958333;-0.118075;0.385992;0.025010;-0.001219;1.021303;0.024813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
