Frame,Time,Top_X,Top_Y,Top_Z,Pendulum_X,Pendulum_Y,Pendulum_Z
2927,24.391667,-0.003135,1.021564,0.024647,-0.497206,0.621046,-0.122193
2928,24.4,-0.003142,1.021562,0.024654,-0.492444,0.614909,-0.120908
2929,24.408333,-0.003153,1.021551,0.024657,-0.48731,0.608485,-0.119505
2930,24.416667,-0.003163,1.021549,0.024659,-0.481778,0.601757,-0.11799
2931,24.425,-0.003178,1.021539,0.024666,-0.475894,0.594622,-0.116344
2932,24.433333,-0.003186,1.021529,0.024665,-0.46954,0.587371,-0.114571
2933,24.441667,-0.003193,1.021513,0.024667,-0.462623,0.579571,-0.112607
2934,24.45,-0.003205,1.021501,0.024664,-0.455352,0.571757,-0.110532
2935,24.458333,-0.003228,1.021491,0.024671,-0.44761,0.563669,-0.108381
2936,24.466667,-0.003231,1.021482,0.024676,-0.439349,0.555453,-0.105966
2937,24.475,-0.003191,1.021422,0.024674,-0.430028,0.547,-0.103999
2938,24.483333,-0.003269,1.02136,0.024637,-0.42081,0.538414,-0.101241
2939,24.491667,-0.003219,1.021395,0.024689,-0.411902,0.529673,-0.098071
2940,24.5,-0.003232,1.021383,0.024696,-0.401057,0.521111,-0.095598
2941,24.508333,-0.00329,1.021326,0.024657,-0.390285,0.511954,-0.092265
2942,24.516667,-0.003305,1.021303,0.024659,-0.379134,0.503314,-0.089059
2943,24.525,-0.003308,1.021288,0.024667,-0.367487,0.494744,-0.085658
2944,24.533333,-0.003257,1.021316,0.024711,-0.354489,0.484713,-0.081882
2945,24.541667,-0.003314,1.021258,0.024675,-0.341876,0.476363,-0.078098
2946,24.55,-0.003194,1.021269,0.024788,-0.329549,0.469059,-0.07439
2947,24.558333,-0.003195,1.02126,0.024802,-0.316045,0.461023,-0.070518
2948,24.566667,-0.003258,1.021193,0.024753,-0.300949,0.451969,-0.065725
2949,24.575,-0.003182,1.021231,0.024811,-0.286344,0.444045,-0.06171
2950,24.583333,-0.003244,1.021167,0.024761,-0.271159,0.43612,-0.056948
2951,24.591667,-0.003201,1.021117,0.024825,-0.255959,0.429531,-0.052272
2952,24.6,-0.003113,1.021167,0.024878,-0.239721,0.422758,-0.047729
2953,24.608333,-0.003176,1.021085,0.02482,-0.225636,0.418735,-0.041732
2954,24.616667,-0.003164,1.021078,0.024826,-0.206724,0.410272,-0.03739
2955,24.625,-0.00308,1.021111,0.024876,-0.19017,0.40488,-0.032463
2956,24.633333,-0.003053,1.021106,0.024876,-0.172358,0.399279,-0.027167
2957,24.641667,-0.003038,1.021099,0.024887,-0.156971,0.397468,-0.020779
2958,24.65,-0.002962,1.021046,0.024906,-0.138208,0.392498,-0.015364
2959,24.658333,-0.00291,1.021017,0.024864,-0.120105,0.389084,-0.009786
2960,24.666667,-0.002876,1.021005,0.024865,-0.101894,0.386003,-0.004168
2961,24.675,-0.002848,1.021001,0.02486,-0.083407,0.383518,0.001537
2962,24.683333,-0.002814,1.020993,0.024859,-0.065008,0.3819,0.007356
2963,24.691667,-0.00271,1.021016,0.024925,-0.045859,0.380476,0.013116
2964,24.7,-0.002674,1.021015,0.024928,-0.026795,0.379235,0.018858
2965,24.708333,-0.002547,1.021003,0.025015,-0.00635,0.376304,0.022481
2966,24.716667,-0.002512,1.021014,0.02502,0.010732,0.378471,0.031315
2967,24.725,-0.002477,1.02102,0.025017,0.029493,0.38083,0.03635
2968,24.733333,-0.002445,1.02102,0.025011,0.048006,0.382543,0.04211
2969,24.741667,-0.002386,1.02099,0.025033,0.069784,0.380708,0.046702
2970,24.75,-0.002353,1.021015,0.025034,0.088739,0.383661,0.052879
2971,24.758333,-0.002292,1.020975,0.024996,0.10698,0.387002,0.059205
2972,24.766667,-0.002256,1.020994,0.02499,0.124761,0.390799,0.064645
2973,24.775,-0.002233,1.020985,0.024985,0.141982,0.39581,0.069628
2974,24.783333,-0.002202,1.021006,0.024981,0.159329,0.400658,0.07515
2975,24.791667,-0.00224,1.021062,0.024898,0.176041,0.405973,0.080493
2976,24.8,-0.002181,1.021052,0.024929,0.188726,0.415047,0.086622
2977,24.808333,-0.002156,1.021059,0.02492,0.2079,0.41829,0.091261
2978,24.816667,-0.00214,1.02107,0.024915,0.223714,0.424856,0.09612
2979,24.825,-0.002113,1.02109,0.024915,0.238129,0.432954,0.101821
2980,24.833333,-0.002126,1.021125,0.024869,0.253125,0.440113,0.106569
2981,24.841667,-0.002108,1.021142,0.024876,0.267674,0.447794,0.111281
2982,24.85,-0.002102,1.021147,0.024863,0.282851,0.454566,0.115292
2983,24.858333,-0.002085,1.021166,0.024863,0.2964,0.462393,0.119449
2984,24.866667,-0.002071,1.021184,0.02486,0.308467,0.472071,0.124819
2985,24.875,-0.00206,1.021202,0.024854,0.322554,0.478834,0.127033
2986,24.883333,-0.002052,1.021211,0.024851,0.334057,0.485728,0.130524
2987,24.891667,-0.001984,1.021278,0.024883,0.346266,0.495955,0.134787
2988,24.9,-0.001981,1.021285,0.02488,0.357502,0.5045,0.138506
2989,24.908333,-0.001965,1.021307,0.024871,0.366726,0.511202,0.141817
2990,24.916667,-0.001958,1.021325,0.024863,0.378575,0.521837,0.144898
2991,24.925,-0.001947,1.021347,0.024872,0.3877,0.530141,0.148331
2992,24.933333,-0.001902,1.02142,0.024876,0.396583,0.538645,0.151474
2993,24.941667,-0.001901,1.021428,0.024867,0.404971,0.547169,0.154509
2994,24.95,-0.001892,1.021444,0.024867,0.412961,0.555194,0.157066
2995,24.958333,-0.001896,1.021459,0.024868,0.420638,0.563049,0.159767
2996,24.966667,-0.001828,1.021528,0.024895,0.427968,0.570858,0.161997
2997,24.975,-0.001828,1.021536,0.024893,0.434766,0.578433,0.16429
2998,24.983333,-0.001849,1.021566,0.024785,0.440922,0.585339,0.166306
2999,24.991667,-0.001864,1.021587,0.024831,0.446831,0.592547,0.168503
3000,25,-0.001873,1.0216,0.024782,0.452017,0.598752,0.169935
3001,25.008333,-0.001955,1.021687,0.024832,0.457075,0.605147,0.171795
3002,25.016667,-0.001944,1.021677,0.024728,0.461567,0.610847,0.173414
3003,25.025,-0.001969,1.021695,0.024778,0.466067,0.616839,0.175198
3004,25.033333,-0.001973,1.021708,0.024773,0.469667,0.621814,0.176398
3005,25.041667,-0.001977,1.021705,0.024771,0.473261,0.626836,0.178017
3006,25.05,-0.001973,1.021716,0.024768,0.476224,0.630843,0.179031
3007,25.058333,-0.001989,1.021713,0.024769,0.479108,0.634952,0.180084
3008,25.066667,-0.001983,1.021723,0.02477,0.481253,0.638126,0.180848
3009,25.075,-0.002001,1.021729,0.024769,0.483299,0.64142,0.181827
3010,25.083333,-0.002008,1.021727,0.024769,0.484956,0.643951,0.18262
3011,25.091667,-0.002004,1.021736,0.024771,0.486342,0.645987,0.183163
3012,25.1,-0.002007,1.021736,0.024768,0.487519,0.647939,0.183933
3013,25.108333,-0.002007,1.021739,0.024768,0.488044,0.648743,0.183981
3014,25.116667,-0.002014,1.021735,0.02477,0.488569,0.649673,0.184484
3015,25.125,-0.002009,1.021737,0.024765,0.48865,0.6499,0.184719
3016,25.133333,-0.002007,1.021739,0.024766,0.488583,0.649836,0.185197
3017,25.141667,-0.002007,1.021739,0.024764,0.487891,0.648865,0.185093
3018,25.15,-0.002008,1.02174,0.024766,0.487129,0.648006,0.185079
3019,25.158333,-0.001997,1.021732,0.024765,0.485706,0.6458,0.184654
3020,25.166667,-0.002,1.021734,0.024759,0.484146,0.643789,0.184396
3021,25.175,-0.001987,1.021733,0.024767,0.48226,0.641219,0.183972
3022,25.183333,-0.001987,1.021733,0.024762,0.480152,0.63825,0.183711
3023,25.191667,-0.001963,1.02172,0.024718,0.477617,0.634864,0.183221
3024,25.2,-0.001956,1.021707,0.024715,0.474778,0.630959,0.182544
3025,25.208333,-0.001949,1.021706,0.024718,0.471606,0.626445,0.181845
3026,25.216667,-0.001966,1.021709,0.024767,0.46804,0.621842,0.180879
3027,25.225,-0.001947,1.021707,0.024764,0.463956,0.616419,0.179644
3028,25.233333,-0.001943,1.021694,0.024765,0.459745,0.611198,0.178809
3029,25.241667,-0.001893,1.021654,0.024738,0.455143,0.60557,0.177598
3030,25.25,-0.00192,1.021678,0.024723,0.449959,0.599127,0.176216
3031,25.258333,-0.001844,1.021597,0.024751,0.444364,0.592487,0.174856
3032,25.266667,-0.001841,1.021602,0.024773,0.438654,0.585992,0.173269
3033,25.275,-0.001793,1.021551,0.024785,0.431855,0.578398,0.171086
3034,25.283333,-0.001833,1.02158,0.024828,0.424634,0.570152,0.169211
3035,25.291667,-0.001787,1.021531,0.024785,0.417777,0.563392,0.167392
3036,25.3,-0.001805,1.021529,0.024837,0.410107,0.555312,0.165125
3037,25.308333,-0.001807,1.021518,0.024896,0.40222,0.547422,0.162755
3038,25.316667,-0.001807,1.0215,0.024894,0.393745,0.538809,0.159981
3039,25.325,-0.001914,1.021374,0.024856,0.385298,0.530604,0.156835
3040,25.333333,-0.001879,1.021419,0.024871,0.374913,0.52216,0.154453
3041,25.341667,-0.001879,1.021406,0.02487,0.364676,0.513948,0.151765
3042,25.35,-0.001932,1.021327,0.024862,0.354268,0.505503,0.148321
3043,25.358333,-0.001896,1.021373,0.024878,0.343251,0.497028,0.145261
3044,25.366667,-0.001906,1.021372,0.024882,0.331163,0.488284,0.141652
3045,25.375,-0.002019,1.021228,0.024835,0.319292,0.480099,0.138159
3046,25.383333,-0.001976,1.021267,0.024878,0.306546,0.471608,0.134318
3047,25.391667,-0.002042,1.021198,0.024848,0.293734,0.463687,0.130407
3048,25.4,-0.002057,1.021186,0.024844,0.280047,0.455676,0.126419
3049,25.408333,-0.002009,1.02123,0.024888,0.26571,0.447769,0.122095
3050,25.416667,-0.002055,1.021132,0.024898,0.251266,0.440072,0.117311
3051,25.425,-0.002105,1.021147,0.024867,0.235658,0.431626,0.112642
3052,25.433333,-0.002096,1.021103,0.024905,0.221018,0.426388,0.108419
3053,25.441667,-0.002114,1.02108,0.024909,0.205129,0.419344,0.103573
3054,25.45,-0.002127,1.021077,0.024904,0.187764,0.414434,0.100367
3055,25.458333,-0.002084,1.021002,0.024972,0.171319,0.408855,0.095309
3056,25.466667,-0.002155,1.021026,0.024953,0.154419,0.403552,0.09005
3057,25.475,-0.002186,1.021015,0.024965,0.137368,0.398501,0.084684
3058,25.483333,-0.002229,1.021032,0.024936,0.119944,0.394527,0.079294
3059,25.491667,-0.00224,1.020983,0.024974,0.102761,0.385973,0.070746
3060,25.5,-0.002262,1.020992,0.024986,0.084876,0.382522,0.065191
3061,25.508333,-0.002292,1.020968,0.024992,0.066716,0.379684,0.059665
3062,25.516667,-0.002363,1.020994,0.025019,0.048414,0.37744,0.054034
3063,25.525,-0.002399,1.020993,0.025027,0.029991,0.375781,0.048396
3064,25.533333,-0.002421,1.020985,0.025029,0.011593,0.3746,0.042667
3065,25.541667,-0.002487,1.021008,0.025006,-0.006874,0.373966,0.036986
3066,25.55,-0.002518,1.021014,0.025011,-0.025367,0.373932,0.031359
3067,25.558333,-0.002573,1.021037,0.024972,-0.043947,0.378822,0.027398
3068,25.566667,-0.002673,1.021023,0.024909,-0.062202,0.375632,0.019691
3069,25.575,-0.002705,1.021021,0.024912,-0.0805,0.377296,0.014037
3070,25.583333,-0.002735,1.021026,0.024913,-0.098646,0.379629,0.00852
3071,25.591667,-0.002846,1.021001,0.024852,-0.116631,0.386672,0.004263
3072,25.6,-0.00287,1.021013,0.024851,-0.133496,0.387613,-0.002546
3073,25.608333,-0.002895,1.021021,0.024853,-0.15116,0.391487,-0.008097
3074,25.616667,-0.002947,1.021051,0.02489,-0.169263,0.393862,-0.013777
3075,25.625,-0.003013,1.021098,0.024864,-0.186238,0.398631,-0.01895
3076,25.633333,-0.003041,1.02111,0.024869,-0.203122,0.408577,-0.023386
3077,25.641667,-0.003057,1.021122,0.024872,-0.219441,0.414343,-0.028595
3078,25.65,-0.003071,1.021149,0.024872,-0.235293,0.415766,-0.034643
3079,25.658333,-0.003082,1.021154,0.024868,-0.251014,0.426618,-0.038786
3080,25.666667,-0.003088,1.021171,0.024865,-0.266153,0.433645,-0.04364
3081,25.675,-0.003175,1.021134,0.024817,-0.280982,0.441249,-0.048889
3082,25.683333,-0.003108,1.021198,0.024862,-0.295281,0.448553,-0.053508
3083,25.691667,-0.003155,1.021232,0.024801,-0.309451,0.456404,-0.057997
3084,25.7,-0.003233,1.021198,0.024747,-0.32194,0.462269,-0.062888
3085,25.708333,-0.003171,1.02127,0.024801,-0.334857,0.470305,-0.067112
3086,25.716667,-0.003171,1.021273,0.024793,-0.347323,0.478269,-0.071203
3087,25.725,-0.003169,1.021297,0.024789,-0.359432,0.486315,-0.074699
3088,25.733333,-0.003227,1.021261,0.024739,-0.37072,0.494336,-0.078568
3089,25.741667,-0.00316,1.021317,0.024779,-0.381675,0.502652,-0.082058
3090,25.75,-0.003209,1.021353,0.024703,-0.392124,0.510869,-0.085548
3091,25.758333,-0.003145,1.021351,0.024767,-0.401977,0.519078,-0.08872
3092,25.766667,-0.003197,1.021383,0.024696,-0.411489,0.527261,-0.091998
3093,25.775,-0.003188,1.021384,0.024687,-0.420426,0.535368,-0.094985
3094,25.783333,-0.00318,1.021404,0.024684,-0.428921,0.54328,-0.09791
3095,25.791667,-0.003116,1.021399,0.024759,-0.436941,0.55107,-0.100557
3096,25.8,-0.003108,1.021411,0.024753,-0.444458,0.558641,-0.103157
3097,25.808333,-0.003147,1.021465,0.024742,-0.451512,0.565997,-0.105547
3098,25.816667,-0.003138,1.021444,0.024678,-0.458206,0.573121,-0.107941
3099,25.825,-0.003124,1.021462,0.024671,-0.464321,0.579913,-0.109971
3100,25.833333,-0.003172,1.021515,0.024667,-0.470235,0.586589,-0.112098
3101,25.841667,-0.003107,1.021477,0.024659,-0.475492,0.592918,-0.113914
3102,25.85,-0.003096,1.021494,0.024661,-0.480442,0.598895,-0.115615
3103,25.858333,-0.003085,1.021497,0.024664,-0.484953,0.60455,-0.117311
3104,25.866667,-0.003071,1.021515,0.02466,-0.489104,0.609791,-0.118785
3105,25.875,-0.003118,1.021563,0.024653,-0.492958,0.614714,-0.120232
3106,25.883333,-0.003105,1.021579,0.024648,-0.496118,0.61961,-0.121967
3107,25.891667,-0.003101,1.021577,0.024648,-0.49945,0.623165,-0.122645
3108,25.9,-0.003092,1.021584,0.02464,-0.502113,0.62701,-0.123634
3109,25.908333,-0.003084,1.021589,0.024648,-0.504531,0.630351,-0.124724
3110,25.916667,-0.003022,1.021554,0.024646,-0.506214,0.633602,-0.125978
3111,25.925,-0.003069,1.021596,0.024643,-0.507818,0.635896,-0.126558
3112,25.933333,-0.003067,1.021593,0.024643,-0.509445,0.637553,-0.126765
3113,25.941667,-0.003009,1.021545,0.024639,-0.510306,0.639377,-0.127796
3114,25.95,-0.003062,1.021599,0.024643,-0.51085,0.640474,-0.128118
3115,25.958333,-0.003002,1.021563,0.02464,-0.511105,0.641203,-0.128375
3116,25.966667,-0.00306,1.021599,0.024639,-0.511154,0.641347,-0.128545
3117,25.975,-0.003062,1.021606,0.024647,-0.510922,0.641086,-0.128678
3118,25.983333,-0.003008,1.021556,0.024638,-0.510445,0.640211,-0.128677
3119,25.991667,-0.003066,1.021599,0.024645,-0.509607,0.638961,-0.128612
3120,26,-0.003065,1.021602,0.024644,-0.508307,0.637156,-0.128283
3121,26.008333,-0.003084,1.021594,0.024645,-0.506848,0.635192,-0.128061
3122,26.016667,-0.003077,1.021598,0.024643,-0.504856,0.632692,-0.127596
3123,26.025,-0.003081,1.02159,0.024634,-0.502687,0.629632,-0.127094
3124,26.033333,-0.003095,1.021587,0.024643,-0.500157,0.626236,-0.12643
3125,26.041667,-0.003044,1.021533,0.024637,-0.497112,0.622502,-0.12566
3126,26.05,-0.003106,1.02158,0.024647,-0.494202,0.617701,-0.124352
3127,26.058333,-0.003116,1.021576,0.024639,-0.490483,0.613144,-0.123283
3128,26.066667,-0.003129,1.021567,0.024646,-0.486515,0.608145,-0.122219
3129,26.075,-0.003129,1.021569,0.02465,-0.482091,0.602811,-0.12096
3130,26.083333,-0.003139,1.021561,0.024651,-0.477281,0.596948,-0.11954
3131,26.091667,-0.003157,1.021549,0.024654,-0.472162,0.590852,-0.118091
3132,26.1,-0.003164,1.021541,0.024659,-0.466549,0.584394,-0.116373
3133,26.108333,-0.003176,1.021529,0.024658,-0.460514,0.577903,-0.114693
3134,26.116667,-0.003195,1.021519,0.024668,-0.454176,0.570815,-0.112691
3135,26.125,-0.003194,1.021515,0.024658,-0.447305,0.563731,-0.110779
3136,26.133333,-0.003214,1.021506,0.024673,-0.440022,0.556269,-0.108548
3137,26.141667,-0.003161,1.021445,0.024674,-0.432168,0.548706,-0.106204
3138,26.15,-0.003179,1.021436,0.024675,-0.424063,0.540824,-0.103757
3139,26.158333,-0.003186,1.021422,0.024681,-0.415294,0.532895,-0.100996
3140,26.166667,-0.003192,1.021406,0.024681,-0.406156,0.524835,-0.098283
3141,26.175,-0.003206,1.021386,0.024689,-0.396548,0.516753,-0.095384
3142,26.183333,-0.003218,1.021372,0.024698,-0.386477,0.508552,-0.092251
3143,26.191667,-0.00322,1.021361,0.024696,-0.375791,0.500075,-0.089056
3144,26.2,-0.003221,1.021352,0.024705,-0.364982,0.492248,-0.08559
3145,26.208333,-0.003168,1.021316,0.024776,-0.353041,0.484268,-0.082419
3146,26.216667,-0.003232,1.021254,0.024737,-0.341016,0.475998,-0.078649
3147,26.225,-0.003172,1.021283,0.024785,-0.328478,0.468044,-0.074729
3148,26.233333,-0.003169,1.02127,0.024791,-0.315538,0.46019,-0.070814
3149,26.241667,-0.003164,1.021261,0.024797,-0.302088,0.452574,-0.066635
3150,26.25,-0.003162,1.02124,0.024799,-0.288716,0.446406,-0.061321
3151,26.258333,-0.003161,1.021227,0.024802,-0.273874,0.437698,-0.057767
3152,26.266667,-0.003117,1.021189,0.024863,-0.260841,0.433801,-0.052449
3153,26.275,-0.00321,1.02115,0.024763,-0.244023,0.423796,-0.04848
3154,26.283333,-0.003086,1.021172,0.024869,-0.228997,0.419015,-0.042626
3155,26.291667,-0.003081,1.021145,0.024865,-0.213055,0.412967,-0.037628
3156,26.3,-0.003062,1.02114,0.024875,-0.196647,0.407361,-0.032339
3157,26.308333,-0.00311,1.021083,0.024824,-0.18167,0.404272,-0.02741
3158,26.316667,-0.003031,1.021109,0.024869,-0.162087,0.395209,-0.022653
3159,26.325,-0.003001,1.021101,0.02487,-0.145839,0.388806,-0.017158
3160,26.333333,-0.002905,1.021032,0.024854,-0.130076,0.391212,-0.011044
3161,26.341667,-0.002881,1.021022,0.024852,-0.109964,0.383988,-0.006066
3162,26.35,-0.002851,1.02102,0.024854,-0.093371,0.383752,0.000341
3163,26.358333,-0.002748,1.021038,0.024918,-0.075083,0.376878,0.004964
3164,26.366667,-0.002714,1.021057,0.024922,-0.056241,0.377314,0.010751
3165,26.375,-0.002764,1.021014,0.024849,-0.039218,0.378856,0.017753
3166,26.383333,-0.002653,1.021033,0.024919,-0.021224,0.378049,0.023452
3167,26.391667,-0.002529,1.021026,0.025014,-0.003007,0.378146,0.029242
3168,26.4,-0.002573,1.021009,0.024945,0.013344,0.380379,0.034872
3169,26.408333,-0.002472,1.021028,0.025013,0.031215,0.381781,0.040717
3170,26.416667,-0.002443,1.021036,0.025006,0.050997,0.381486,0.046569
3171,26.425,-0.002399,1.021023,0.024933,0.068775,0.384106,0.05236
3172,26.433333,-0.00231,1.020994,0.025006,0.086476,0.386545,0.057961
3173,26.441667,-0.002303,1.021025,0.024957,0.104862,0.388423,0.063067
3174,26.45,-0.002279,1.02103,0.024949,0.122192,0.392384,0.068752
3175,26.458333,-0.002258,1.021039,0.024943,0.13905,0.396412,0.073997
3176,26.466667,-0.002185,1.021003,0.02496,0.154762,0.402228,0.079959
3177,26.475,-0.002204,1.021054,0.024933,0.17216,0.406011,0.084688
3178,26.483333,-0.002187,1.02106,0.024926,0.18823,0.411741,0.089906
3179,26.491667,-0.002168,1.021071,0.024924,0.203683,0.417534,0.09492
3180,26.5,-0.00218,1.021104,0.024884,0.219128,0.423673,0.099835
3181,26.508333,-0.002132,1.021094,0.024915,0.233867,0.430283,0.104636
3182,26.516667,-0.002151,1.021135,0.024876,0.24844,0.436962,0.109457
3183,26.525,-0.002127,1.02115,0.024867,0.262246,0.444366,0.113968
3184,26.533333,-0.002117,1.021158,0.024868,0.275801,0.45152,0.118367
3185,26.541667,-0.002109,1.021172,0.024869,0.289092,0.459266,0.122748
3186,26.55,-0.002092,1.021183,0.024855,0.302146,0.466877,0.126127
3187,26.558333,-0.002078,1.021204,0.024855,0.313998,0.474669,0.130233
3188,26.566667,-0.002077,1.021214,0.02485,0.32595,0.482971,0.134383
3189,26.575,-0.00206,1.021228,0.024844,0.337309,0.490921,0.138031
3190,26.583333,-0.002016,1.021298,0.024849,0.348587,0.498291,0.140797
3191,26.591667,-0.002049,1.021252,0.024843,0.358272,0.506475,0.144677
3192,26.6,-0.001997,1.021325,0.02485,0.36777,0.514663,0.148054
3193,26.608333,-0.00197,1.02134,0.024867,0.376949,0.522813,0.151174
3194,26.616667,-0.001925,1.021413,0.024878,0.385486,0.530716,0.154301
3195,26.625,-0.00197,1.021365,0.024864,0.393997,0.538634,0.157121
3196,26.633333,-0.001923,1.021436,0.02487,0.40189,0.546117,0.159469
3197,26.641667,-0.00192,1.021449,0.024872,0.409339,0.55343,0.162157
3198,26.65,-0.00185,1.021521,0.024904,0.416293,0.560458,0.164479
3199,26.658333,-0.001859,1.021537,0.02485,0.423023,0.567572,0.166847
3200,26.666667,-0.001859,1.021538,0.024844,0.429187,0.574501,0.169146
3201,26.675,-0.001932,1.021617,0.024819,0.43459,0.580546,0.170577
3202,26.683333,-0.001975,1.021656,0.024785,0.439862,0.586518,0.172474
3203,26.691667,-0.001954,1.021642,0.024839,0.444844,0.592346,0.174104
3204,26.7,-0.001986,1.021681,0.024782,0.449411,0.59799,0.175913
3205,26.708333,-0.001988,1.021682,0.024777,0.453437,0.602925,0.177189
3206,26.716667,-0.001993,1.02169,0.024777,0.457322,0.607906,0.178801
3207,26.725,-0.002002,1.021684,0.024772,0.46038,0.611876,0.179732
3208,26.733333,-0.001999,1.021694,0.024769,0.463353,0.615925,0.180695
3209,26.741667,-0.00197,1.021675,0.024828,0.46608,0.619583,0.182057
3210,26.75,-0.002001,1.021711,0.024766,0.468366,0.622633,0.182693
3211,26.758333,-0.002008,1.021704,0.024766,0.470001,0.624972,0.183277
3212,26.766667,-0.002017,1.021708,0.024768,0.471745,0.627451,0.184076
3213,26.775,-0.002018,1.021713,0.024766,0.472929,0.629368,0.184521
3214,26.783333,-0.002016,1.021721,0.024769,0.473921,0.630663,0.185228
3215,26.791667,-0.002024,1.021719,0.024769,0.474581,0.63173,0.185579
3216,26.8,-0.002018,1.021729,0.024765,0.474907,0.632181,0.185799
3217,26.808333,-0.002017,1.021725,0.02477,0.474868,0.632148,0.185843
3218,26.816667,-0.002011,1.021726,0.024762,0.474513,0.631609,0.185924
3219,26.825,-0.002014,1.021724,0.024762,0.473798,0.630656,0.185739
3220,26.833333,-0.002013,1.02173,0.024766,0.472915,0.629581,0.185762
3221,26.841667,-0.002014,1.021723,0.024765,0.471523,0.627654,0.185368
3222,26.85,-0.002009,1.021722,0.024767,0.469765,0.625293,0.184878
3223,26.858333,-0.002,1.021721,0.02477,0.467773,0.622691,0.184301
3224,26.866667,-0.001993,1.021714,0.024764,0.465311,0.619533,0.183776
3225,26.875,-0.001989,1.021713,0.024769,0.462636,0.615998,0.182989
3226,26.883333,-0.001978,1.021712,0.024776,0.459746,0.612333,0.182418
3227,26.891667,-0.001982,1.021702,0.024826,0.456276,0.607895,0.181403
3228,26.9,-0.001971,1.021696,0.024823,0.452299,0.602974,0.180206
3229,26.908333,-0.001917,1.021659,0.024749,0.448354,0.598067,0.17918
3230,26.916667,-0.001956,1.021685,0.024777,0.44377,0.592582,0.177647
3231,26.925,-0.001923,1.021649,0.024832,0.438749,0.586866,0.176439
3232,26.933333,-0.001916,1.021643,0.024804,0.433476,0.580771,0.17466
3233,26.941667,-0.001912,1.021635,0.024759,0.427684,0.574541,0.173159
3234,26.95,-0.00187,1.021587,0.02478,0.421513,0.567707,0.171046
3235,26.958333,-0.001844,1.021566,0.024789,0.414833,0.560502,0.168964
3236,26.966667,-0.001864,1.021565,0.024783,0.407688,0.55354,0.166771
3237,26.975,-0.001831,1.021529,0.024896,0.40039,0.546285,0.164649
3238,26.983333,-0.001888,1.021454,0.024858,0.392339,0.538485,0.162109
3239,26.991667,-0.001892,1.021446,0.024865,0.384203,0.530844,0.159577
3240,27,-0.001892,1.021436,0.024868,0.375575,0.522882,0.156379
3241,27.008333,-0.001896,1.021428,0.024873,0.366144,0.514055,0.153442
3242,27.016667,-0.001904,1.021403,0.02487,0.35638,0.506998,0.150321
3243,27.025,-0.001955,1.021333,0.024864,0.346041,0.498825,0.147152
3244,27.033333,-0.001965,1.021317,0.024868,0.335268,0.490489,0.143833
3245,27.041667,-0.00203,1.021251,0.024843,0.323466,0.481019,0.139907
3246,27.05,-0.00198,1.021291,0.024878,0.311053,0.476101,0.138414
3247,27.058333,-0.002049,1.021216,0.024843,0.298855,0.468149,0.134283
3248,27.066667,-0.002064,1.021201,0.024845,0.286294,0.460602,0.130386
3249,27.075,-0.002082,1.02119,0.024857,0.273265,0.453092,0.126092
3250,27.083333,-0.002091,1.021176,0.024856,0.259727,0.445822,0.121755
3251,27.091667,-0.002105,1.021161,0.024859,0.245784,0.438493,0.117064
3252,27.1,-0.002119,1.021146,0.024864,0.232512,0.42972,0.111832
3253,27.108333,-0.002108,1.021115,0.024909,0.214166,0.427328,0.107511
3254,27.116667,-0.002123,1.021096,0.024909,0.199536,0.420781,0.102526
3255,27.125,-0.002171,1.021109,0.024877,0.183968,0.414833,0.097276
3256,27.133333,-0.002198,1.021098,0.024883,0.17224,0.406106,0.0911
3257,27.141667,-0.002186,1.021065,0.024927,0.156202,0.40098,0.086002
3258,27.15,-0.002217,1.021052,0.024927,0.139719,0.396154,0.080575
3259,27.158333,-0.002244,1.021023,0.024932,0.123068,0.391901,0.075127
3260,27.166667,-0.002264,1.021029,0.024945,0.105818,0.387561,0.069035
3261,27.175,-0.00226,1.020997,0.024982,0.087452,0.382061,0.063328
3262,27.183333,-0.002284,1.02099,0.024987,0.069886,0.382644,0.056069
3263,27.191667,-0.002362,1.021005,0.025021,0.050347,0.381875,0.054081
3264,27.2,-0.002449,1.021057,0.024953,0.034287,0.378811,0.044631
3265,27.208333,-0.002472,1.021054,0.02496,0.014347,0.380698,0.041364
3266,27.216667,-0.002505,1.021053,0.024965,-0.003643,0.379973,0.035453
3267,27.225,-0.002522,1.021048,0.024967,-0.021171,0.379843,0.029581
3268,27.233333,-0.002634,1.021026,0.0249,-0.039072,0.380122,0.023651
3269,27.241667,-0.002654,1.021032,0.024909,-0.056989,0.381381,0.017804
3270,27.25,-0.002687,1.021037,0.024909,-0.074795,0.382935,0.011846
3271,27.258333,-0.002716,1.021047,0.024918,-0.092388,0.385114,0.006038
3272,27.266667,-0.002821,1.021021,0.024847,-0.109361,0.387288,0.000207
3273,27.275,-0.002843,1.021021,0.024846,-0.127106,0.390735,-0.005544
3274,27.283333,-0.002877,1.021027,0.024851,-0.143986,0.394136,-0.011242
3275,27.291667,-0.002894,1.021037,0.024847,-0.16036,0.397573,-0.016934
3276,27.3,-0.002994,1.021109,0.024865,-0.177707,0.402848,-0.022498
3277,27.308333,-0.003017,1.02111,0.024863,-0.193295,0.407225,-0.027922
3278,27.316667,-0.00303,1.021126,0.024865,-0.208706,0.412191,-0.03325
3279,27.325,-0.003053,1.021151,0.024873,-0.223215,0.41592,-0.039384
