Frame,Time,Top_X,Top_Y,Top_Z,Pendulum_X,Pendulum_Y,Pendulum_Z
6104,50.866667,-0.003015,1.02137,0.024748,-0.30543,0.455305,-0.063211
6105,50.875,-0.003022,1.021354,0.024748,-0.298636,0.451457,-0.060894
6106,50.883333,-0.003014,1.021348,0.024756,-0.291514,0.447463,-0.058396
6107,50.891667,-0.003025,1.021341,0.024764,-0.284156,0.443365,-0.055988
6108,50.9,-0.003022,1.021333,0.024758,-0.276328,0.439894,-0.053328
6109,50.908333,-0.003011,1.02133,0.024757,-0.269116,0.43732,-0.05078
6110,50.916667,-0.003008,1.021328,0.024765,-0.25999,0.431966,-0.047787
6111,50.925,-0.003012,1.02132,0.02476,-0.252143,0.429558,-0.045115
6112,50.933333,-0.00301,1.021308,0.024764,-0.242168,0.424103,-0.041638
6113,50.941667,-0.003004,1.021304,0.024768,-0.233981,0.422048,-0.03892
6114,50.95,-0.002999,1.021302,0.024771,-0.224501,0.418504,-0.035724
6115,50.958333,-0.002953,1.021271,0.024834,-0.213744,0.413125,-0.032331
6116,50.966667,-0.002988,1.021291,0.024769,-0.203628,0.409533,-0.028754
6117,50.975,-0.002984,1.021283,0.024773,-0.194164,0.407929,-0.025699
6118,50.983333,-0.002932,1.02125,0.024833,-0.182593,0.398361,-0.022295
6119,50.991667,-0.002922,1.021243,0.024833,-0.173135,0.401736,-0.018639
6120,51,-0.002909,1.021251,0.024835,-0.161141,0.396845,-0.014898
6121,51.008333,-0.002869,1.021213,0.024794,-0.149827,0.394476,-0.011
6122,51.016667,-0.002861,1.021213,0.024793,-0.138325,0.386967,-0.007907
6123,51.025,-0.002855,1.021207,0.024797,-0.126972,0.389407,-0.003501
6124,51.033333,-0.002844,1.021211,0.024793,-0.115585,0.388257,-0.000025
6125,51.041667,-0.002829,1.021201,0.024791,-0.103288,0.380727,0.003495
6126,51.05,-0.002811,1.0212,0.024793,-0.090138,0.381918,0.004951
6127,51.058333,-0.002731,1.021218,0.024859,-0.079629,0.382235,0.011884
6128,51.066667,-0.002787,1.021191,0.024791,-0.066089,0.378993,0.012595
6129,51.075,-0.002775,1.021187,0.02479,-0.054853,0.375324,0.018832
6130,51.083333,-0.00268,1.021216,0.024862,-0.04293,0.379351,0.023963
6131,51.091667,-0.002621,1.021168,0.024882,-0.030711,0.379083,0.028007
6132,51.1,-0.002603,1.021172,0.024877,-0.017943,0.373989,0.030457
6133,51.108333,-0.002632,1.021209,0.024854,-0.00553,0.374037,0.034386
6134,51.116667,-0.002571,1.02117,0.024882,0.006186,0.378903,0.039858
6135,51.125,-0.002564,1.021174,0.024878,0.018241,0.379165,0.04377
6136,51.133333,-0.002547,1.021168,0.02487,0.031299,0.375813,0.046296
6137,51.141667,-0.002456,1.021195,0.024937,0.043535,0.376813,0.050098
6138,51.15,-0.002509,1.021178,0.024864,0.054844,0.382812,0.055577
6139,51.158333,-0.002424,1.021199,0.024929,0.06678,0.384242,0.05937
6140,51.166667,-0.002419,1.0212,0.024926,0.078617,0.386084,0.063315
6141,51.175,-0.002403,1.021208,0.024927,0.090316,0.388276,0.06704
6142,51.183333,-0.002386,1.021212,0.024926,0.10189,0.39033,0.070819
6143,51.191667,-0.002373,1.021217,0.024921,0.113195,0.392727,0.074247
6144,51.2,-0.002367,1.021217,0.024918,0.122353,0.397373,0.077985
6145,51.208333,-0.002354,1.021221,0.024912,0.133401,0.400231,0.081576
6146,51.216667,-0.002341,1.021232,0.024911,0.146124,0.401136,0.084836
6147,51.225,-0.002331,1.02123,0.024907,0.157014,0.400591,0.086796
6148,51.233333,-0.002327,1.021234,0.024902,0.167961,0.405931,0.090703
6149,51.241667,-0.002308,1.02124,0.0249,0.177978,0.409405,0.094044
6150,51.25,-0.002302,1.021255,0.024903,0.187825,0.412762,0.097013
6151,51.258333,-0.002287,1.021258,0.024894,0.197165,0.41659,0.100246
6152,51.266667,-0.002281,1.02126,0.024893,0.206691,0.420034,0.103015
6153,51.275,-0.002273,1.021265,0.024891,0.215454,0.423744,0.105989
6154,51.283333,-0.002266,1.021276,0.024893,0.224216,0.42735,0.108524
6155,51.291667,-0.002263,1.021278,0.024887,0.232608,0.431351,0.111287
6156,51.3,-0.002254,1.021281,0.024885,0.24069,0.434971,0.113562
6157,51.308333,-0.002246,1.021295,0.024879,0.248489,0.439019,0.116196
6158,51.316667,-0.002247,1.021297,0.024879,0.256015,0.44252,0.118513
6159,51.325,-0.002243,1.0213,0.024875,0.262996,0.446273,0.120653
6160,51.333333,-0.002235,1.021308,0.024874,0.269872,0.450294,0.12287
6161,51.341667,-0.002232,1.02132,0.024871,0.276399,0.453889,0.124861
6162,51.35,-0.002221,1.021321,0.02487,0.282625,0.457376,0.126677
6163,51.358333,-0.002225,1.021332,0.024869,0.287527,0.462005,0.129483
6164,51.366667,-0.002224,1.021329,0.024867,0.29416,0.46418,0.130171
6165,51.375,-0.002229,1.021334,0.024863,0.299925,0.467565,0.13129
6166,51.383333,-0.002219,1.021349,0.024868,0.304598,0.470399,0.132483
6167,51.391667,-0.002257,1.021375,0.024805,0.309193,0.473516,0.134206
6168,51.4,-0.002258,1.021371,0.024802,0.313621,0.476319,0.135257
6169,51.408333,-0.002263,1.021391,0.024836,0.317491,0.479213,0.136449
6170,51.416667,-0.002269,1.021403,0.024835,0.321084,0.481229,0.137248
6171,51.425,-0.0023,1.021429,0.024772,0.324465,0.483869,0.138516
6172,51.433333,-0.002255,1.021399,0.024827,0.327431,0.485406,0.139208
6173,51.441667,-0.002302,1.021434,0.024776,0.330283,0.487836,0.140445
6174,51.45,-0.002264,1.021412,0.02483,0.33241,0.489597,0.140824
6175,51.458333,-0.0023,1.021442,0.024772,0.334304,0.490437,0.140952
6176,51.466667,-0.002301,1.021445,0.024773,0.33621,0.491712,0.14164
6177,51.475,-0.002296,1.021443,0.024773,0.337566,0.492872,0.142023
6178,51.483333,-0.002294,1.021448,0.024774,0.338649,0.493801,0.142398
6179,51.491667,-0.002286,1.021448,0.024771,0.339355,0.494432,0.142676
6180,51.5,-0.002255,1.02142,0.024824,0.339773,0.494705,0.142687
6181,51.508333,-0.002297,1.021445,0.02477,0.340111,0.494802,0.142417
6182,51.516667,-0.002294,1.021444,0.02477,0.339945,0.494653,0.142278
6183,51.525,-0.00225,1.021511,0.024781,0.339203,0.493711,0.141698
6184,51.533333,-0.00225,1.021505,0.024776,0.338613,0.493483,0.141403
6185,51.541667,-0.002245,1.02151,0.024777,0.337359,0.49216,0.140623
6186,51.55,-0.002251,1.021503,0.024783,0.335945,0.491254,0.140074
6187,51.558333,-0.002249,1.021505,0.024779,0.334175,0.48981,0.139632
6188,51.566667,-0.002279,1.02144,0.02477,0.332134,0.488558,0.138923
6189,51.575,-0.002289,1.021438,0.024779,0.329541,0.487049,0.138139
6190,51.583333,-0.002214,1.021369,0.024851,0.326975,0.484657,0.137064
6191,51.591667,-0.002205,1.021369,0.024849,0.323657,0.482803,0.135791
6192,51.6,-0.002218,1.021459,0.024836,0.320502,0.480222,0.134737
6193,51.608333,-0.002208,1.021357,0.024855,0.316628,0.477974,0.133488
6194,51.616667,-0.002211,1.021352,0.024856,0.312717,0.474792,0.131892
6195,51.625,-0.002287,1.021415,0.024781,0.30847,0.472561,0.130868
6196,51.633333,-0.002215,1.021349,0.024861,0.303825,0.469456,0.128975
6197,51.641667,-0.002291,1.02141,0.024779,0.298796,0.465974,0.127073
6198,51.65,-0.002255,1.021359,0.024804,0.29346,0.462875,0.125456
6199,51.658333,-0.00222,1.021326,0.024862,0.287417,0.459473,0.124155
6200,51.666667,-0.002221,1.021323,0.02486,0.281616,0.455855,0.122159
6201,51.675,-0.002223,1.021314,0.024862,0.275224,0.452432,0.120052
6202,51.683333,-0.00223,1.021316,0.024866,0.26861,0.448572,0.117929
6203,51.691667,-0.00223,1.021314,0.024864,0.261908,0.445108,0.115646
6204,51.7,-0.002236,1.021301,0.024874,0.254727,0.441018,0.113091
6205,51.708333,-0.00224,1.021291,0.024866,0.247197,0.437332,0.110462
6206,51.716667,-0.002245,1.021295,0.024874,0.239305,0.433623,0.108028
6207,51.725,-0.002249,1.021286,0.024875,0.231199,0.429926,0.10532
6208,51.733333,-0.002256,1.021281,0.024873,0.222631,0.425985,0.102579
6209,51.741667,-0.002255,1.021269,0.024874,0.213991,0.422469,0.099699
6210,51.75,-0.002266,1.021269,0.024882,0.205174,0.418615,0.096835
6211,51.758333,-0.002271,1.021255,0.024875,0.19581,0.415012,0.093718
6212,51.766667,-0.002284,1.021251,0.02488,0.186169,0.411686,0.090678
6213,51.775,-0.00229,1.021246,0.024882,0.175485,0.409479,0.088082
6214,51.783333,-0.002301,1.021238,0.024883,0.166391,0.404884,0.084197
6215,51.791667,-0.002306,1.02124,0.02489,0.155065,0.402961,0.081368
6216,51.8,-0.002314,1.021236,0.024893,0.145474,0.398797,0.077469
6217,51.808333,-0.002326,1.021222,0.024894,0.133701,0.396948,0.07439
6218,51.816667,-0.002334,1.021224,0.024898,0.123782,0.393121,0.07029
6219,51.825,-0.002348,1.021216,0.024899,0.111591,0.39176,0.067174
6220,51.833333,-0.002357,1.021214,0.024898,0.100356,0.389526,0.06351
6221,51.841667,-0.002367,1.021211,0.024906,0.088902,0.387367,0.059887
6222,51.85,-0.002388,1.021203,0.024909,0.078234,0.384347,0.055668
6223,51.858333,-0.002405,1.021199,0.024909,0.065508,0.383805,0.05235
6224,51.866667,-0.002415,1.021204,0.024913,0.053628,0.382426,0.048548
6225,51.875,-0.002429,1.021196,0.024914,0.039889,0.383054,0.04456
6226,51.883333,-0.002516,1.021177,0.024845,0.029468,0.380211,0.040703
6227,51.891667,-0.00252,1.02117,0.024848,0.017468,0.379426,0.036902
6228,51.9,-0.002544,1.021176,0.024854,0.005292,0.3787,0.033032
6229,51.908333,-0.002562,1.021175,0.024856,-0.006988,0.378423,0.029067
6230,51.916667,-0.002577,1.021175,0.024854,-0.019217,0.378761,0.025158
6231,51.925,-0.002595,1.02117,0.024856,-0.028801,0.376839,0.020758
6232,51.933333,-0.002645,1.021214,0.024836,-0.043471,0.379435,0.017464
6233,51.941667,-0.002666,1.021215,0.02484,-0.055067,0.375187,0.012458
6234,51.95,-0.00268,1.021213,0.024842,-0.067352,0.376534,0.008564
6235,51.958333,-0.002695,1.021228,0.024847,-0.079702,0.382294,0.005836
6236,51.966667,-0.002785,1.021203,0.024779,-0.091486,0.383711,0.002214
6237,51.975,-0.002795,1.021201,0.02478,-0.104459,0.386994,-0.001782
6238,51.983333,-0.002812,1.021202,0.024784,-0.114557,0.382459,-0.005955
6239,51.991667,-0.002821,1.021206,0.024778,-0.126146,0.384706,-0.009495
6240,52,-0.00283,1.021213,0.024786,-0.136877,0.39054,-0.015635
6241,52.008333,-0.002839,1.021212,0.024786,-0.148981,0.394271,-0.015891
6242,52.016667,-0.002888,1.021242,0.024828,-0.159656,0.39215,-0.019826
6243,52.025,-0.002863,1.021228,0.024784,-0.170529,0.395261,-0.023243
6244,52.033333,-0.002875,1.021224,0.024779,-0.181031,0.398198,-0.026457
6245,52.041667,-0.002958,1.021283,0.024768,-0.191599,0.406195,-0.029281
6246,52.05,-0.002964,1.021288,0.024759,-0.201081,0.403583,-0.031717
6247,52.058333,-0.002935,1.02126,0.024724,-0.212873,0.414387,-0.035842
6248,52.066667,-0.002976,1.021301,0.024757,-0.221392,0.41635,-0.038622
6249,52.075,-0.002981,1.021307,0.024762,-0.230646,0.419933,-0.041417
6250,52.083333,-0.002985,1.021307,0.024756,-0.240557,0.425198,-0.044625
6251,52.091667,-0.00299,1.021312,0.024758,-0.248501,0.427171,-0.04706
6252,52.1,-0.002994,1.021315,0.024758,-0.258229,0.432795,-0.049914
6253,52.108333,-0.002996,1.021323,0.024757,-0.265207,0.434614,-0.052049
6254,52.116667,-0.002991,1.021333,0.024749,-0.273138,0.438346,-0.054484
6255,52.125,-0.002998,1.021335,0.024751,-0.280789,0.442302,-0.05694
6256,52.133333,-0.002999,1.021343,0.024753,-0.288042,0.446113,-0.05918
6257,52.141667,-0.003,1.021353,0.02475,-0.294466,0.448386,-0.062322
6258,52.15,-0.003005,1.021353,0.024751,-0.302778,0.455044,-0.06354
6259,52.158333,-0.002998,1.021362,0.024755,-0.307476,0.455316,-0.066224
6260,52.166667,-0.002999,1.021365,0.024747,-0.313937,0.460502,-0.066961
6261,52.175,-0.003,1.021368,0.02475,-0.319731,0.463511,-0.068594
6262,52.183333,-0.002997,1.021374,0.024748,-0.324486,0.465591,-0.07127
6263,52.191667,-0.002991,1.021379,0.024743,-0.330237,0.470288,-0.071831
6264,52.2,-0.002996,1.02139,0.024743,-0.334893,0.473016,-0.073128
6265,52.208333,-0.002994,1.021398,0.02474,-0.338758,0.474485,-0.075464
6266,52.216667,-0.002995,1.021396,0.024738,-0.342851,0.477219,-0.076711
6267,52.225,-0.002991,1.021401,0.024746,-0.347268,0.480981,-0.076718
6268,52.233333,-0.002983,1.021411,0.024741,-0.350014,0.482044,-0.078609
6269,52.241667,-0.002989,1.021411,0.024738,-0.353138,0.484211,-0.079532
6270,52.25,-0.002979,1.021415,0.02474,-0.35652,0.486189,-0.079794
6271,52.258333,-0.002986,1.021417,0.024738,-0.358953,0.487779,-0.080554
6272,52.266667,-0.002984,1.021417,0.024735,-0.361128,0.489309,-0.081132
6273,52.275,-0.003041,1.021438,0.024668,-0.362919,0.49076,-0.081542
6274,52.283333,-0.00298,1.021428,0.024738,-0.364453,0.491758,-0.082006
6275,52.291667,-0.00304,1.021441,0.02466,-0.365736,0.492679,-0.082222
6276,52.3,-0.002977,1.021431,0.024737,-0.366623,0.493224,-0.082477
6277,52.308333,-0.002979,1.021424,0.024737,-0.367176,0.493696,-0.082531
6278,52.316667,-0.003043,1.021444,0.024663,-0.367492,0.493835,-0.082519
6279,52.325,-0.003044,1.021448,0.024664,-0.367458,0.493858,-0.082364
6280,52.333333,-0.003046,1.021439,0.024658,-0.367168,0.493561,-0.082161
6281,52.341667,-0.002987,1.021421,0.024733,-0.366499,0.493148,-0.081712
6282,52.35,-0.00298,1.021422,0.024737,-0.36573,0.492407,-0.081424
6283,52.358333,-0.002975,1.021421,0.024735,-0.364432,0.491572,-0.080777
6284,52.366667,-0.002985,1.021418,0.024735,-0.362859,0.490384,-0.080187
6285,52.375,-0.002982,1.021415,0.024737,-0.361019,0.489006,-0.079469
6286,52.383333,-0.002987,1.02141,0.024736,-0.358842,0.487468,-0.078614
6287,52.391667,-0.002991,1.021413,0.024735,-0.355911,0.485572,-0.078132
6288,52.4,-0.003047,1.021425,0.024667,-0.352981,0.48368,-0.07709
6289,52.408333,-0.002994,1.021404,0.024737,-0.349838,0.481444,-0.075948
6290,52.416667,-0.00299,1.021395,0.024737,-0.346435,0.479082,-0.074844
6291,52.425,-0.002994,1.021401,0.024744,-0.343317,0.477951,-0.072651
6292,52.433333,-0.002991,1.021395,0.024738,-0.338501,0.473903,-0.072127
6293,52.441667,-0.003007,1.021392,0.024742,-0.334125,0.471093,-0.070618
6294,52.45,-0.003,1.02139,0.024747,-0.329951,0.469188,-0.067858
6295,52.458333,-0.003005,1.021385,0.02475,-0.324831,0.466221,-0.066231
6296,52.466667,-0.003006,1.02138,0.024745,-0.318919,0.461458,-0.065454
6297,52.475,-0.003002,1.021374,0.024748,-0.313064,0.458165,-0.063492
6298,52.483333,-0.003016,1.021361,0.024748,-0.307081,0.454743,-0.061526
6299,52.491667,-0.003008,1.021368,0.024756,-0.301302,0.452485,-0.058347
6300,52.5,-0.003007,1.021354,0.024755,-0.294677,0.448765,-0.056218
6301,52.508333,-0.003015,1.021353,0.024753,-0.288454,0.446626,-0.054124
6302,52.516667,-0.003003,1.021348,0.024755,-0.280371,0.441467,-0.051454
6303,52.525,-0.003,1.021342,0.024753,-0.272802,0.437553,-0.048961
6304,52.533333,-0.002999,1.021331,0.024761,-0.264859,0.433804,-0.046358
6305,52.541667,-0.002997,1.021327,0.024759,-0.25656,0.430404,-0.043641
6306,52.55,-0.002999,1.02132,0.024761,-0.248126,0.426525,-0.040831
6307,52.558333,-0.00299,1.021311,0.024761,-0.239317,0.42307,-0.037917
6308,52.566667,-0.002992,1.0213,0.024766,-0.230292,0.419191,-0.035091
6309,52.575,-0.002983,1.021299,0.024771,-0.220939,0.415589,-0.032081
6310,52.583333,-0.002941,1.021272,0.024829,-0.212581,0.41355,-0.029205
6311,52.591667,-0.002983,1.021292,0.024775,-0.201691,0.408527,-0.025847
6312,52.6,-0.002973,1.021287,0.024778,-0.191296,0.400744,-0.022883
6313,52.608333,-0.002893,1.021236,0.024787,-0.181246,0.402224,-0.019257
6314,52.616667,-0.002881,1.021227,0.024789,-0.170454,0.394812,-0.016253
6315,52.625,-0.002876,1.021218,0.024788,-0.159985,0.396397,-0.012567
6316,52.633333,-0.002895,1.021238,0.024826,-0.148947,0.393866,-0.008936
6317,52.641667,-0.002855,1.021217,0.024789,-0.137534,0.386653,-0.005955
6318,52.65,-0.00284,1.021209,0.024792,-0.126315,0.38447,-0.002418
6319,52.658333,-0.002836,1.021206,0.024789,-0.114668,0.382078,0.001055
6320,52.666667,-0.002824,1.021199,0.024785,-0.104812,0.386911,0.005272
6321,52.675,-0.002736,1.021228,0.024857,-0.0929,0.385308,0.009012
6322,52.683333,-0.002803,1.021197,0.024787,-0.079679,0.377406,0.01195
6323,52.691667,-0.002787,1.021197,0.024788,-0.067736,0.376173,0.015592
6324,52.7,-0.002704,1.021216,0.024851,-0.054773,0.377803,0.017339
6325,52.708333,-0.002689,1.021215,0.024853,-0.044261,0.379425,0.024178
6326,52.716667,-0.002676,1.021218,0.024853,-0.032177,0.378843,0.027959
6327,52.725,-0.002614,1.021179,0.024873,-0.020032,0.378906,0.031851
6328,52.733333,-0.002643,1.021223,0.02485,-0.008134,0.377958,0.035619
6329,52.741667,-0.002581,1.021174,0.024872,0.004047,0.379091,0.039372
6330,52.75,-0.002566,1.02118,0.024875,0.016086,0.379565,0.043252
6331,52.758333,-0.002548,1.021181,0.024867,0.028002,0.380217,0.046848
6332,52.766667,-0.002458,1.021197,0.02493,0.040018,0.381364,0.050613
6333,52.775,-0.002446,1.0212,0.02493,0.051848,0.382549,0.054234
6334,52.783333,-0.002496,1.021188,0.024863,0.063632,0.383915,0.05797
6335,52.791667,-0.002408,1.021204,0.024922,0.075194,0.3854,0.061441
6336,52.8,-0.002401,1.021202,0.024919,0.08669,0.387418,0.064953
6337,52.808333,-0.002378,1.021209,0.024916,0.099192,0.388185,0.068057
6338,52.816667,-0.002375,1.021212,0.024914,0.109286,0.391786,0.072019
6339,52.825,-0.002367,1.021223,0.024915,0.118231,0.396345,0.075466
6340,52.833333,-0.00235,1.021224,0.024904,0.131239,0.393374,0.077459
6341,52.841667,-0.002344,1.021226,0.024903,0.1426,0.398439,0.081321
6342,52.85,-0.002328,1.021226,0.024898,0.151992,0.402569,0.085151
6343,52.858333,-0.002323,1.021235,0.024897,0.163219,0.404363,0.087565
6344,52.866667,-0.002309,1.021242,0.024894,0.173144,0.407718,0.09077
6345,52.875,-0.002304,1.021245,0.024894,0.182099,0.408841,0.092638
6346,52.883333,-0.002297,1.021252,0.024891,0.192083,0.414373,0.096594
6347,52.891667,-0.00229,1.021264,0.024889,0.201326,0.417727,0.098989
6348,52.9,-0.002286,1.021263,0.024886,0.210184,0.421298,0.10185
6349,52.908333,-0.002272,1.021269,0.02488,0.21873,0.424725,0.104364
6350,52.916667,-0.002272,1.021279,0.024885,0.227126,0.428541,0.106876
6351,52.925,-0.002257,1.021282,0.024876,0.234979,0.432003,0.10931
6352,52.933333,-0.00226,1.021286,0.024879,0.24273,0.435583,0.111643
6353,52.941667,-0.002254,1.021296,0.024874,0.250124,0.439186,0.113679
6354,52.95,-0.002237,1.021298,0.024869,0.257136,0.442646,0.115763
6355,52.958333,-0.002238,1.021309,0.02486,0.263924,0.446605,0.11798
6356,52.966667,-0.002243,1.021306,0.024873,0.270353,0.449913,0.119743
6357,52.975,-0.002239,1.021308,0.024874,0.276609,0.453286,0.121406
6358,52.983333,-0.002237,1.02132,0.024873,0.282421,0.456657,0.123439
6359,52.991667,-0.002242,1.021322,0.024865,0.288046,0.459968,0.125063
6360,53,-0.002226,1.021333,0.024865,0.29366,0.462869,0.12574
6361,53.008333,-0.002268,1.021378,0.024841,0.298665,0.465941,0.127097
6362,53.016667,-0.002229,1.02135,0.02486,0.302988,0.468933,0.128582
6363,53.025,-0.002262,1.02137,0.024801,0.307501,0.471641,0.129887
6364,53.033333,-0.00222,1.021354,0.02486,0.311438,0.473953,0.130813
6365,53.041667,-0.002222,1.021356,0.024856,0.314916,0.476498,0.131931
6366,53.05,-0.00222,1.021359,0.024856,0.318484,0.478471,0.132734
6367,53.058333,-0.002298,1.021429,0.024776,0.321097,0.480722,0.133733
6368,53.066667,-0.002251,1.021396,0.024798,0.323965,0.482349,0.13447
6369,53.075,-0.00229,1.021433,0.024772,0.326504,0.484117,0.134877
6370,53.083333,-0.002291,1.021436,0.024768,0.328415,0.485857,0.135554
6371,53.091667,-0.002265,1.021418,0.024828,0.330064,0.486933,0.135929
6372,53.1,-0.002292,1.021443,0.024779,0.331572,0.48763,0.136293
6373,53.108333,-0.002293,1.021442,0.024777,0.332733,0.488477,0.136412
6374,53.116667,-0.002259,1.021412,0.024828,0.334271,0.488712,0.13604
6375,53.125,-0.002294,1.021436,0.024771,0.334618,0.488935,0.136014
6376,53.133333,-0.002292,1.021441,0.024771,0.334785,0.489022,0.135903
6377,53.141667,-0.002247,1.021508,0.024774,0.334599,0.488916,0.13589
6378,53.15,-0.002245,1.021506,0.024783,0.334121,0.488551,0.13568
6379,53.158333,-0.002257,1.02142,0.024826,0.33337,0.488031,0.135032
6380,53.166667,-0.002252,1.021411,0.024825,0.331606,0.487574,0.135088
6381,53.175,-0.002291,1.021437,0.024776,0.329955,0.486211,0.134249
6382,53.183333,-0.002241,1.021503,0.024784,0.32852,0.485331,0.133889
6383,53.191667,-0.002295,1.021433,0.024774,0.326448,0.483544,0.132931
6384,53.2,-0.002209,1.021463,0.024835,0.324024,0.482236,0.132284
6385,53.208333,-0.00225,1.021394,0.024801,0.321195,0.480244,0.131355
6386,53.216667,-0.002263,1.021398,0.024836,0.318384,0.478261,0.130398
6387,53.225,-0.002217,1.021369,0.024857,0.314937,0.476251,0.129194
6388,53.233333,-0.002217,1.021356,0.024856,0.311269,0.47342,0.127581
6389,53.241667,-0.002212,1.021347,0.024856,0.307239,0.470822,0.126627
6390,53.25,-0.002246,1.021378,0.024804,0.303383,0.468312,0.125033
6391,53.258333,-0.002219,1.021342,0.024862,0.298531,0.465481,0.123658
6392,53.266667,-0.002216,1.021344,0.02486,0.293585,0.462276,0.121794
6393,53.275,-0.002254,1.021364,0.024805,0.287931,0.459287,0.120875
6394,53.283333,-0.002262,1.021369,0.024829,0.282635,0.455925,0.118973
6395,53.291667,-0.002223,1.021327,0.024868,0.275726,0.453735,0.117976
6396,53.3,-0.002229,1.021324,0.024873,0.270596,0.449148,0.115086
6397,53.308333,-0.002231,1.02131,0.024866,0.263943,0.445664,0.113098
6398,53.316667,-0.002225,1.021309,0.024868,0.257162,0.442117,0.110917
6399,53.325,-0.002239,1.021303,0.024873,0.250119,0.438682,0.108495
6400,53.333333,-0.002235,1.0213,0.024875,0.242846,0.434781,0.106013
6401,53.341667,-0.002244,1.021287,0.024875,0.234967,0.431315,0.103636
6402,53.35,-0.00225,1.021285,0.024876,0.227141,0.427809,0.101237
6403,53.358333,-0.002258,1.021274,0.024873,0.218813,0.424054,0.098446
6404,53.366667,-0.002261,1.021272,0.024877,0.210313,0.420592,0.095638
6405,53.375,-0.002271,1.021268,0.024883,0.200513,0.418266,0.093729
6406,53.383333,-0.002274,1.021267,0.024884,0.192407,0.41355,0.089977
6407,53.391667,-0.00228,1.021252,0.024882,0.183089,0.410168,0.087231
6408,53.4,-0.002287,1.021247,0.024888,0.17233,0.408261,0.084742
6409,53.408333,-0.002295,1.021242,0.024888,0.163443,0.403734,0.080962
6410,53.416667,-0.002306,1.021239,0.024886,0.152344,0.401933,0.078367
6411,53.425,-0.002316,1.02123,0.024893,0.141983,0.398944,0.075068
6412,53.433333,-0.002326,1.021237,0.024903,0.132385,0.395067,0.071104
6413,53.441667,-0.002339,1.02122,0.024899,0.121482,0.389462,0.066296
6414,53.45,-0.002345,1.021218,0.024899,0.109755,0.391468,0.065054
6415,53.458333,-0.002357,1.021214,0.024901,0.098641,0.389108,0.061564
6416,53.466667,-0.002374,1.021209,0.024913,0.085147,0.389206,0.057989
6417,53.475,-0.002449,1.021192,0.024838,0.075997,0.385124,0.054468
6418,53.483333,-0.002396,1.021204,0.024913,0.06437,0.383976,0.050949
6419,53.491667,-0.002411,1.021194,0.024914,0.052677,0.382452,0.047281
6420,53.5,-0.002422,1.021191,0.024911,0.040989,0.381194,0.043623
6421,53.508333,-0.002437,1.021195,0.02492,0.029122,0.379981,0.039854
6422,53.516667,-0.002524,1.021171,0.024852,0.017826,0.374893,0.034545
6423,53.525,-0.002539,1.021178,0.024854,0.005355,0.378755,0.032484
6424,53.533333,-0.002549,1.021179,0.024859,-0.007998,0.380408,0.028802
6425,53.541667,-0.002569,1.021176,0.024857,-0.018586,0.378554,0.025156
6426,53.55,-0.002623,1.021216,0.024844,-0.030429,0.379135,0.021626
6427,53.558333,-0.002599,1.021174,0.024866,-0.041944,0.37453,0.016486
6428,53.566667,-0.00266,1.021226,0.024841,-0.054255,0.380174,0.014308
6429,53.575,-0.002675,1.021223,0.024842,-0.066077,0.3812,0.010691
6430,53.583333,-0.002686,1.021223,0.02485,-0.077904,0.381825,0.006924
6431,53.591667,-0.002777,1.0212,0.024782,-0.089296,0.379065,0.002601
6432,53.6,-0.002792,1.021206,0.024776,-0.100751,0.380324,-0.000979
6433,53.608333,-0.00281,1.021209,0.024783,-0.112519,0.38683,-0.003466
6434,53.616667,-0.002822,1.021214,0.024782,-0.122997,0.387296,-0.009915
6435,53.625,-0.002827,1.021217,0.024774,-0.135117,0.390956,-0.01038
6436,53.633333,-0.002847,1.021221,0.024781,-0.145644,0.388749,-0.014247
6437,53.641667,-0.002857,1.021215,0.024778,-0.156431,0.391318,-0.017544
6438,53.65,-0.00286,1.021228,0.02478,-0.167387,0.398678,-0.020074
6439,53.658333,-0.002869,1.021229,0.024784,-0.177575,0.397184,-0.023682
6440,53.666667,-0.002918,1.021262,0.024723,-0.187705,0.400211,-0.026666
6441,53.675,-0.002885,1.021239,0.024785,-0.197952,0.407962,-0.029218
6442,53.683333,-0.002935,1.021269,0.024721,-0.207597,0.411216,-0.032176
6443,53.691667,-0.002974,1.021303,0.024759,-0.216774,0.409843,-0.03538
6444,53.7,-0.002966,1.021311,0.024757,-0.226325,0.417832,-0.037679
6445,53.708333,-0.002983,1.021306,0.024757,-0.235295,0.421251,-0.040324
6446,53.716667,-0.002978,1.02131,0.024755,-0.244944,0.426497,-0.04316
6447,53.725,-0.002988,1.021319,0.02476,-0.252134,0.428384,-0.04524
6448,53.733333,-0.002988,1.021327,0.024756,-0.260366,0.432239,-0.047718
6449,53.741667,-0.002989,1.021336,0.024749,-0.269461,0.437613,-0.050267
6450,53.75,-0.002997,1.02133,0.024748,-0.275699,0.439313,-0.052181
6451,53.758333,-0.002996,1.021341,0.024754,-0.282836,0.442918,-0.054327
6452,53.766667,-0.002997,1.021347,0.024754,-0.289685,0.446487,-0.056327
6453,53.775,-0.003002,1.021358,0.024755,-0.295685,0.448635,-0.059298
6454,53.783333,-0.002992,1.021358,0.024752,-0.302577,0.453469,-0.060112
6455,53.791667,-0.002998,1.021364,0.02475,-0.308626,0.45653,-0.061761
6456,53.8,-0.002997,1.021374,0.024748,-0.314185,0.459817,-0.063371
