Format Version,1.21,Take Name,Run_4_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.48.42 AM,Total Frames in Take,6333,Total Exported Frames,6333,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104,Unlabeled:107,Unlabeled:107,Unlabeled:107
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E35706B","8392B20CF49E35706B","8392B20CF49E35706B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1057,8.808333,,,,-0.018032,1.024987,0.021786,1.864849,0.018057,0.351930,-0.347790,0.548817,0.235791,,,,,,
1058,8.816667,,,,-0.018021,1.024992,0.021789,1.864850,0.018050,0.351928,-0.337439,0.546889,0.246459,,,,,,
1059,8.825000,,,,-0.018001,1.024996,0.021787,1.864842,0.018069,0.351934,-0.326756,0.544972,0.256790,,,,,,
1060,8.833333,,,,-0.018007,1.024994,0.021790,1.864900,0.018028,0.351913,-0.315624,0.543124,0.266867,,,,,,
1061,8.841667,,,,-0.018027,1.024992,0.021796,1.864878,0.018049,0.351925,-0.303982,0.541198,0.276500,,,,,,
1062,8.850000,,,,-0.018056,1.024980,0.021803,1.864923,0.018011,0.351907,-0.291917,0.539420,0.285794,,,,,,
1063,8.858333,,,,-0.018086,1.024971,0.021823,1.864940,0.017992,0.351897,-0.279503,0.537725,0.294727,,,,,,
1064,8.866667,,,,-0.018164,1.024911,0.021792,1.864927,0.018027,0.351908,-0.266594,0.536364,0.303123,,,,,,
1065,8.875000,,,,-0.018126,1.024963,0.021834,1.864891,0.018040,0.351920,-0.253576,0.534800,0.311006,,,,,,
1066,8.883333,,,,-0.018129,1.024945,0.021835,1.864778,0.018099,0.351952,-0.240022,0.533330,0.318532,,,,,,
1067,8.891667,,,,-0.018186,1.024891,0.021803,1.864946,0.017997,0.351897,-0.226254,0.532020,0.325563,,,,,,
1068,8.900000,,,,-0.018110,1.024949,0.021838,1.864922,0.018022,0.351909,-0.212179,0.530611,0.332163,,,,,,
1069,8.908333,,,,-0.018165,1.024892,0.021795,1.864925,0.018033,0.351913,-0.197860,0.529643,0.338277,,,,,,
1070,8.916667,,,,-0.018145,1.024903,0.021798,1.864893,0.018026,0.351916,-0.183275,0.528552,0.343944,,,,,,
1071,8.925000,,,,-0.018113,1.024916,0.021781,1.864938,0.018008,0.351904,-0.168540,0.527480,0.348830,,,,,,
1072,8.933333,,,,-0.018029,1.024976,0.021811,1.864898,0.018042,0.351918,-0.153538,0.526553,0.353366,,,,,,
1073,8.941667,,,,-0.017947,1.024936,0.021775,1.864981,0.017991,0.351891,-0.138536,0.525659,0.357358,,,,,,
1074,8.950000,,,,-0.017930,1.024944,0.021770,1.864873,0.018051,0.351924,-0.123135,0.524714,0.360724,,,,,,
1075,8.958333,,,,-0.017931,1.024952,0.021768,1.864890,0.018044,0.351919,-0.107887,0.524041,0.363649,,,,,,
1076,8.966667,,,,-0.017999,1.024890,0.021736,1.864925,0.018023,0.351909,-0.092463,0.523437,0.366039,,,,,,
1077,8.975000,,,,-0.018062,1.024937,0.021757,1.864977,0.017992,0.351889,-0.076878,0.522886,0.367965,,,,,,
1078,8.983333,,,,-0.018029,1.024985,0.021795,1.864897,0.018032,0.351916,-0.061401,0.522397,0.369288,,,,,,
1079,8.991667,,,,-0.018091,1.024926,0.021766,1.864965,0.017987,0.351891,-0.045629,0.522086,0.370114,,,,,,
1080,9.000000,,,,-0.018105,1.024920,0.021774,1.864899,0.018028,0.351915,-0.030080,0.521998,0.370250,,,,,,
1081,9.008333,,,,-0.018060,1.024967,0.021817,1.864791,0.018096,0.351951,-0.014549,0.521886,0.369805,,,,,,
1082,9.016667,,,,-0.018079,1.024948,0.021815,1.864855,0.018058,0.351930,0.001023,0.521799,0.368986,,,,,,
1083,9.025000,,,,-0.018142,1.024899,0.021784,1.864998,0.017991,0.351888,0.016444,0.522035,0.367572,,,,,,
1084,9.033333,,,,-0.018139,1.024898,0.021787,1.864866,0.018038,0.351921,0.031884,0.522237,0.365625,,,,,,
1085,9.041667,,,,-0.018058,1.024955,0.021821,1.864779,0.018106,0.351952,0.046982,0.522515,0.363093,,,,,,
1086,9.050000,,,,-0.018032,1.024961,0.021813,1.864946,0.018003,0.351900,0.061975,0.522940,0.360014,,,,,,
1087,9.058333,,,,-0.017952,1.024922,0.021779,1.864874,0.018065,0.351929,0.076977,0.523524,0.356614,,,,,,
1088,9.066667,,,,-0.017933,1.024930,0.021776,1.864868,0.018036,0.351922,0.091713,0.524053,0.352494,,,,,,
1089,9.075000,,,,-0.017912,1.024936,0.021758,1.864934,0.018019,0.351907,0.106161,0.524889,0.347964,,,,,,
1090,9.083333,,,,-0.017904,1.024949,0.021757,1.864874,0.018051,0.351926,0.120448,0.525540,0.342937,,,,,,
1091,9.091667,,,,-0.017898,1.024950,0.021742,1.864864,0.018064,0.351929,0.134380,0.526219,0.337398,,,,,,
1092,9.100000,,,,-0.017888,1.024954,0.021742,1.864885,0.018042,0.351922,0.147540,0.526936,0.331281,,,,,,
1093,9.108333,,,,-0.017884,1.024950,0.021738,1.864851,0.018053,0.351929,0.161302,0.527887,0.324878,,,,,,
1094,9.116667,,,,-0.017910,1.024954,0.021748,1.864840,0.018045,0.351931,0.174811,0.529027,0.317825,,,,,,
1095,9.125000,,,,-0.017926,1.024950,0.021751,1.864902,0.018023,0.351911,0.187474,0.529895,0.310452,,,,,,
1096,9.133333,,,,-0.018001,1.024983,0.021779,1.864992,0.017960,0.351882,0.200008,0.530921,0.302699,,,,,,
1097,9.141667,,,,-0.018012,1.024976,0.021776,1.864924,0.018008,0.351904,0.212087,0.531968,0.294521,,,,,,
1098,9.150000,,,,-0.018026,1.024978,0.021783,1.864959,0.017993,0.351893,0.223789,0.533101,0.285956,,,,,,
1099,9.158333,,,,-0.018009,1.024977,0.021775,1.864809,0.018074,0.351941,0.235139,0.534322,0.276891,,,,,,
1100,9.166667,,,,-0.017990,1.024976,0.021776,1.864905,0.018005,0.351905,0.246019,0.535395,0.267632,,,,,,
1101,9.175000,,,,-0.017990,1.024981,0.021784,1.864896,0.018016,0.351908,0.256622,0.536557,0.258042,,,,,,
1102,9.183333,,,,-0.017919,1.024937,0.021751,1.864895,0.018024,0.351914,0.266674,0.537751,0.248075,,,,,,
1103,9.191667,,,,-0.017954,1.024989,0.021774,1.865017,0.017966,0.351881,0.276220,0.538872,0.237812,,,,,,
1104,9.200000,,,,-0.017887,1.024955,0.021752,1.864966,0.018001,0.351897,0.285378,0.540045,0.227164,,,,,,
1105,9.208333,,,,-0.017861,1.024969,0.021749,1.865013,0.017976,0.351882,0.294117,0.541025,0.216383,,,,,,
1106,9.216667,,,,-0.017849,1.024972,0.021741,1.864879,0.018042,0.351921,0.302490,0.542301,0.205520,,,,,,
1107,9.225000,,,,-0.017837,1.024970,0.021741,1.864984,0.017996,0.351891,0.310162,0.543408,0.194241,,,,,,
1108,9.233333,,,,-0.017834,1.024971,0.021739,1.864886,0.018049,0.351919,0.317443,0.544445,0.182637,,,,,,
1109,9.241667,,,,-0.017840,1.024977,0.021747,1.864939,0.018005,0.351901,0.324167,0.545455,0.170928,,,,,,
1110,9.250000,,,,-0.017862,1.024983,0.021749,1.864912,0.018035,0.351912,0.330478,0.546569,0.159042,,,,,,
1111,9.258333,,,,-0.017929,1.025018,0.021777,1.864838,0.018067,0.351934,0.336341,0.547555,0.146964,,,,,,
1112,9.266667,,,,-0.017889,1.024976,0.021760,1.864867,0.018021,0.351917,0.341504,0.548564,0.134631,,,,,,
1113,9.275000,,,,-0.017950,1.025021,0.021786,1.864860,0.018040,0.351926,0.346275,0.549434,0.122198,,,,,,
1114,9.283333,,,,-0.017961,1.025020,0.021793,1.864973,0.017991,0.351894,0.350566,0.550212,0.109683,,,,,,
1115,9.291667,,,,-0.017915,1.024972,0.021782,1.864935,0.018022,0.351908,0.354268,0.551028,0.097154,,,,,,
1116,9.300000,,,,-0.017961,1.025019,0.021801,1.864971,0.018000,0.351896,0.357351,0.551550,0.084474,,,,,,
1117,9.308333,,,,-0.017949,1.025021,0.021796,1.864872,0.018052,0.351926,0.360149,0.552316,0.071780,,,,,,
1118,9.316667,,,,-0.017938,1.025030,0.021802,1.864976,0.017984,0.351888,0.362169,0.552804,0.058952,,,,,,
1119,9.325000,,,,-0.017871,1.024989,0.021780,1.864917,0.018016,0.351911,0.363847,0.553117,0.046174,,,,,,
1120,9.333333,,,,-0.017847,1.024981,0.021775,1.864889,0.018046,0.351920,0.365064,0.553597,0.033365,,,,,,
1121,9.341667,,,,-0.017837,1.024982,0.021769,1.864963,0.017980,0.351891,0.365749,0.553824,0.020658,,,,,,
1122,9.350000,,,,-0.017831,1.024990,0.021775,1.864978,0.017989,0.351889,0.365738,0.554004,0.007842,,,,,,
1123,9.358333,,,,-0.017832,1.024993,0.021775,1.864938,0.018006,0.351903,0.365408,0.553951,-0.004950,,,,,,
1124,9.366667,,,,-0.017843,1.024995,0.021775,1.864898,0.018028,0.351915,0.364500,0.554027,-0.017497,,,,,,
1125,9.375000,,,,-0.017849,1.024994,0.021778,1.864906,0.018026,0.351913,0.363022,0.554087,-0.030004,,,,,,
1126,9.383333,,,,-0.017864,1.024991,0.021784,1.864813,0.018095,0.351945,0.361024,0.553877,-0.042605,,,,,,
1127,9.391667,,,,-0.017888,1.024991,0.021787,1.864868,0.018063,0.351928,0.358576,0.553676,-0.054862,,,,,,
1128,9.400000,,,,-0.017959,1.025028,0.021811,1.864889,0.018028,0.351916,0.355709,0.553458,-0.067133,,,,,,
1129,9.408333,,,,-0.017984,1.025029,0.021815,1.864898,0.018028,0.351915,0.352219,0.553113,-0.079256,,,,,,
1130,9.416667,,,,-0.017995,1.025027,0.021818,1.864768,0.018117,0.351959,0.348303,0.552564,-0.091188,,,,,,
1131,9.425000,,,,-0.018007,1.025029,0.021816,1.864914,0.018041,0.351915,0.343836,0.551919,-0.103045,,,,,,
1132,9.433333,,,,-0.018000,1.025020,0.021818,1.864799,0.018094,0.351946,0.339005,0.551481,-0.114569,,,,,,
1133,9.441667,,,,-0.017993,1.025024,0.021824,1.864980,0.017991,0.351892,0.333766,0.550706,-0.125903,,,,,,
1134,9.450000,,,,-0.017982,1.025029,0.021817,1.864890,0.018022,0.351916,0.327828,0.549792,-0.137232,,,,,,
1135,9.458333,,,,-0.017920,1.024983,0.021803,1.864865,0.018055,0.351926,0.321510,0.549021,-0.148140,,,,,,
1136,9.466667,,,,-0.017920,1.024979,0.021800,1.864906,0.018025,0.351914,0.314770,0.547809,-0.158915,,,,,,
1137,9.475000,,,,-0.017898,1.024987,0.021796,1.864984,0.017996,0.351889,0.307771,0.546832,-0.169299,,,,,,
1138,9.483333,,,,-0.017896,1.024987,0.021796,1.864882,0.018041,0.351922,0.300127,0.545717,-0.179577,,,,,,
1139,9.491667,,,,-0.017892,1.024988,0.021797,1.864921,0.018033,0.351913,0.292019,0.544480,-0.189481,,,,,,
1140,9.500000,,,,-0.017908,1.025002,0.021757,1.864867,0.018044,0.351924,0.283588,0.543230,-0.199069,,,,,,
1141,9.508333,,,,-0.017898,1.024984,0.021802,1.864852,0.018061,0.351932,0.274692,0.541783,-0.208415,,,,,,
1142,9.516667,,,,-0.017930,1.024997,0.021768,1.864931,0.018019,0.351906,0.265501,0.540481,-0.217393,,,,,,
1143,9.525000,,,,-0.017980,1.025020,0.021823,1.864785,0.018102,0.351951,0.255913,0.539132,-0.225963,,,,,,
1144,9.533333,,,,-0.017995,1.025019,0.021832,1.864910,0.018030,0.351914,0.246010,0.537697,-0.234033,,,,,,
1145,9.541667,,,,-0.018002,1.025019,0.021829,1.864965,0.017984,0.351894,0.235586,0.536159,-0.242178,,,,,,
1146,9.550000,,,,-0.018019,1.025013,0.021833,1.864919,0.018017,0.351908,0.224996,0.534702,-0.249548,,,,,,
1147,9.558333,,,,-0.018019,1.025017,0.021829,1.864976,0.017984,0.351888,0.213772,0.533251,-0.256519,,,,,,
1148,9.566667,,,,-0.018043,1.025033,0.021795,1.864899,0.018047,0.351920,0.202364,0.531654,-0.263343,,,,,,
1149,9.575000,,,,-0.018037,1.025023,0.021791,1.865015,0.017990,0.351885,0.190659,0.529959,-0.269695,,,,,,
1150,9.583333,,,,-0.018024,1.025034,0.021794,1.864960,0.018000,0.351897,0.179004,0.528525,-0.275599,,,,,,
1151,9.591667,,,,-0.017997,1.025019,0.021831,1.864979,0.017982,0.351890,0.166796,0.526703,-0.281110,,,,,,
1152,9.600000,,,,-0.017981,1.025017,0.021822,1.864887,0.018035,0.351918,0.154252,0.525107,-0.286187,,,,,,
1153,9.608333,,,,-0.017925,1.024981,0.021805,1.864963,0.018007,0.351898,0.141941,0.523827,-0.290420,,,,,,
1154,9.616667,,,,-0.017916,1.024984,0.021808,1.864973,0.018006,0.351894,0.129093,0.522078,-0.294702,,,,,,
1155,9.625000,,,,-0.017917,1.024979,0.021805,1.864959,0.018004,0.351902,0.115940,0.520572,-0.298377,,,,,,
1156,9.633333,,,,-0.017908,1.024980,0.021803,1.865021,0.017967,0.351880,0.102981,0.518984,-0.301509,,,,,,
1157,9.641667,,,,-0.017941,1.024989,0.021767,1.864863,0.018066,0.351929,0.089548,0.517312,-0.304317,,,,,,
1158,9.650000,,,,-0.017944,1.024974,0.021813,1.864841,0.018069,0.351935,0.076064,0.515964,-0.306422,,,,,,
1159,9.658333,,,,-0.018004,1.025016,0.021828,1.864982,0.017988,0.351890,0.062372,0.514406,-0.308232,,,,,,
1160,9.666667,,,,-0.017969,1.024971,0.021815,1.864865,0.018049,0.351925,0.048398,0.513145,-0.309587,,,,,,
1161,9.675000,,,,-0.018035,1.025011,0.021829,1.865064,0.017934,0.351862,0.034612,0.511711,-0.310274,,,,,,
1162,9.683333,,,,-0.018046,1.025018,0.021826,1.864919,0.018026,0.351909,0.020632,0.510476,-0.310518,,,,,,
1163,9.691667,,,,-0.018071,1.025030,0.021785,1.864874,0.018059,0.351926,0.006642,0.509239,-0.310187,,,,,,
1164,9.700000,,,,-0.018061,1.025016,0.021818,1.864920,0.018017,0.351908,-0.007343,0.507895,-0.309571,,,,,,
1165,9.708333,,,,-0.018068,1.025024,0.021783,1.864968,0.017983,0.351893,-0.021449,0.506850,-0.308436,,,,,,
1166,9.716667,,,,-0.018041,1.025020,0.021815,1.864928,0.018023,0.351906,-0.035370,0.505687,-0.306496,,,,,,
1167,9.725000,,,,-0.018045,1.025041,0.021768,1.864927,0.018023,0.351908,-0.049389,0.504738,-0.304340,,,,,,
1168,9.733333,,,,-0.018037,1.025043,0.021766,1.864857,0.018064,0.351931,-0.063297,0.503859,-0.301604,,,,,,
1169,9.741667,,,,-0.018021,1.025040,0.021769,1.864990,0.017996,0.351891,-0.077030,0.502946,-0.298319,,,,,,
1170,9.750000,,,,-0.018000,1.025032,0.021806,1.864817,0.018077,0.351942,-0.090918,0.502245,-0.294563,,,,,,
1171,9.758333,,,,-0.018011,1.025039,0.021762,1.864951,0.018008,0.351899,-0.104519,0.501556,-0.290431,,,,,,
1172,9.766667,,,,-0.017999,1.025031,0.021802,1.864938,0.018008,0.351902,-0.118017,0.501135,-0.285915,,,,,,
1173,9.775000,,,,-0.017959,1.025004,0.021748,1.864834,0.018066,0.351935,-0.131245,0.500482,-0.280617,,,,,,
1174,9.783333,,,,-0.018010,1.025025,0.021807,1.864964,0.018001,0.351897,-0.144463,0.500269,-0.275047,,,,,,
1175,9.791667,,,,-0.018016,1.025023,0.021811,1.865003,0.017986,0.351887,-0.157295,0.499903,-0.268952,,,,,,
1176,9.800000,,,,-0.018031,1.025017,0.021803,1.864978,0.017971,0.351886,-0.170116,0.499768,-0.262547,,,,,,
1177,9.808333,,,,-0.018055,1.025033,0.021763,1.864922,0.018029,0.351911,-0.182599,0.499630,-0.255613,,,,,,
1178,9.816667,,,,-0.018044,1.025015,0.021800,1.864816,0.018080,0.351941,-0.194806,0.499615,-0.248265,,,,,,
1179,9.825000,,,,-0.018040,1.025011,0.021798,1.864971,0.017993,0.351892,-0.206757,0.499645,-0.240733,,,,,,
1180,9.833333,,,,-0.018064,1.025023,0.021752,1.864969,0.017988,0.351891,-0.218438,0.499690,-0.232425,,,,,,
1181,9.841667,,,,-0.018037,1.025012,0.021791,1.864887,0.018045,0.351921,-0.229716,0.500041,-0.223898,,,,,,
1182,9.850000,,,,-0.018035,1.025007,0.021784,1.865005,0.017967,0.351882,-0.240858,0.500183,-0.215096,,,,,,
1183,9.858333,,,,-0.018048,1.025033,0.021744,1.864890,0.018036,0.351920,-0.251541,0.500686,-0.205831,,,,,,
1184,9.866667,,,,-0.018032,1.025028,0.021737,1.864922,0.018013,0.351907,-0.261862,0.501157,-0.196298,,,,,,
1185,9.875000,,,,-0.018029,1.025035,0.021737,1.864916,0.018041,0.351912,-0.271779,0.501869,-0.186403,,,,,,
1186,9.883333,,,,-0.018005,1.025018,0.021766,1.864905,0.018034,0.351916,-0.281387,0.502480,-0.176055,,,,,,
1187,9.891667,,,,-0.018018,1.025031,0.021731,1.864883,0.018044,0.351921,-0.290598,0.503300,-0.165668,,,,,,
1188,9.900000,,,,-0.018020,1.025018,0.021731,1.865031,0.017953,0.351873,-0.299249,0.503939,-0.155035,,,,,,
1189,9.908333,,,,-0.018007,1.025005,0.021772,1.864973,0.017997,0.351893,-0.307745,0.504781,-0.143940,,,,,,
1190,9.916667,,,,-0.018034,1.025018,0.021739,1.864873,0.018056,0.351925,-0.315444,0.505649,-0.132712,,,,,,
1191,9.925000,,,,-0.018028,1.024999,0.021773,1.864877,0.018032,0.351919,-0.323025,0.506600,-0.121279,,,,,,
1192,9.933333,,,,-0.018038,1.024995,0.021778,1.864931,0.018032,0.351909,-0.330001,0.507696,-0.109632,,,,,,
1193,9.941667,,,,-0.018051,1.024990,0.021780,1.864930,0.018010,0.351907,-0.336672,0.508667,-0.097799,,,,,,
1194,9.950000,,,,-0.018074,1.025004,0.021738,1.864868,0.018036,0.351920,-0.342772,0.509749,-0.085757,,,,,,
1195,9.958333,,,,-0.018080,1.025002,0.021740,1.864878,0.018047,0.351924,-0.348325,0.510958,-0.073549,,,,,,
1196,9.966667,,,,-0.018068,1.024990,0.021784,1.864910,0.018034,0.351915,-0.353511,0.512048,-0.061369,,,,,,
1197,9.975000,,,,-0.018076,1.024997,0.021740,1.864925,0.018032,0.351911,-0.358220,0.513195,-0.048944,,,,,,
1198,9.983333,,,,-0.018120,1.024929,0.021743,1.864998,0.018000,0.351892,-0.362359,0.514440,-0.036432,,,,,,
1199,9.991667,,,,-0.018074,1.024995,0.021733,1.864942,0.018004,0.351900,-0.366157,0.515784,-0.024104,,,,,,
1200,10.000000,,,,-0.018065,1.024994,0.021726,1.864932,0.018015,0.351906,-0.369402,0.516952,-0.011423,,,,,,
1201,10.008333,,,,-0.018030,1.024990,0.021767,1.864983,0.017989,0.351892,-0.372035,0.518257,0.001340,,,,,,
1202,10.016667,,,,-0.018037,1.025004,0.021728,1.864913,0.018025,0.351913,-0.374291,0.519607,0.014005,,,,,,
1203,10.025000,,,,-0.018021,1.024982,0.021762,1.864920,0.018023,0.351909,-0.375971,0.520805,0.026687,,,,,,
1204,10.033333,,,,-0.018026,1.024984,0.021766,1.864912,0.018030,0.351912,-0.377348,0.521987,0.039282,,,,,,
1205,10.041667,,,,-0.018028,1.024980,0.021772,1.864918,0.018036,0.351913,-0.378193,0.523217,0.051909,,,,,,
1206,10.050000,,,,-0.018052,1.024993,0.021736,1.864962,0.017992,0.351893,-0.378386,0.524405,0.064364,,,,,,
1207,10.058333,,,,-0.018110,1.024940,0.021700,1.864943,0.018005,0.351900,-0.378274,0.525573,0.076935,,,,,,
1208,10.066667,,,,-0.018051,1.024978,0.021783,1.864943,0.018005,0.351900,-0.377580,0.526701,0.089265,,,,,,
1209,10.075000,,,,-0.018115,1.024925,0.021751,1.864908,0.018043,0.351918,-0.376443,0.527783,0.101689,,,,,,
1210,10.083333,,,,-0.018070,1.024976,0.021791,1.864904,0.018041,0.351919,-0.374922,0.528738,0.113722,,,,,,
1211,10.091667,,,,-0.018136,1.024919,0.021755,1.864852,0.018067,0.351934,-0.372806,0.529742,0.125877,,,,,,
1212,10.100000,,,,-0.018079,1.024976,0.021795,1.864944,0.017999,0.351899,-0.370362,0.530553,0.137748,,,,,,
1213,10.108333,,,,-0.018072,1.024981,0.021798,1.864908,0.018038,0.351917,-0.367315,0.531635,0.149489,,,,,,
1214,10.116667,,,,-0.018072,1.024975,0.021786,1.864894,0.018036,0.351918,-0.363940,0.532514,0.161166,,,,,,
1215,10.125000,,,,-0.018071,1.024982,0.021787,1.864899,0.018044,0.351920,-0.360076,0.533218,0.172400,,,,,,
1216,10.133333,,,,-0.018058,1.024987,0.021790,1.864933,0.018032,0.351910,-0.355638,0.533947,0.183654,,,,,,
1217,10.141667,,,,-0.018060,1.025000,0.021749,1.864971,0.017996,0.351894,-0.350912,0.534550,0.194614,,,,,,
1218,10.150000,,,,-0.018105,1.024940,0.021747,1.864877,0.018059,0.351926,-0.345661,0.535205,0.205240,,,,,,
1219,10.158333,,,,-0.018040,1.024993,0.021786,1.864913,0.018024,0.351911,-0.340143,0.535767,0.215572,,,,,,
1220,10.166667,,,,-0.018037,1.024990,0.021787,1.864940,0.018013,0.351903,-0.334380,0.536246,0.225855,,,,,,
1221,10.175000,,,,-0.018037,1.024995,0.021790,1.864897,0.018035,0.351916,-0.327964,0.536707,0.235879,,,,,,
1222,10.183333,,,,-0.018040,1.024995,0.021799,1.864930,0.018028,0.351908,-0.321156,0.536923,0.245451,,,,,,
1223,10.191667,,,,-0.018049,1.024983,0.021796,1.864989,0.018003,0.351894,-0.314063,0.537191,0.254893,,,,,,
1224,10.200000,,,,-0.018128,1.024929,0.021767,1.864849,0.018068,0.351933,-0.306576,0.537320,0.264005,,,,,,
1225,10.208333,,,,-0.018076,1.024970,0.021812,1.864946,0.018005,0.351900,-0.298727,0.537286,0.272753,,,,,,
1226,10.216667,,,,-0.018137,1.024918,0.021764,1.864958,0.017983,0.351890,-0.290676,0.537232,0.281046,,,,,,
1227,10.225000,,,,-0.018078,1.024976,0.021813,1.864916,0.018045,0.351918,-0.282215,0.537205,0.289168,,,,,,
1228,10.233333,,,,-0.018131,1.024918,0.021777,1.864947,0.018009,0.351900,-0.273296,0.536911,0.296918,,,,,,
1229,10.241667,,,,-0.018126,1.024920,0.021773,1.864895,0.018037,0.351916,-0.264197,0.536684,0.304222,,,,,,
1230,10.250000,,,,-0.018124,1.024924,0.021776,1.865048,0.017957,0.351868,-0.254670,0.536306,0.311380,,,,,,
1231,10.258333,,,,-0.018058,1.024980,0.021802,1.864842,0.018065,0.351934,-0.245090,0.535929,0.317785,,,,,,
1232,10.266667,,,,-0.018043,1.024979,0.021807,1.864889,0.018054,0.351924,-0.234954,0.535424,0.324136,,,,,,
1233,10.275000,,,,-0.018036,1.024983,0.021806,1.864863,0.018054,0.351929,-0.224752,0.534874,0.329879,,,,,,
1234,10.283333,,,,-0.018087,1.024928,0.021764,1.864832,0.018076,0.351939,-0.214314,0.534330,0.335439,,,,,,
1235,10.291667,,,,-0.018026,1.024981,0.021802,1.864839,0.018058,0.351933,-0.203579,0.533643,0.340417,,,,,,
1236,10.300000,,,,-0.018022,1.024983,0.021800,1.864904,0.018029,0.351913,-0.192521,0.532910,0.345016,,,,,,
1237,10.308333,,,,-0.018013,1.024990,0.021802,1.864917,0.018025,0.351911,-0.181322,0.532052,0.349240,,,,,,
1238,10.316667,,,,-0.018084,1.024934,0.021765,1.864941,0.018029,0.351908,-0.169870,0.531143,0.353087,,,,,,
1239,10.325000,,,,-0.018031,1.024988,0.021801,1.864924,0.018021,0.351909,-0.158389,0.530230,0.356321,,,,,,
1240,10.333333,,,,-0.018033,1.024983,0.021805,1.864933,0.018004,0.351903,-0.146819,0.529163,0.359175,,,,,,
1241,10.341667,,,,-0.018044,1.024979,0.021805,1.864825,0.018064,0.351936,-0.134776,0.528091,0.361548,,,,,,
1242,10.350000,,,,-0.018113,1.024926,0.021769,1.864899,0.018028,0.351915,-0.122845,0.526911,0.363419,,,,,,
1243,10.358333,,,,-0.018119,1.024919,0.021777,1.865008,0.017981,0.351886,-0.110713,0.525891,0.364997,,,,,,
1244,10.366667,,,,-0.018059,1.024971,0.021803,1.864885,0.018038,0.351919,-0.098553,0.524650,0.366055,,,,,,
1245,10.375000,,,,-0.018053,1.024967,0.021807,1.864906,0.018032,0.351915,-0.086148,0.523459,0.366720,,,,,,
1246,10.383333,,,,-0.018048,1.024972,0.021813,1.864963,0.017993,0.351892,-0.073717,0.522344,0.366799,,,,,,
1247,10.391667,,,,-0.018029,1.024981,0.021808,1.864902,0.018035,0.351916,-0.061257,0.521136,0.366581,,,,,,
1248,10.400000,,,,-0.018025,1.024982,0.021807,1.864963,0.018004,0.351895,-0.048773,0.519903,0.365734,,,,,,
1249,10.408333,,,,-0.018080,1.024932,0.021769,1.864910,0.018035,0.351913,-0.036325,0.518626,0.364433,,,,,,
1250,10.416667,,,,-0.018063,1.024928,0.021757,1.864900,0.018041,0.351919,-0.023798,0.517368,0.362649,,,,,,
1251,10.425000,,,,-0.018001,1.024986,0.021792,1.864895,0.018059,0.351924,-0.011228,0.516027,0.360483,,,,,,
1252,10.433333,,,,-0.017987,1.024986,0.021785,1.864914,0.018023,0.351911,0.001274,0.514870,0.357919,,,,,,
1253,10.441667,,,,-0.017995,1.024988,0.021786,1.864925,0.018026,0.351910,0.013647,0.513557,0.354777,,,,,,
1254,10.450000,,,,-0.017999,1.024984,0.021787,1.864866,0.018043,0.351924,0.025967,0.512408,0.351198,,,,,,
1255,10.458333,,,,-0.018001,1.024981,0.021783,1.864866,0.018059,0.351927,0.038230,0.511314,0.347143,,,,,,
1256,10.466667,,,,-0.018001,1.024976,0.021791,1.864941,0.018035,0.351911,0.050381,0.510163,0.342708,,,,,,
1257,10.475000,,,,-0.018007,1.024974,0.021798,1.865000,0.017976,0.351885,0.062388,0.509001,0.337722,,,,,,
1258,10.483333,,,,-0.018015,1.024977,0.021794,1.864885,0.018037,0.351920,0.074355,0.507834,0.332424,,,,,,
1259,10.491667,,,,-0.018015,1.024967,0.021793,1.864861,0.018064,0.351932,0.086131,0.506737,0.326573,,,,,,
1260,10.500000,,,,-0.018007,1.024970,0.021797,1.864982,0.017996,0.351892,0.097744,0.505721,0.320294,,,,,,
1261,10.508333,,,,-0.017996,1.024967,0.021793,1.864935,0.018030,0.351912,0.109060,0.504950,0.313625,,,,,,
1262,10.516667,,,,-0.017995,1.024970,0.021797,1.864910,0.018034,0.351912,0.120214,0.504024,0.306610,,,,,,
1263,10.525000,,,,-0.017989,1.024974,0.021787,1.864798,0.018108,0.351950,0.131238,0.502997,0.299093,,,,,,
1264,10.533333,,,,-0.017980,1.024979,0.021785,1.864947,0.017982,0.351892,0.141919,0.502409,0.291257,,,,,,
