Format Version,1.21,Take Name,Run_4_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.48.42 AM,Total Frames in Take,6333,Total Exported Frames,6333,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104,Unlabeled:107,Unlabeled:107,Unlabeled:107
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E35706B","8392B20CF49E35706B","8392B20CF49E35706B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3272,27.266667,,,,-0.017978,1.025013,0.021774,1.864861,0.018064,0.351932,0.107346,0.427369,0.014482,,,,,,
3273,27.275000,,,,-0.017923,1.024965,0.021750,1.864894,0.018049,0.351922,0.107438,0.427484,0.009478,,,,,,
3274,27.283333,,,,-0.017971,1.025021,0.021778,1.864917,0.018025,0.351911,0.107425,0.427549,0.004596,,,,,,
3275,27.291667,,,,-0.017975,1.025009,0.021774,1.864942,0.017997,0.351901,0.107209,0.427661,-0.000311,,,,,,
3276,27.300000,,,,-0.017998,1.025020,0.021741,1.864898,0.018030,0.351915,0.106894,0.427689,-0.005171,,,,,,
3277,27.308333,,,,-0.017933,1.024973,0.021762,1.864917,0.018017,0.351908,0.106344,0.427975,-0.010020,,,,,,
3278,27.316667,,,,-0.017981,1.025008,0.021776,1.864840,0.018073,0.351936,0.105721,0.427916,-0.014842,,,,,,
3279,27.325000,,,,-0.017981,1.025012,0.021780,1.864907,0.018037,0.351917,0.105052,0.428037,-0.019628,,,,,,
3280,27.333333,,,,-0.017973,1.025016,0.021770,1.864846,0.018086,0.351938,0.104091,0.428236,-0.024180,,,,,,
3281,27.341667,,,,-0.017978,1.025016,0.021776,1.864879,0.018047,0.351922,0.102989,0.428264,-0.028822,,,,,,
3282,27.350000,,,,-0.017979,1.025006,0.021776,1.864928,0.018018,0.351908,0.101887,0.428348,-0.033324,,,,,,
3283,27.358333,,,,-0.017972,1.025017,0.021773,1.864974,0.017976,0.351890,0.100539,0.428559,-0.037797,,,,,,
3284,27.366667,,,,-0.017974,1.025008,0.021770,1.864928,0.018022,0.351908,0.099036,0.428740,-0.042147,,,,,,
3285,27.375000,,,,-0.017979,1.025011,0.021779,1.864856,0.018064,0.351930,0.097472,0.428756,-0.046420,,,,,,
3286,27.383333,,,,-0.017931,1.024974,0.021761,1.864892,0.018044,0.351917,0.095686,0.428967,-0.050574,,,,,,
3287,27.391667,,,,-0.017978,1.025015,0.021774,1.864836,0.018084,0.351937,0.093766,0.429120,-0.054762,,,,,,
3288,27.400000,,,,-0.017989,1.025018,0.021781,1.864883,0.018038,0.351918,0.091746,0.429191,-0.058804,,,,,,
3289,27.408333,,,,-0.017936,1.024971,0.021755,1.864900,0.018042,0.351917,0.089586,0.429214,-0.062679,,,,,,
3290,27.416667,,,,-0.017935,1.024971,0.021761,1.864905,0.018031,0.351916,0.087384,0.429286,-0.066517,,,,,,
3291,27.425000,,,,-0.017985,1.025024,0.021783,1.864895,0.018038,0.351919,0.084966,0.429495,-0.070209,,,,,,
3292,27.433333,,,,-0.017991,1.025016,0.021779,1.864980,0.018025,0.351900,0.082556,0.429456,-0.073800,,,,,,
3293,27.441667,,,,-0.017997,1.025032,0.021735,1.865054,0.017953,0.351870,0.079850,0.429683,-0.077299,,,,,,
3294,27.450000,,,,-0.017934,1.024971,0.021759,1.864935,0.018022,0.351906,0.077249,0.429672,-0.080534,,,,,,
3295,27.458333,,,,-0.017983,1.025016,0.021779,1.864976,0.018006,0.351897,0.074435,0.429554,-0.083669,,,,,,
3296,27.466667,,,,-0.017981,1.025015,0.021778,1.864954,0.018025,0.351905,0.071457,0.429700,-0.086760,,,,,,
3297,27.475000,,,,-0.017986,1.025013,0.021776,1.864947,0.018018,0.351903,0.068379,0.429802,-0.089799,,,,,,
3298,27.483333,,,,-0.017983,1.025021,0.021782,1.864861,0.018056,0.351930,0.065288,0.429792,-0.092470,,,,,,
3299,27.491667,,,,-0.018001,1.025032,0.021741,1.864870,0.018063,0.351928,0.062021,0.429881,-0.095206,,,,,,
3300,27.500000,,,,-0.017983,1.025014,0.021787,1.864895,0.018037,0.351916,0.058775,0.429844,-0.097538,,,,,,
3301,27.508333,,,,-0.017980,1.025022,0.021781,1.864946,0.017985,0.351895,0.055374,0.429847,-0.099900,,,,,,
3302,27.516667,,,,-0.017986,1.025018,0.021782,1.864943,0.018010,0.351901,0.051872,0.429751,-0.102206,,,,,,
3303,27.525000,,,,-0.017987,1.025028,0.021787,1.864900,0.018016,0.351912,0.048231,0.429706,-0.104246,,,,,,
3304,27.533333,,,,-0.017976,1.025012,0.021782,1.864895,0.018036,0.351918,0.044674,0.429737,-0.106151,,,,,,
3305,27.541667,,,,-0.017981,1.025022,0.021785,1.864897,0.018033,0.351917,0.040910,0.429655,-0.107924,,,,,,
3306,27.550000,,,,-0.017985,1.025021,0.021782,1.864874,0.018051,0.351926,0.037110,0.429489,-0.109467,,,,,,
3307,27.558333,,,,-0.017985,1.025020,0.021784,1.864886,0.018050,0.351920,0.033293,0.429348,-0.110902,,,,,,
3308,27.566667,,,,-0.017984,1.025012,0.021779,1.865004,0.017974,0.351881,0.029516,0.429253,-0.112111,,,,,,
3309,27.575000,,,,-0.017978,1.025029,0.021785,1.864932,0.018021,0.351905,0.025458,0.429043,-0.113271,,,,,,
3310,27.583333,,,,-0.017985,1.025017,0.021782,1.864942,0.018019,0.351904,0.021327,0.429037,-0.114336,,,,,,
3311,27.591667,,,,-0.017992,1.025012,0.021783,1.864905,0.018009,0.351908,0.017370,0.428955,-0.114967,,,,,,
3312,27.600000,,,,-0.017985,1.025012,0.021783,1.864899,0.018043,0.351920,0.013299,0.428679,-0.115579,,,,,,
3313,27.608333,,,,-0.017943,1.024978,0.021762,1.864841,0.018071,0.351934,0.009117,0.428675,-0.115987,,,,,,
3314,27.616667,,,,-0.017985,1.025018,0.021784,1.864866,0.018059,0.351930,0.004918,0.428339,-0.116299,,,,,,
3315,27.625000,,,,-0.017982,1.025020,0.021777,1.864885,0.018038,0.351919,0.000759,0.428116,-0.116293,,,,,,
3316,27.633333,,,,-0.018006,1.025031,0.021737,1.864900,0.018046,0.351920,-0.003542,0.428074,-0.116385,,,,,,
3317,27.641667,,,,-0.017996,1.025016,0.021780,1.864889,0.018044,0.351921,-0.007695,0.427801,-0.116059,,,,,,
3318,27.650000,,,,-0.017992,1.025017,0.021779,1.864892,0.018038,0.351920,-0.011986,0.427598,-0.115653,,,,,,
3319,27.658333,,,,-0.017986,1.025014,0.021780,1.864884,0.018022,0.351916,-0.016318,0.427379,-0.115132,,,,,,
3320,27.666667,,,,-0.017993,1.025015,0.021782,1.864904,0.018031,0.351914,-0.020484,0.427159,-0.114273,,,,,,
3321,27.675000,,,,-0.017993,1.025020,0.021778,1.864870,0.018044,0.351922,-0.024843,0.426852,-0.113513,,,,,,
3322,27.683333,,,,-0.017992,1.025012,0.021772,1.864816,0.018077,0.351940,-0.029154,0.426670,-0.112538,,,,,,
3323,27.691667,,,,-0.017991,1.025012,0.021781,1.864889,0.018046,0.351921,-0.033365,0.426370,-0.111155,,,,,,
3324,27.700000,,,,-0.017985,1.025015,0.021777,1.864956,0.018010,0.351899,-0.037666,0.426130,-0.109700,,,,,,
3325,27.708333,,,,-0.018001,1.025028,0.021741,1.864898,0.018046,0.351917,-0.042005,0.426024,-0.108268,,,,,,
3326,27.716667,,,,-0.017994,1.025020,0.021779,1.864938,0.018013,0.351905,-0.046251,0.425790,-0.106594,,,,,,
3327,27.725000,,,,-0.017994,1.025014,0.021780,1.864989,0.018003,0.351894,-0.050465,0.425471,-0.104761,,,,,,
3328,27.733333,,,,-0.017997,1.025008,0.021773,1.864931,0.018015,0.351905,-0.054485,0.425253,-0.102680,,,,,,
3329,27.741667,,,,-0.017992,1.025012,0.021774,1.864904,0.018045,0.351916,-0.058521,0.424945,-0.100561,,,,,,
3330,27.750000,,,,-0.018005,1.025029,0.021736,1.864840,0.018083,0.351939,-0.062639,0.424715,-0.098280,,,,,,
3331,27.758333,,,,-0.017995,1.025013,0.021779,1.864938,0.018006,0.351903,-0.066663,0.424540,-0.095771,,,,,,
3332,27.766667,,,,-0.017999,1.025020,0.021779,1.864868,0.018061,0.351928,-0.070568,0.424329,-0.093292,,,,,,
3333,27.775000,,,,-0.017992,1.025012,0.021777,1.864839,0.018086,0.351937,-0.074504,0.424179,-0.090546,,,,,,
3334,27.783333,,,,-0.017991,1.025017,0.021778,1.864950,0.017996,0.351898,-0.078297,0.423871,-0.087555,,,,,,
3335,27.791667,,,,-0.017990,1.025015,0.021779,1.864925,0.018019,0.351908,-0.082135,0.423767,-0.084760,,,,,,
3336,27.800000,,,,-0.017991,1.025007,0.021776,1.864989,0.017995,0.351890,-0.085858,0.423612,-0.081572,,,,,,
3337,27.808333,,,,-0.017989,1.025017,0.021779,1.864912,0.018028,0.351913,-0.089486,0.423272,-0.078310,,,,,,
3338,27.816667,,,,-0.017992,1.025012,0.021776,1.864987,0.017981,0.351888,-0.093095,0.423078,-0.075141,,,,,,
3339,27.825000,,,,-0.017990,1.025007,0.021773,1.864911,0.018027,0.351912,-0.096572,0.423165,-0.071554,,,,,,
3340,27.833333,,,,-0.017994,1.025007,0.021773,1.865023,0.017960,0.351877,-0.099793,0.422946,-0.067924,,,,,,
3341,27.841667,,,,-0.017991,1.025006,0.021774,1.864865,0.018074,0.351932,-0.103330,0.422969,-0.064372,,,,,,
3342,27.850000,,,,-0.018009,1.025023,0.021735,1.864806,0.018085,0.351943,-0.106465,0.422801,-0.060577,,,,,,
3343,27.858333,,,,-0.017989,1.025010,0.021775,1.864922,0.018038,0.351913,-0.109490,0.422848,-0.056716,,,,,,
3344,27.866667,,,,-0.017996,1.025005,0.021770,1.864903,0.018015,0.351908,-0.112476,0.422579,-0.052710,,,,,,
3345,27.875000,,,,-0.017996,1.025008,0.021768,1.864996,0.017978,0.351885,-0.115377,0.422429,-0.048779,,,,,,
3346,27.883333,,,,-0.017993,1.025007,0.021763,1.864948,0.018017,0.351903,-0.118044,0.422530,-0.044660,,,,,,
3347,27.891667,,,,-0.018010,1.025026,0.021730,1.865026,0.017987,0.351883,-0.120794,0.422403,-0.040492,,,,,,
3348,27.900000,,,,-0.018010,1.025021,0.021735,1.864949,0.018025,0.351905,-0.123280,0.422558,-0.036058,,,,,,
3349,27.908333,,,,-0.017999,1.025007,0.021769,1.864909,0.018034,0.351917,-0.125672,0.422518,-0.031848,,,,,,
3350,27.916667,,,,-0.018015,1.025020,0.021732,1.864845,0.018051,0.351931,-0.127953,0.422558,-0.027409,,,,,,
3351,27.925000,,,,-0.017995,1.025014,0.021773,1.864965,0.018005,0.351897,-0.130170,0.422655,-0.023059,,,,,,
3352,27.933333,,,,-0.018001,1.025006,0.021773,1.864898,0.018025,0.351911,-0.132109,0.422699,-0.018405,,,,,,
3353,27.941667,,,,-0.018007,1.025007,0.021771,1.864858,0.018062,0.351930,-0.134086,0.422633,-0.013753,,,,,,
3354,27.950000,,,,-0.017995,1.025004,0.021769,1.864940,0.018033,0.351910,-0.135685,0.422748,-0.009118,,,,,,
3355,27.958333,,,,-0.018000,1.025004,0.021774,1.864947,0.018011,0.351902,-0.137318,0.422979,-0.004505,,,,,,
3356,27.966667,,,,-0.018007,1.025000,0.021772,1.864855,0.018074,0.351935,-0.138828,0.422800,0.000069,,,,,,
3357,27.975000,,,,-0.018013,1.025015,0.021732,1.864830,0.018074,0.351939,-0.140206,0.423095,0.004735,,,,,,
3358,27.983333,,,,-0.018007,1.025005,0.021769,1.864991,0.017994,0.351891,-0.141180,0.423238,0.009742,,,,,,
3359,27.991667,,,,-0.018003,1.025003,0.021772,1.864888,0.018044,0.351921,-0.142255,0.423380,0.014490,,,,,,
3360,28.000000,,,,-0.018005,1.025003,0.021780,1.864971,0.017998,0.351892,-0.143428,0.423479,0.019053,,,,,,
3361,28.008333,,,,-0.018002,1.024995,0.021773,1.864947,0.018001,0.351901,-0.143942,0.423658,0.023933,,,,,,
3362,28.016667,,,,-0.018003,1.024997,0.021774,1.864854,0.018070,0.351933,-0.144472,0.423749,0.028660,,,,,,
3363,28.025000,,,,-0.018004,1.024999,0.021772,1.864994,0.017976,0.351887,-0.145182,0.424004,0.033272,,,,,,
3364,28.033333,,,,-0.018006,1.024998,0.021771,1.864947,0.018011,0.351902,-0.145328,0.424302,0.038216,,,,,,
3365,28.041667,,,,-0.018009,1.025002,0.021772,1.864921,0.018018,0.351909,-0.145539,0.424461,0.042968,,,,,,
3366,28.050000,,,,-0.018007,1.025007,0.021770,1.864918,0.018040,0.351912,-0.145547,0.424577,0.047586,,,,,,
3367,28.058333,,,,-0.018023,1.025006,0.021730,1.864890,0.018042,0.351923,-0.145425,0.424856,0.052332,,,,,,
3368,28.066667,,,,-0.018005,1.024999,0.021770,1.864963,0.018012,0.351900,-0.144982,0.425013,0.057098,,,,,,
3369,28.075000,,,,-0.018001,1.025003,0.021775,1.864829,0.018091,0.351942,-0.144570,0.425368,0.061646,,,,,,
3370,28.083333,,,,-0.018011,1.025002,0.021779,1.864861,0.018052,0.351930,-0.143941,0.425658,0.066178,,,,,,
3371,28.091667,,,,-0.018010,1.024997,0.021774,1.864874,0.018052,0.351923,-0.143285,0.425804,0.070746,,,,,,
3372,28.100000,,,,-0.018004,1.025004,0.021775,1.864836,0.018073,0.351937,-0.142439,0.426014,0.075333,,,,,,
3373,28.108333,,,,-0.018007,1.025004,0.021778,1.865008,0.017984,0.351885,-0.141467,0.426325,0.079631,,,,,,
3374,28.116667,,,,-0.018005,1.025002,0.021776,1.864986,0.017997,0.351892,-0.140124,0.426554,0.084107,,,,,,
3375,28.125000,,,,-0.018004,1.024999,0.021768,1.865001,0.017981,0.351886,-0.138845,0.426766,0.088342,,,,,,
3376,28.133333,,,,-0.018009,1.024999,0.021775,1.864916,0.018010,0.351909,-0.137427,0.427031,0.092643,,,,,,
3377,28.141667,,,,-0.018005,1.025000,0.021776,1.864935,0.018025,0.351908,-0.135874,0.427225,0.096712,,,,,,
3378,28.150000,,,,-0.018005,1.024997,0.021777,1.864987,0.017996,0.351894,-0.134299,0.427379,0.100713,,,,,,
3379,28.158333,,,,-0.018006,1.024995,0.021775,1.864968,0.017992,0.351894,-0.132305,0.427792,0.104859,,,,,,
3380,28.166667,,,,-0.018005,1.024995,0.021773,1.864904,0.018044,0.351920,-0.130418,0.427870,0.108660,,,,,,
3381,28.175000,,,,-0.018008,1.024996,0.021770,1.864879,0.018053,0.351924,-0.128151,0.428225,0.112597,,,,,,
3382,28.183333,,,,-0.017958,1.024957,0.021754,1.864900,0.018034,0.351913,-0.126044,0.428240,0.116156,,,,,,
3383,28.191667,,,,-0.018008,1.024999,0.021775,1.864859,0.018075,0.351933,-0.123660,0.428707,0.119914,,,,,,
3384,28.200000,,,,-0.018009,1.024998,0.021774,1.865048,0.017953,0.351871,-0.121172,0.428812,0.123318,,,,,,
3385,28.208333,,,,-0.018012,1.024992,0.021768,1.864885,0.018037,0.351920,-0.118658,0.429026,0.126570,,,,,,
3386,28.216667,,,,-0.018009,1.024994,0.021777,1.864938,0.018000,0.351901,-0.115792,0.429311,0.130052,,,,,,
3387,28.225000,,,,-0.018008,1.024994,0.021773,1.864898,0.018046,0.351917,-0.113083,0.429377,0.133043,,,,,,
3388,28.233333,,,,-0.018011,1.024998,0.021772,1.864873,0.018055,0.351926,-0.110230,0.429616,0.136041,,,,,,
3389,28.241667,,,,-0.018013,1.024991,0.021772,1.864949,0.018020,0.351904,-0.107114,0.429932,0.139022,,,,,,
3390,28.250000,,,,-0.018007,1.024993,0.021771,1.864939,0.018008,0.351901,-0.103985,0.429920,0.141804,,,,,,
3391,28.258333,,,,-0.018007,1.024993,0.021778,1.864947,0.018018,0.351903,-0.100765,0.430018,0.144472,,,,,,
3392,28.266667,,,,-0.018004,1.024995,0.021771,1.864909,0.018029,0.351914,-0.097446,0.430200,0.146960,,,,,,
3393,28.275000,,,,-0.018001,1.024995,0.021773,1.864969,0.018006,0.351898,-0.094028,0.430337,0.149386,,,,,,
3394,28.283333,,,,-0.018059,1.024950,0.021741,1.864979,0.018002,0.351894,-0.090664,0.430446,0.151471,,,,,,
3395,28.291667,,,,-0.017998,1.024996,0.021779,1.864872,0.018046,0.351924,-0.087012,0.430474,0.153651,,,,,,
3396,28.300000,,,,-0.018001,1.024994,0.021772,1.864836,0.018082,0.351937,-0.083474,0.430548,0.155559,,,,,,
3397,28.308333,,,,-0.018003,1.024997,0.021777,1.864969,0.017995,0.351896,-0.079725,0.430802,0.157317,,,,,,
3398,28.316667,,,,-0.018000,1.024998,0.021778,1.864961,0.018004,0.351899,-0.075866,0.430807,0.159012,,,,,,
3399,28.325000,,,,-0.018004,1.024995,0.021783,1.864945,0.018021,0.351905,-0.071981,0.430823,0.160499,,,,,,
3400,28.333333,,,,-0.017994,1.025002,0.021775,1.864947,0.018016,0.351902,-0.068243,0.430856,0.161736,,,,,,
3401,28.341667,,,,-0.018011,1.025016,0.021735,1.864961,0.018013,0.351901,-0.064315,0.430647,0.162913,,,,,,
3402,28.350000,,,,-0.017998,1.025000,0.021783,1.864924,0.018016,0.351909,-0.060265,0.430794,0.163971,,,,,,
3403,28.358333,,,,-0.017997,1.025002,0.021782,1.864984,0.017997,0.351890,-0.056266,0.430799,0.164735,,,,,,
3404,28.366667,,,,-0.017994,1.024996,0.021772,1.864889,0.018028,0.351916,-0.052100,0.430868,0.165532,,,,,,
3405,28.375000,,,,-0.017992,1.024999,0.021777,1.864868,0.018065,0.351930,-0.048065,0.430929,0.166054,,,,,,
3406,28.383333,,,,-0.017994,1.025002,0.021780,1.864936,0.018027,0.351908,-0.043879,0.430853,0.166413,,,,,,
3407,28.391667,,,,-0.018003,1.024998,0.021778,1.864918,0.018026,0.351912,-0.039802,0.430758,0.166534,,,,,,
3408,28.400000,,,,-0.017991,1.025002,0.021779,1.864880,0.018054,0.351924,-0.035504,0.430649,0.166640,,,,,,
3409,28.408333,,,,-0.017996,1.025003,0.021779,1.864864,0.018031,0.351918,-0.031381,0.430549,0.166446,,,,,,
3410,28.416667,,,,-0.017992,1.025000,0.021776,1.864848,0.018070,0.351934,-0.027163,0.430597,0.166250,,,,,,
3411,28.425000,,,,-0.017992,1.024994,0.021782,1.864890,0.018044,0.351919,-0.022915,0.430431,0.165783,,,,,,
3412,28.433333,,,,-0.017985,1.025004,0.021775,1.864886,0.018046,0.351923,-0.018630,0.430301,0.165227,,,,,,
3413,28.441667,,,,-0.017990,1.025002,0.021779,1.864890,0.018026,0.351913,-0.014409,0.430225,0.164446,,,,,,
3414,28.450000,,,,-0.017988,1.024999,0.021782,1.864910,0.018042,0.351917,-0.010341,0.430161,0.163447,,,,,,
3415,28.458333,,,,-0.017985,1.025001,0.021784,1.864840,0.018067,0.351938,-0.006068,0.429923,0.162470,,,,,,
3416,28.466667,,,,-0.017978,1.025003,0.021777,1.864942,0.018039,0.351910,-0.002089,0.429741,0.161177,,,,,,
3417,28.475000,,,,-0.017988,1.025000,0.021777,1.864896,0.018033,0.351916,0.002167,0.429647,0.159749,,,,,,
3418,28.483333,,,,-0.017984,1.024994,0.021773,1.864908,0.018038,0.351917,0.006250,0.429613,0.158311,,,,,,
3419,28.491667,,,,-0.017987,1.024994,0.021779,1.864862,0.018068,0.351931,0.010400,0.429372,0.156603,,,,,,
3420,28.500000,,,,-0.017987,1.024987,0.021770,1.864864,0.018066,0.351929,0.014353,0.429237,0.154571,,,,,,
3421,28.508333,,,,-0.017982,1.024996,0.021773,1.864856,0.018061,0.351929,0.018299,0.428891,0.152603,,,,,,
3422,28.516667,,,,-0.017982,1.024996,0.021775,1.864874,0.018053,0.351924,0.022216,0.428769,0.150526,,,,,,
3423,28.525000,,,,-0.017981,1.024994,0.021774,1.864953,0.018019,0.351903,0.026099,0.428689,0.148193,,,,,,
3424,28.533333,,,,-0.017935,1.024957,0.021763,1.864933,0.018015,0.351905,0.030069,0.428492,0.145758,,,,,,
3425,28.541667,,,,-0.017979,1.025002,0.021774,1.864916,0.018035,0.351914,0.033636,0.428204,0.143154,,,,,,
3426,28.550000,,,,-0.017980,1.025000,0.021780,1.864791,0.018083,0.351946,0.037329,0.428045,0.140453,,,,,,
3427,28.558333,,,,-0.017982,1.024995,0.021774,1.864904,0.018044,0.351920,0.041058,0.427930,0.137616,,,,,,
3428,28.566667,,,,-0.017976,1.024999,0.021774,1.864988,0.018015,0.351896,0.044462,0.427740,0.134577,,,,,,
3429,28.575000,,,,-0.017982,1.025001,0.021774,1.864956,0.018004,0.351899,0.048038,0.427590,0.131496,,,,,,
3430,28.583333,,,,-0.017983,1.025000,0.021775,1.864918,0.018027,0.351913,0.051285,0.427417,0.128230,,,,,,
3431,28.591667,,,,-0.017979,1.025001,0.021772,1.864879,0.018048,0.351926,0.054468,0.427042,0.124775,,,,,,
3432,28.600000,,,,-0.017981,1.025001,0.021776,1.864904,0.018035,0.351915,0.057824,0.427061,0.121403,,,,,,
3433,28.608333,,,,-0.017980,1.024997,0.021771,1.864873,0.018053,0.351925,0.060754,0.426828,0.117708,,,,,,
3434,28.616667,,,,-0.017982,1.024992,0.021773,1.864877,0.018040,0.351919,0.063821,0.426674,0.114224,,,,,,
3435,28.625000,,,,-0.017980,1.025001,0.021775,1.864898,0.018053,0.351920,0.066630,0.426616,0.110359,,,,,,
3436,28.633333,,,,-0.017922,1.024959,0.021750,1.864913,0.018046,0.351916,0.069424,0.426493,0.106466,,,,,,
3437,28.641667,,,,-0.017980,1.025003,0.021777,1.864919,0.018018,0.351909,0.072170,0.426355,0.102534,,,,,,
3438,28.650000,,,,-0.017977,1.025003,0.021777,1.864904,0.018030,0.351915,0.074567,0.426139,0.098380,,,,,,
3439,28.658333,,,,-0.017979,1.025004,0.021776,1.864874,0.018064,0.351928,0.077050,0.426033,0.094232,,,,,,
3440,28.666667,,,,-0.017971,1.024999,0.021776,1.865007,0.017984,0.351885,0.079311,0.425995,0.090039,,,,,,
3441,28.675000,,,,-0.017978,1.025006,0.021780,1.864959,0.018004,0.351898,0.081526,0.425798,0.085617,,,,,,
3442,28.683333,,,,-0.017973,1.025004,0.021775,1.864931,0.018027,0.351907,0.083657,0.425709,0.081355,,,,,,
3443,28.691667,,,,-0.017970,1.025007,0.021781,1.864852,0.018054,0.351927,0.085593,0.425713,0.076920,,,,,,
3444,28.700000,,,,-0.017974,1.025005,0.021777,1.864846,0.018078,0.351938,0.087389,0.425494,0.072546,,,,,,
3445,28.708333,,,,-0.017978,1.025006,0.021784,1.864939,0.018005,0.351903,0.089135,0.425554,0.067974,,,,,,
3446,28.716667,,,,-0.017980,1.025003,0.021778,1.864865,0.018046,0.351927,0.090691,0.425376,0.063424,,,,,,
3447,28.725000,,,,-0.017983,1.025004,0.021775,1.864848,0.018070,0.351934,0.091939,0.425471,0.058631,,,,,,
3448,28.733333,,,,-0.017931,1.024965,0.021758,1.864868,0.018066,0.351931,0.093415,0.425311,0.054018,,,,,,
3449,28.741667,,,,-0.017977,1.025003,0.021775,1.864906,0.018057,0.351922,0.094537,0.425457,0.049400,,,,,,
3450,28.750000,,,,-0.017976,1.025012,0.021777,1.864964,0.017996,0.351895,0.095541,0.425390,0.044708,,,,,,
3451,28.758333,,,,-0.017927,1.024971,0.021757,1.864991,0.017974,0.351884,0.096402,0.425368,0.039872,,,,,,
3452,28.766667,,,,-0.017970,1.025003,0.021771,1.864922,0.018037,0.351913,0.097208,0.425420,0.035229,,,,,,
3453,28.775000,,,,-0.017979,1.025017,0.021779,1.864920,0.018030,0.351910,0.097800,0.425319,0.030540,,,,,,
3454,28.783333,,,,-0.017973,1.025011,0.021781,1.864918,0.018027,0.351913,0.098100,0.425391,0.025740,,,,,,
3455,28.791667,,,,-0.017923,1.024971,0.021755,1.864943,0.018028,0.351906,0.098580,0.425404,0.021138,,,,,,
3456,28.800000,,,,-0.017976,1.025014,0.021775,1.864935,0.018022,0.351906,0.098782,0.425498,0.016326,,,,,,
3457,28.808333,,,,-0.017926,1.024976,0.021755,1.864874,0.018060,0.351926,0.098731,0.425504,0.011611,,,,,,
3458,28.816667,,,,-0.017972,1.025016,0.021779,1.864832,0.018082,0.351939,0.098774,0.425585,0.007080,,,,,,
3459,28.825000,,,,-0.017976,1.025023,0.021775,1.864964,0.017999,0.351898,0.098357,0.425700,0.002210,,,,,,
3460,28.833333,,,,-0.017982,1.025010,0.021779,1.864879,0.018042,0.351921,0.098099,0.425780,-0.002186,,,,,,
3461,28.841667,,,,-0.017978,1.025011,0.021780,1.864933,0.018038,0.351911,0.097519,0.425808,-0.006880,,,,,,
3462,28.850000,,,,-0.017976,1.025010,0.021775,1.864868,0.018066,0.351931,0.096923,0.425900,-0.011437,,,,,,
3463,28.858333,,,,-0.017983,1.025015,0.021774,1.864907,0.018020,0.351912,0.096248,0.425839,-0.015851,,,,,,
3464,28.866667,,,,-0.017974,1.025004,0.021772,1.864971,0.017996,0.351894,0.095272,0.426071,-0.020267,,,,,,
3465,28.875000,,,,-0.017984,1.025018,0.021776,1.864841,0.018071,0.351934,0.094250,0.426201,-0.024644,,,,,,
3466,28.883333,,,,-0.017984,1.025014,0.021778,1.864828,0.018086,0.351944,0.093093,0.426272,-0.029075,,,,,,
3467,28.891667,,,,-0.017974,1.025014,0.021779,1.864922,0.018010,0.351905,0.091748,0.426373,-0.033265,,,,,,
3468,28.900000,,,,-0.017968,1.025014,0.021779,1.864923,0.018043,0.351913,0.090346,0.426379,-0.037335,,,,,,
3469,28.908333,,,,-0.017974,1.025013,0.021780,1.864923,0.018013,0.351907,0.088741,0.426594,-0.041514,,,,,,
3470,28.916667,,,,-0.017974,1.025015,0.021776,1.864917,0.018023,0.351910,0.087168,0.426636,-0.045418,,,,,,
3471,28.925000,,,,-0.017983,1.025018,0.021771,1.864946,0.018025,0.351905,0.085264,0.426661,-0.049428,,,,,,
3472,28.933333,,,,-0.017974,1.025016,0.021779,1.864832,0.018084,0.351940,0.083378,0.426782,-0.053181,,,,,,
3473,28.941667,,,,-0.017969,1.025014,0.021783,1.864859,0.018084,0.351935,0.081339,0.427039,-0.056851,,,,,,
3474,28.950000,,,,-0.017978,1.025015,0.021780,1.864853,0.018062,0.351929,0.079317,0.426945,-0.060445,,,,,,
3475,28.958333,,,,-0.017924,1.024983,0.021763,1.864934,0.018008,0.351903,0.076892,0.427116,-0.064008,,,,,,
3476,28.966667,,,,-0.017975,1.025027,0.021781,1.864919,0.018024,0.351910,0.074610,0.427149,-0.067423,,,,,,
3477,28.975000,,,,-0.017978,1.025015,0.021783,1.864918,0.018026,0.351912,0.072094,0.427274,-0.070720,,,,,,
3478,28.983333,,,,-0.017980,1.025017,0.021783,1.864841,0.018071,0.351935,0.069529,0.427308,-0.073981,,,,,,
3479,28.991667,,,,-0.017982,1.025016,0.021777,1.864851,0.018062,0.351934,0.066790,0.427362,-0.077018,,,,,,
