Format Version,1.21,Take Name,Run_3_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.47.58 AM,Total Frames in Take,4035,Total Exported Frames,4035,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
692,5.766667,-0.017962,1.025027,0.021799,0.149564,0.469963,-0.173009,1.864966,0.017969,0.351887
693,5.775000,-0.017962,1.025022,0.021796,0.149676,0.471932,-0.178383,1.865034,0.017932,0.351866
694,5.783333,-0.017923,1.024988,0.021778,0.149737,0.473723,-0.183518,1.864910,0.018004,0.351907
695,5.791667,-0.017973,1.025026,0.021800,0.149461,0.475540,-0.188416,1.865031,0.017938,0.351868
696,5.800000,-0.017950,1.025002,0.021739,0.149171,0.477244,-0.193028,1.864990,0.017970,0.351883
697,5.808333,-0.017979,1.025030,0.021795,0.148473,0.478879,-0.197523,1.864965,0.017977,0.351891
698,5.816667,-0.017981,1.025027,0.021793,0.147785,0.480181,-0.201679,1.865004,0.017962,0.351879
699,5.825000,-0.017998,1.025041,0.021750,0.146776,0.481501,-0.205793,1.864901,0.018013,0.351908
700,5.833333,-0.017970,1.025030,0.021796,0.145662,0.482828,-0.209429,1.865099,0.017891,0.351848
701,5.841667,-0.017968,1.025034,0.021790,0.144544,0.483740,-0.212645,1.864998,0.017961,0.351880
702,5.850000,-0.017917,1.024985,0.021774,0.142968,0.484648,-0.216017,1.865024,0.017943,0.351873
703,5.858333,-0.017985,1.025049,0.021756,0.141135,0.485608,-0.219045,1.864968,0.017968,0.351884
704,5.866667,-0.017968,1.025034,0.021802,0.139380,0.486085,-0.221767,1.865044,0.017923,0.351864
705,5.875000,-0.017960,1.025033,0.021798,0.137482,0.486530,-0.224218,1.864977,0.017966,0.351885
706,5.883333,-0.017978,1.025045,0.021756,0.135322,0.486927,-0.226346,1.864958,0.017996,0.351895
707,5.891667,-0.017913,1.024978,0.021774,0.133084,0.486962,-0.228199,1.865095,0.017918,0.351852
708,5.900000,-0.017968,1.025028,0.021806,0.130629,0.487069,-0.229852,1.864916,0.018007,0.351904
709,5.908333,-0.017969,1.025022,0.021809,0.128032,0.487058,-0.231318,1.864988,0.017957,0.351878
710,5.916667,-0.017977,1.025023,0.021800,0.125121,0.486886,-0.232473,1.864970,0.017973,0.351888
711,5.925000,-0.017926,1.024991,0.021783,0.122321,0.486327,-0.233270,1.864984,0.017975,0.351885
712,5.933333,-0.017977,1.025030,0.021803,0.119333,0.485656,-0.233914,1.865020,0.017954,0.351874
713,5.941667,-0.017978,1.025026,0.021799,0.116141,0.485166,-0.234123,1.865055,0.017923,0.351862
714,5.950000,-0.017987,1.025032,0.021802,0.112691,0.484234,-0.234222,1.865007,0.017952,0.351877
715,5.958333,-0.018006,1.025042,0.021759,0.109122,0.483226,-0.234097,1.864955,0.017979,0.351895
716,5.966667,-0.017984,1.025031,0.021793,0.105595,0.482093,-0.233523,1.865030,0.017949,0.351874
717,5.975000,-0.017983,1.025026,0.021790,0.101934,0.480854,-0.232661,1.865023,0.017930,0.351867
718,5.983333,-0.017996,1.025045,0.021751,0.097866,0.479599,-0.231698,1.864924,0.018008,0.351904
719,5.991667,-0.017997,1.025051,0.021756,0.093993,0.477926,-0.230366,1.864936,0.017993,0.351898
720,6.000000,-0.017976,1.025033,0.021795,0.089955,0.476233,-0.228693,1.865068,0.017935,0.351863
721,6.008333,-0.017929,1.024986,0.021774,0.085619,0.474540,-0.226972,1.864976,0.017952,0.351881
722,6.016667,-0.017975,1.025021,0.021788,0.081257,0.472753,-0.224782,1.865035,0.017941,0.351869
723,6.025000,-0.017983,1.025028,0.021793,0.076713,0.470917,-0.222310,1.865046,0.017922,0.351859
724,6.033333,-0.017980,1.025027,0.021794,0.072308,0.468731,-0.219589,1.865033,0.017931,0.351867
725,6.041667,-0.017974,1.025025,0.021799,0.067576,0.466733,-0.216609,1.865005,0.017961,0.351880
726,6.050000,-0.017979,1.025026,0.021792,0.062826,0.464533,-0.213255,1.864969,0.017981,0.351891
727,6.058333,-0.017981,1.025019,0.021797,0.057875,0.462422,-0.209813,1.865013,0.017949,0.351874
728,6.066667,-0.017980,1.025025,0.021797,0.052945,0.460096,-0.205973,1.865052,0.017908,0.351855
729,6.075000,-0.017986,1.025029,0.021798,0.048121,0.457681,-0.201823,1.865031,0.017947,0.351869
730,6.083333,-0.017991,1.025019,0.021790,0.042939,0.455357,-0.197374,1.865029,0.017947,0.351872
731,6.091667,-0.017987,1.025029,0.021792,0.037768,0.452981,-0.192806,1.864940,0.017996,0.351898
732,6.100000,-0.017982,1.025028,0.021788,0.032426,0.450727,-0.188047,1.865012,0.017946,0.351873
733,6.108333,-0.017987,1.025029,0.021789,0.027172,0.448381,-0.182849,1.864973,0.017972,0.351884
734,6.116667,-0.017937,1.024988,0.021764,0.021784,0.445996,-0.177319,1.865066,0.017901,0.351852
735,6.125000,-0.017998,1.025040,0.021742,0.016421,0.443673,-0.171602,1.864983,0.017972,0.351887
736,6.133333,-0.017981,1.025030,0.021786,0.010985,0.441433,-0.165788,1.864995,0.017957,0.351877
737,6.141667,-0.017982,1.025025,0.021782,0.005433,0.439161,-0.159727,1.865002,0.017965,0.351877
738,6.150000,-0.017979,1.025022,0.021781,-0.000130,0.436883,-0.153313,1.864946,0.017982,0.351895
739,6.158333,-0.017927,1.024985,0.021761,-0.005583,0.434845,-0.146661,1.864928,0.018003,0.351905
740,6.166667,-0.017932,1.024981,0.021758,-0.011243,0.432763,-0.139824,1.865021,0.017936,0.351869
741,6.175000,-0.017973,1.025016,0.021778,-0.016743,0.430808,-0.132593,1.864988,0.017981,0.351887
742,6.183333,-0.017981,1.025014,0.021779,-0.022343,0.428952,-0.125427,1.864984,0.017969,0.351884
743,6.191667,-0.017984,1.025012,0.021787,-0.027907,0.427105,-0.117896,1.864458,0.017865,0.351807
744,6.200000,-0.017935,1.024962,0.021759,-0.033333,0.425273,-0.110184,1.865034,0.017936,0.351869
745,6.208333,-0.017983,1.025005,0.021784,-0.038964,0.423825,-0.102366,1.865017,0.017930,0.351866
746,6.216667,-0.017981,1.025003,0.021775,-0.044530,0.422339,-0.094598,1.864950,0.017982,0.351895
747,6.225000,-0.017984,1.024999,0.021782,-0.050025,0.421071,-0.086179,1.864980,0.017962,0.351884
748,6.233333,-0.017996,1.025023,0.021736,-0.055390,0.419965,-0.077939,1.864992,0.017959,0.351882
749,6.241667,-0.017985,1.025002,0.021775,-0.060736,0.418965,-0.069441,1.864995,0.017972,0.351883
750,6.250000,-0.017982,1.025008,0.021769,-0.066026,0.418124,-0.060787,1.864855,0.018033,0.351920
751,6.258333,-0.017973,1.025007,0.021771,-0.071372,0.417250,-0.052095,1.864981,0.017976,0.351886
752,6.266667,-0.017923,1.024966,0.021751,-0.076505,0.416742,-0.043326,1.865035,0.017922,0.351863
753,6.275000,-0.017970,1.025006,0.021769,-0.081644,0.416314,-0.034431,1.864979,0.017959,0.351885
754,6.283333,-0.017969,1.025009,0.021766,-0.086647,0.416132,-0.025460,1.864939,0.017991,0.351898
755,6.291667,-0.017967,1.024999,0.021761,-0.091503,0.416030,-0.016411,1.865007,0.017955,0.351880
756,6.300000,-0.017975,1.024999,0.021768,-0.096376,0.416164,-0.007241,1.865047,0.017932,0.351861
757,6.308333,-0.017981,1.024999,0.021765,-0.101035,0.416350,0.001755,1.864969,0.017981,0.351891
758,6.316667,-0.017984,1.024998,0.021765,-0.105672,0.416776,0.010932,1.865003,0.017963,0.351883
759,6.325000,-0.017991,1.024996,0.021768,-0.110045,0.417219,0.020194,1.864995,0.017964,0.351882
760,6.333333,-0.017984,1.024999,0.021768,-0.114477,0.417861,0.029301,1.865005,0.017943,0.351873
761,6.341667,-0.017989,1.024989,0.021776,-0.118692,0.418680,0.038438,1.865029,0.017940,0.351869
762,6.350000,-0.017990,1.024988,0.021766,-0.122723,0.419709,0.047561,1.864979,0.017971,0.351885
763,6.358333,-0.017996,1.024993,0.021773,-0.126809,0.420839,0.056604,1.865010,0.017952,0.351876
764,6.366667,-0.017992,1.024987,0.021768,-0.130383,0.422145,0.065823,1.865014,0.017958,0.351876
765,6.375000,-0.017995,1.024984,0.021763,-0.134106,0.423549,0.074687,1.864977,0.017968,0.351885
766,6.383333,-0.018056,1.024935,0.021734,-0.137530,0.424999,0.083699,1.865029,0.017934,0.351869
767,6.391667,-0.017986,1.024989,0.021759,-0.140912,0.426847,0.092414,1.865027,0.017950,0.351873
768,6.400000,-0.017992,1.024990,0.021761,-0.144103,0.428417,0.101055,1.864986,0.017954,0.351879
769,6.408333,-0.017985,1.024994,0.021760,-0.147084,0.430289,0.109808,1.865022,0.017947,0.351871
770,6.416667,-0.017988,1.024988,0.021766,-0.149879,0.432344,0.118238,1.865007,0.017935,0.351871
771,6.425000,-0.017986,1.024986,0.021762,-0.152416,0.434329,0.126569,1.864973,0.017963,0.351886
772,6.433333,-0.017992,1.024989,0.021767,-0.155017,0.436548,0.134840,1.865032,0.017928,0.351864
773,6.441667,-0.017988,1.024987,0.021766,-0.157296,0.438638,0.142966,1.864937,0.017994,0.351900
774,6.450000,-0.017994,1.024984,0.021764,-0.159427,0.440691,0.150849,1.864947,0.017994,0.351895
775,6.458333,-0.017997,1.024974,0.021769,-0.161393,0.442977,0.158627,1.864886,0.018027,0.351916
776,6.466667,-0.017996,1.024975,0.021774,-0.163260,0.445428,0.166152,1.865012,0.017945,0.351873
777,6.475000,-0.017990,1.024974,0.021774,-0.164766,0.447820,0.173552,1.864987,0.017944,0.351879
778,6.483333,-0.017992,1.024981,0.021773,-0.166337,0.450138,0.180659,1.864991,0.017964,0.351884
779,6.491667,-0.017988,1.024982,0.021770,-0.167563,0.452320,0.187716,1.864952,0.017981,0.351891
780,6.500000,-0.017997,1.024984,0.021772,-0.168579,0.454748,0.194583,1.865016,0.017945,0.351872
781,6.508333,-0.017990,1.024990,0.021769,-0.169440,0.457050,0.201211,1.864956,0.017968,0.351887
782,6.516667,-0.017987,1.024983,0.021773,-0.170233,0.459400,0.207539,1.864927,0.018001,0.351903
783,6.525000,-0.017995,1.024981,0.021765,-0.170918,0.461668,0.213652,1.864996,0.017944,0.351875
784,6.533333,-0.017992,1.024990,0.021770,-0.171261,0.463992,0.219677,1.865045,0.017930,0.351867
785,6.541667,-0.017990,1.024991,0.021760,-0.171417,0.465986,0.225527,1.864933,0.018003,0.351904
786,6.550000,-0.017993,1.024989,0.021761,-0.171419,0.468213,0.230932,1.864936,0.017987,0.351896
787,6.558333,-0.017991,1.024994,0.021764,-0.171397,0.470140,0.236267,1.864958,0.017966,0.351890
788,6.566667,-0.017988,1.024992,0.021764,-0.171018,0.472058,0.241135,1.865046,0.017939,0.351865
789,6.575000,-0.017992,1.024985,0.021763,-0.170637,0.474063,0.245971,1.864966,0.017979,0.351890
790,6.583333,-0.017990,1.024988,0.021769,-0.170120,0.475674,0.250450,1.864991,0.017951,0.351879
791,6.591667,-0.017998,1.024987,0.021772,-0.169271,0.477476,0.254764,1.865027,0.017948,0.351872
792,6.600000,-0.018000,1.024992,0.021774,-0.168400,0.478989,0.258817,1.864962,0.017992,0.351893
793,6.608333,-0.017999,1.024982,0.021768,-0.167343,0.480385,0.262637,1.865085,0.017913,0.351855
794,6.616667,-0.017996,1.024988,0.021770,-0.166115,0.481809,0.266199,1.865054,0.017947,0.351868
795,6.625000,-0.017993,1.024987,0.021775,-0.164750,0.482907,0.269386,1.864923,0.018006,0.351902
796,6.633333,-0.017991,1.024984,0.021772,-0.163254,0.483903,0.272420,1.865039,0.017953,0.351874
797,6.641667,-0.017984,1.024984,0.021779,-0.161683,0.484856,0.275208,1.864988,0.017966,0.351883
798,6.650000,-0.017986,1.024986,0.021773,-0.159861,0.485522,0.277760,1.864940,0.017981,0.351894
799,6.658333,-0.017986,1.024982,0.021770,-0.157841,0.486180,0.280044,1.865024,0.017947,0.351872
800,6.666667,-0.017996,1.024986,0.021773,-0.155894,0.486812,0.281975,1.864970,0.017963,0.351886
801,6.675000,-0.017992,1.024986,0.021765,-0.153544,0.487039,0.283816,1.864985,0.017959,0.351881
802,6.683333,-0.017996,1.024995,0.021764,-0.151235,0.487273,0.285349,1.864973,0.017973,0.351888
803,6.691667,-0.017986,1.024994,0.021762,-0.148787,0.487212,0.286415,1.864931,0.017980,0.351895
804,6.700000,-0.017990,1.024992,0.021764,-0.146240,0.487139,0.287405,1.864939,0.017999,0.351900
805,6.708333,-0.017997,1.024990,0.021760,-0.143471,0.486935,0.288156,1.864994,0.017965,0.351882
806,6.716667,-0.017994,1.025002,0.021764,-0.140575,0.486541,0.288545,1.864893,0.018000,0.351905
807,6.725000,-0.017995,1.024993,0.021763,-0.137640,0.485909,0.288758,1.865001,0.017978,0.351885
808,6.733333,-0.018000,1.024989,0.021764,-0.134651,0.485264,0.288567,1.865065,0.017927,0.351859
809,6.741667,-0.018000,1.024991,0.021771,-0.131454,0.484393,0.288167,1.865015,0.017949,0.351873
810,6.750000,-0.017995,1.024987,0.021767,-0.128115,0.483478,0.287530,1.864984,0.017969,0.351884
811,6.758333,-0.018001,1.024982,0.021771,-0.124655,0.482305,0.286663,1.864978,0.017961,0.351883
812,6.766667,-0.017993,1.024989,0.021774,-0.121089,0.481078,0.285484,1.865014,0.017943,0.351875
813,6.775000,-0.017993,1.024985,0.021768,-0.117521,0.479779,0.284010,1.865013,0.017952,0.351876
814,6.783333,-0.017984,1.024989,0.021769,-0.113803,0.478355,0.282251,1.864988,0.017960,0.351880
815,6.791667,-0.017993,1.024986,0.021773,-0.110058,0.476743,0.280243,1.864947,0.017998,0.351900
816,6.800000,-0.017983,1.024988,0.021765,-0.106099,0.474989,0.277980,1.864983,0.017964,0.351884
817,6.808333,-0.017991,1.024991,0.021770,-0.102129,0.473255,0.275429,1.865039,0.017931,0.351866
818,6.816667,-0.017987,1.024988,0.021767,-0.098139,0.471431,0.272513,1.865040,0.017934,0.351864
819,6.825000,-0.017988,1.024990,0.021765,-0.093896,0.469496,0.269513,1.864914,0.018004,0.351906
820,6.833333,-0.017984,1.024986,0.021766,-0.089618,0.467352,0.266255,1.864989,0.017946,0.351877
821,6.841667,-0.017985,1.024992,0.021768,-0.085448,0.465402,0.262463,1.864993,0.017952,0.351882
822,6.850000,-0.017988,1.024992,0.021767,-0.081062,0.463210,0.258684,1.864958,0.017983,0.351890
823,6.858333,-0.017991,1.024992,0.021770,-0.076708,0.461023,0.254430,1.864966,0.017980,0.351891
824,6.866667,-0.017992,1.024987,0.021762,-0.072135,0.458738,0.250036,1.864991,0.017951,0.351879
825,6.875000,-0.017999,1.024982,0.021763,-0.067438,0.456581,0.245509,1.865008,0.017938,0.351873
826,6.883333,-0.017946,1.024948,0.021746,-0.062895,0.454256,0.240635,1.865025,0.017956,0.351875
827,6.891667,-0.017990,1.024987,0.021770,-0.058404,0.451969,0.235416,1.865013,0.017962,0.351876
828,6.900000,-0.017990,1.024989,0.021773,-0.053702,0.449757,0.230010,1.864970,0.017962,0.351887
829,6.908333,-0.017986,1.024984,0.021772,-0.049027,0.447534,0.224422,1.865016,0.017961,0.351875
830,6.916667,-0.017990,1.024980,0.021773,-0.044112,0.445205,0.218583,1.864939,0.017993,0.351899
831,6.925000,-0.017990,1.024978,0.021769,-0.039490,0.443171,0.212426,1.864995,0.017939,0.351875
832,6.933333,-0.017979,1.024980,0.021761,-0.034725,0.440857,0.206010,1.865041,0.017943,0.351871
833,6.941667,-0.017980,1.024984,0.021770,-0.029873,0.438800,0.199416,1.864960,0.017974,0.351890
834,6.950000,-0.017981,1.024983,0.021765,-0.025197,0.436736,0.192801,1.864918,0.018017,0.351909
835,6.958333,-0.017982,1.024979,0.021767,-0.020345,0.434812,0.185766,1.864940,0.017998,0.351898
836,6.966667,-0.017980,1.024984,0.021763,-0.015602,0.432882,0.178601,1.864991,0.017964,0.351884
837,6.975000,-0.017973,1.024992,0.021764,-0.010763,0.431054,0.171306,1.864940,0.017990,0.351898
838,6.983333,-0.017980,1.024979,0.021767,-0.006001,0.429262,0.163796,1.864939,0.017996,0.351899
839,6.991667,-0.017982,1.024992,0.021767,-0.001229,0.427761,0.156074,1.865036,0.017940,0.351866
840,7.000000,-0.017982,1.024985,0.021763,0.003342,0.426015,0.148178,1.865012,0.017946,0.351872
841,7.008333,-0.017983,1.024983,0.021759,0.008162,0.424771,0.140253,1.864947,0.017980,0.351892
842,7.016667,-0.017976,1.024987,0.021766,0.012593,0.423506,0.132086,1.864937,0.018011,0.351905
843,7.025000,-0.017933,1.024948,0.021747,0.017218,0.422146,0.123797,1.864930,0.017987,0.351898
844,7.033333,-0.017982,1.024982,0.021768,0.021904,0.421158,0.115484,1.865009,0.017957,0.351880
845,7.041667,-0.017979,1.024986,0.021763,0.026193,0.420185,0.106896,1.864976,0.017973,0.351888
846,7.050000,-0.017972,1.024988,0.021763,0.030506,0.419359,0.098241,1.864974,0.017946,0.351880
847,7.058333,-0.017919,1.024944,0.021742,0.034885,0.418810,0.089602,1.865077,0.017919,0.351856
848,7.066667,-0.017970,1.024991,0.021769,0.039162,0.418367,0.080924,1.865091,0.017930,0.351856
849,7.075000,-0.017975,1.024990,0.021768,0.043069,0.417859,0.071980,1.865032,0.017942,0.351868
850,7.083333,-0.017916,1.024946,0.021745,0.047199,0.417722,0.063125,1.864957,0.017974,0.351890
851,7.091667,-0.017966,1.024996,0.021768,0.051079,0.417724,0.054230,1.864949,0.018001,0.351898
852,7.100000,-0.017964,1.024994,0.021766,0.055047,0.417724,0.045401,1.865021,0.017946,0.351872
853,7.108333,-0.017971,1.024994,0.021772,0.058564,0.417903,0.036451,1.865013,0.017951,0.351875
854,7.116667,-0.017969,1.025000,0.021763,0.062142,0.418159,0.027525,1.864929,0.017996,0.351898
855,7.125000,-0.017921,1.024955,0.021745,0.065652,0.418621,0.018501,1.865003,0.017957,0.351878
856,7.133333,-0.017918,1.024954,0.021749,0.069017,0.419308,0.009722,1.864920,0.017989,0.351900
857,7.141667,-0.017965,1.024998,0.021766,0.072327,0.420043,0.000828,1.865025,0.017945,0.351872
858,7.150000,-0.017967,1.024998,0.021762,0.075217,0.420918,-0.008001,1.865119,0.017905,0.351845
859,7.158333,-0.017912,1.024963,0.021752,0.078082,0.421922,-0.016768,1.864922,0.017997,0.351900
860,7.166667,-0.017963,1.025003,0.021773,0.081002,0.422940,-0.025428,1.865046,0.017931,0.351863
861,7.175000,-0.017961,1.025004,0.021770,0.083710,0.424170,-0.034067,1.865078,0.017909,0.351854
862,7.183333,-0.017962,1.025005,0.021771,0.086166,0.425474,-0.042585,1.865065,0.017927,0.351862
863,7.191667,-0.017965,1.025011,0.021776,0.088620,0.426797,-0.050891,1.864957,0.017990,0.351895
864,7.200000,-0.017915,1.024962,0.021756,0.090680,0.428292,-0.059306,1.864968,0.017978,0.351887
865,7.208333,-0.017964,1.025010,0.021773,0.092888,0.429824,-0.067363,1.864985,0.017959,0.351881
866,7.216667,-0.017959,1.025011,0.021782,0.094777,0.431382,-0.075320,1.865034,0.017937,0.351869
867,7.225000,-0.017950,1.025022,0.021780,0.096528,0.433086,-0.083320,1.865053,0.017934,0.351864
868,7.233333,-0.017955,1.025015,0.021774,0.098054,0.434838,-0.091111,1.864945,0.018005,0.351902
869,7.241667,-0.017919,1.024970,0.021759,0.099441,0.436701,-0.098703,1.865003,0.017957,0.351879
870,7.250000,-0.017959,1.025023,0.021772,0.100780,0.438482,-0.106098,1.864970,0.017988,0.351891
871,7.258333,-0.017956,1.025013,0.021776,0.101911,0.440329,-0.113365,1.864991,0.017971,0.351883
872,7.266667,-0.017961,1.025021,0.021776,0.102889,0.442182,-0.120430,1.864975,0.017962,0.351884
873,7.275000,-0.017962,1.025025,0.021780,0.103793,0.444038,-0.127240,1.864937,0.018006,0.351906
874,7.283333,-0.017964,1.025023,0.021779,0.104487,0.445880,-0.134066,1.865071,0.017912,0.351856
875,7.291667,-0.017969,1.025023,0.021781,0.104926,0.447810,-0.140463,1.865079,0.017908,0.351858
876,7.300000,-0.017965,1.025017,0.021782,0.105313,0.449667,-0.146869,1.864990,0.017965,0.351882
877,7.308333,-0.017959,1.025029,0.021789,0.105495,0.451477,-0.152921,1.864973,0.017985,0.351892
878,7.316667,-0.017964,1.025015,0.021796,0.105483,0.453453,-0.158813,1.864995,0.017974,0.351886
879,7.325000,-0.017960,1.025021,0.021794,0.105445,0.455063,-0.164537,1.865017,0.017947,0.351873
880,7.333333,-0.017968,1.025024,0.021793,0.105122,0.456892,-0.169911,1.865006,0.017962,0.351880
881,7.341667,-0.017983,1.025036,0.021746,0.104937,0.458409,-0.175090,1.865085,0.017898,0.351850
882,7.350000,-0.017922,1.024985,0.021774,0.104147,0.460134,-0.180224,1.865027,0.017939,0.351868
883,7.358333,-0.017913,1.024990,0.021771,0.103591,0.461716,-0.184848,1.864905,0.018024,0.351909
884,7.366667,-0.017972,1.025029,0.021791,0.102792,0.463106,-0.189311,1.865038,0.017966,0.351878
885,7.375000,-0.017968,1.025030,0.021794,0.101730,0.464554,-0.193753,1.864991,0.017986,0.351888
886,7.383333,-0.017972,1.025027,0.021786,0.100673,0.465804,-0.197736,1.864930,0.018011,0.351906
887,7.391667,-0.017973,1.025030,0.021791,0.099513,0.467004,-0.201356,1.865015,0.017945,0.351872
888,7.400000,-0.017973,1.025026,0.021792,0.098034,0.468150,-0.204970,1.865087,0.017918,0.351855
889,7.408333,-0.017997,1.025046,0.021749,0.096473,0.469162,-0.208434,1.865065,0.017929,0.351861
890,7.416667,-0.017991,1.025044,0.021753,0.095008,0.469959,-0.211427,1.864990,0.017965,0.351882
891,7.425000,-0.017975,1.025030,0.021788,0.093166,0.470913,-0.214131,1.864979,0.017976,0.351887
892,7.433333,-0.017979,1.025029,0.021790,0.091294,0.471386,-0.216709,1.865078,0.017909,0.351854
893,7.441667,-0.017951,1.025008,0.021728,0.089332,0.471916,-0.218985,1.864993,0.017964,0.351882
894,7.450000,-0.017982,1.025029,0.021797,0.087122,0.472503,-0.221026,1.864960,0.017966,0.351888
895,7.458333,-0.017985,1.025028,0.021787,0.084909,0.472806,-0.222801,1.864940,0.017956,0.351886
896,7.466667,-0.017987,1.025034,0.021790,0.082572,0.472916,-0.224408,1.864885,0.018010,0.351912
897,7.475000,-0.017936,1.024987,0.021773,0.080182,0.472936,-0.225553,1.864959,0.017964,0.351888
898,7.483333,-0.017987,1.025026,0.021790,0.077494,0.472957,-0.226565,1.864982,0.017963,0.351883
899,7.491667,-0.017933,1.024987,0.021772,0.074926,0.472703,-0.227219,1.864986,0.017951,0.351880
900,7.500000,-0.017936,1.024989,0.021770,0.072221,0.472360,-0.227777,1.864995,0.017974,0.351886
901,7.508333,-0.017980,1.025027,0.021797,0.069402,0.471974,-0.227864,1.865023,0.017931,0.351868
902,7.516667,-0.017993,1.025042,0.021751,0.066347,0.471458,-0.227934,1.864978,0.017965,0.351886
903,7.525000,-0.017999,1.025034,0.021760,0.063450,0.470746,-0.227455,1.865055,0.017921,0.351859
904,7.533333,-0.017990,1.025038,0.021752,0.060281,0.469947,-0.226769,1.865053,0.017936,0.351865
905,7.541667,-0.017985,1.025025,0.021801,0.057023,0.469117,-0.225835,1.864977,0.017987,0.351893
906,7.550000,-0.017990,1.025030,0.021795,0.053818,0.468017,-0.224774,1.864910,0.018011,0.351908
907,7.558333,-0.017991,1.025025,0.021788,0.050503,0.467010,-0.223345,1.864942,0.017960,0.351890
908,7.566667,-0.017989,1.025027,0.021788,0.046915,0.465774,-0.221588,1.864984,0.017967,0.351885
909,7.575000,-0.017989,1.025024,0.021786,0.043511,0.464404,-0.219624,1.864973,0.017963,0.351886
910,7.583333,-0.017992,1.025031,0.021791,0.039937,0.462970,-0.217312,1.865025,0.017946,0.351872
911,7.591667,-0.017994,1.025036,0.021783,0.036117,0.461621,-0.214942,1.864947,0.017980,0.351892
912,7.600000,-0.017958,1.025008,0.021730,0.032670,0.460017,-0.212043,1.864869,0.018029,0.351919
913,7.608333,-0.017985,1.025036,0.021794,0.028837,0.458428,-0.208956,1.864983,0.017970,0.351885
914,7.616667,-0.017995,1.025035,0.021790,0.025013,0.456815,-0.205539,1.865062,0.017931,0.351863
915,7.625000,-0.017985,1.025029,0.021790,0.021161,0.454921,-0.202035,1.865021,0.017962,0.351877
916,7.633333,-0.017986,1.025026,0.021789,0.017165,0.453225,-0.198212,1.864984,0.017946,0.351878
917,7.641667,-0.017980,1.025023,0.021784,0.013284,0.451399,-0.194011,1.865007,0.017960,0.351876
918,7.650000,-0.017997,1.025044,0.021748,0.009345,0.449385,-0.189678,1.864958,0.017975,0.351890
919,7.658333,-0.017976,1.025024,0.021783,0.005187,0.447426,-0.185129,1.865017,0.017943,0.351872
920,7.666667,-0.017985,1.025031,0.021788,0.001278,0.445651,-0.180286,1.865074,0.017891,0.351847
921,7.675000,-0.017989,1.025024,0.021790,-0.002815,0.443697,-0.175178,1.865016,0.017945,0.351872
922,7.683333,-0.017992,1.025031,0.021787,-0.007000,0.441748,-0.169770,1.865077,0.017921,0.351858
923,7.691667,-0.018019,1.025034,0.021742,-0.011070,0.439909,-0.164175,1.865011,0.017956,0.351877
924,7.700000,-0.017993,1.025026,0.021788,-0.015130,0.437937,-0.158257,1.865101,0.017910,0.351847
925,7.708333,-0.018010,1.025037,0.021747,-0.019364,0.436128,-0.152296,1.865074,0.017929,0.351862
926,7.716667,-0.017994,1.025022,0.021786,-0.023439,0.434336,-0.145952,1.864995,0.017968,0.351882
927,7.725000,-0.017985,1.025023,0.021780,-0.027525,0.432546,-0.139586,1.864969,0.017977,0.351888
928,7.733333,-0.017988,1.025024,0.021781,-0.031761,0.430709,-0.132851,1.865001,0.017960,0.351881
929,7.741667,-0.017981,1.025022,0.021782,-0.035913,0.429139,-0.125902,1.865029,0.017945,0.351872
930,7.750000,-0.017991,1.025015,0.021778,-0.039761,0.427449,-0.118773,1.864988,0.017971,0.351885
931,7.758333,-0.017992,1.025020,0.021781,-0.043862,0.425877,-0.111449,1.864980,0.017977,0.351888
932,7.766667,-0.018012,1.025020,0.021737,-0.047990,0.424356,-0.104029,1.865010,0.017961,0.351878
933,7.775000,-0.017987,1.025015,0.021783,-0.051898,0.423097,-0.096341,1.865016,0.017949,0.351872
934,7.783333,-0.017990,1.025011,0.021779,-0.055798,0.421876,-0.088684,1.864987,0.017982,0.351886
935,7.791667,-0.017985,1.025016,0.021780,-0.059719,0.420655,-0.080719,1.865049,0.017937,0.351867
936,7.800000,-0.017983,1.025013,0.021779,-0.063562,0.419675,-0.072602,1.865024,0.017944,0.351872
937,7.808333,-0.017946,1.024964,0.021765,-0.067322,0.418723,-0.064429,1.865017,0.017933,0.351868
938,7.816667,-0.017990,1.025003,0.021774,-0.071108,0.417841,-0.056041,1.864954,0.018003,0.351897
939,7.825000,-0.017984,1.024999,0.021771,-0.074697,0.417108,-0.047661,1.865018,0.017951,0.351874
940,7.833333,-0.017981,1.025006,0.021774,-0.078318,0.416653,-0.039091,1.865098,0.017904,0.351849
941,7.841667,-0.017984,1.025005,0.021773,-0.081882,0.416139,-0.030615,1.864930,0.017987,0.351898
942,7.850000,-0.017986,1.025003,0.021771,-0.085236,0.415768,-0.021923,1.865087,0.017913,0.351854
