Format Version,1.21,Take Name,Run_3_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.47.58 AM,Total Frames in Take,4035,Total Exported Frames,4035,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
2927,24.391667,-0.017975,1.025014,0.021771,-0.012456,0.414958,-0.041733,1.864947,0.017994,0.351897
2928,24.400000,-0.017978,1.025011,0.021771,-0.014466,0.415350,-0.044940,1.864821,0.018075,0.351939
2929,24.408333,-0.017972,1.025014,0.021767,-0.016463,0.415527,-0.048208,1.864927,0.018008,0.351906
2930,24.416667,-0.017977,1.025016,0.021774,-0.018539,0.416004,-0.051140,1.864927,0.017987,0.351901
2931,24.425000,-0.017981,1.025016,0.021770,-0.020560,0.416173,-0.054125,1.864942,0.017983,0.351897
2932,24.433333,-0.017976,1.025007,0.021768,-0.022614,0.416585,-0.056948,1.865025,0.017948,0.351872
2933,24.441667,-0.017981,1.025014,0.021770,-0.024757,0.416969,-0.059624,1.865031,0.017936,0.351867
2934,24.450000,-0.017977,1.025009,0.021769,-0.026641,0.417166,-0.062175,1.865041,0.017947,0.351871
2935,24.458333,-0.017975,1.025015,0.021772,-0.028746,0.417609,-0.064921,1.865058,0.017932,0.351860
2936,24.466667,-0.017931,1.024968,0.021753,-0.030865,0.417922,-0.067408,1.864911,0.018006,0.351904
2937,24.475000,-0.017985,1.025009,0.021773,-0.032781,0.418229,-0.069763,1.864925,0.018006,0.351902
2938,24.483333,-0.017981,1.025007,0.021772,-0.034920,0.418617,-0.071902,1.864954,0.018001,0.351897
2939,24.491667,-0.017979,1.025008,0.021770,-0.036869,0.418931,-0.073884,1.865000,0.017954,0.351876
2940,24.500000,-0.017969,1.025011,0.021771,-0.038776,0.419355,-0.075976,1.864955,0.018002,0.351898
2941,24.508333,-0.017979,1.025008,0.021774,-0.040883,0.419681,-0.077867,1.864906,0.018014,0.351909
2942,24.516667,-0.017982,1.025012,0.021766,-0.042812,0.420006,-0.079625,1.864939,0.018007,0.351903
2943,24.525000,-0.017985,1.025010,0.021769,-0.044683,0.420272,-0.081358,1.864948,0.018004,0.351898
2944,24.533333,-0.017983,1.025011,0.021772,-0.046604,0.420635,-0.082695,1.864851,0.018055,0.351928
2945,24.541667,-0.017981,1.025012,0.021771,-0.048543,0.420792,-0.084185,1.865041,0.017945,0.351869
2946,24.550000,-0.017974,1.025017,0.021774,-0.050406,0.421262,-0.085376,1.864955,0.018010,0.351900
2947,24.558333,-0.017973,1.025021,0.021772,-0.052053,0.421361,-0.086388,1.865013,0.017956,0.351879
2948,24.566667,-0.017985,1.025013,0.021772,-0.053937,0.421680,-0.087411,1.864924,0.018013,0.351905
2949,24.575000,-0.017982,1.025016,0.021778,-0.055629,0.421868,-0.088343,1.864948,0.017999,0.351898
2950,24.583333,-0.017986,1.025017,0.021768,-0.057398,0.422169,-0.089024,1.865018,0.017951,0.351874
2951,24.591667,-0.017981,1.025017,0.021774,-0.058970,0.422230,-0.089606,1.864908,0.018003,0.351906
2952,24.600000,-0.017935,1.024981,0.021753,-0.060699,0.422411,-0.090060,1.864881,0.018025,0.351914
2953,24.608333,-0.017984,1.025017,0.021764,-0.062194,0.422676,-0.090295,1.865041,0.017947,0.351869
2954,24.616667,-0.017976,1.025024,0.021771,-0.063729,0.422691,-0.090487,1.864943,0.018005,0.351901
2955,24.625000,-0.017985,1.025018,0.021778,-0.065301,0.422810,-0.090579,1.864875,0.018019,0.351918
2956,24.633333,-0.017983,1.025016,0.021769,-0.066716,0.422995,-0.090502,1.865021,0.017955,0.351876
2957,24.641667,-0.017979,1.025016,0.021773,-0.068007,0.422971,-0.090318,1.864963,0.017988,0.351892
2958,24.650000,-0.017984,1.025014,0.021768,-0.069594,0.423037,-0.089951,1.864964,0.017997,0.351895
2959,24.658333,-0.017990,1.025008,0.021767,-0.070728,0.422986,-0.089408,1.865034,0.017953,0.351872
2960,24.666667,-0.017987,1.025004,0.021775,-0.071890,0.422991,-0.088797,1.864940,0.017982,0.351895
2961,24.675000,-0.017978,1.025012,0.021774,-0.073235,0.423106,-0.088066,1.865012,0.017952,0.351877
2962,24.683333,-0.017977,1.025011,0.021771,-0.074298,0.422786,-0.087141,1.864987,0.017956,0.351879
2963,24.691667,-0.017984,1.025011,0.021769,-0.075288,0.422691,-0.086140,1.864960,0.017993,0.351897
2964,24.700000,-0.017984,1.025006,0.021768,-0.076294,0.422624,-0.084790,1.864897,0.018022,0.351913
2965,24.708333,-0.017978,1.025011,0.021768,-0.077378,0.422635,-0.083730,1.864968,0.017982,0.351892
2966,24.716667,-0.017976,1.025010,0.021767,-0.078227,0.422251,-0.082314,1.864912,0.018017,0.351911
2967,24.725000,-0.017976,1.025011,0.021768,-0.078996,0.422104,-0.080669,1.864992,0.017970,0.351882
2968,24.733333,-0.017981,1.025014,0.021773,-0.079648,0.421894,-0.079071,1.864968,0.017971,0.351888
2969,24.741667,-0.017991,1.025027,0.021734,-0.080367,0.421735,-0.077108,1.865003,0.017963,0.351882
2970,24.750000,-0.017972,1.025010,0.021768,-0.081168,0.421455,-0.075299,1.864961,0.017996,0.351893
2971,24.758333,-0.017977,1.025015,0.021771,-0.081620,0.421159,-0.073146,1.864963,0.017980,0.351891
2972,24.766667,-0.017983,1.025015,0.021771,-0.082292,0.420937,-0.071192,1.864932,0.018000,0.351901
2973,24.775000,-0.017979,1.025010,0.021768,-0.082575,0.420649,-0.068832,1.865008,0.017953,0.351876
2974,24.783333,-0.017972,1.025017,0.021769,-0.082824,0.420460,-0.066416,1.864978,0.017984,0.351887
2975,24.791667,-0.017975,1.025015,0.021772,-0.083178,0.420146,-0.064004,1.864927,0.018007,0.351905
2976,24.800000,-0.017979,1.025010,0.021777,-0.083564,0.419722,-0.061541,1.865014,0.017975,0.351883
2977,24.808333,-0.017976,1.025010,0.021773,-0.083654,0.419317,-0.058771,1.864930,0.018008,0.351901
2978,24.816667,-0.017982,1.025012,0.021769,-0.083659,0.419076,-0.055869,1.864960,0.018006,0.351900
2979,24.825000,-0.017996,1.025027,0.021732,-0.083746,0.418703,-0.053013,1.864924,0.017998,0.351905
2980,24.833333,-0.017985,1.025015,0.021771,-0.083566,0.418311,-0.049921,1.864899,0.018005,0.351905
2981,24.841667,-0.017978,1.025021,0.021773,-0.083467,0.417955,-0.046824,1.865019,0.017962,0.351879
2982,24.850000,-0.017978,1.025016,0.021767,-0.083229,0.417556,-0.043716,1.864986,0.017996,0.351889
2983,24.858333,-0.017978,1.025011,0.021772,-0.082967,0.417243,-0.040578,1.865012,0.017946,0.351872
2984,24.866667,-0.017984,1.025013,0.021772,-0.082721,0.416866,-0.037125,1.864886,0.018043,0.351920
2985,24.875000,-0.017995,1.025030,0.021735,-0.082351,0.416497,-0.033718,1.864879,0.018032,0.351918
2986,24.883333,-0.017981,1.025005,0.021772,-0.081880,0.416327,-0.030366,1.864874,0.018015,0.351914
2987,24.891667,-0.017980,1.025006,0.021775,-0.081235,0.415841,-0.026759,1.865016,0.017957,0.351879
2988,24.900000,-0.017983,1.025005,0.021775,-0.080679,0.415613,-0.023132,1.865017,0.017964,0.351880
2989,24.908333,-0.017994,1.025023,0.021737,-0.080038,0.415305,-0.019418,1.864872,0.018046,0.351924
2990,24.916667,-0.017985,1.025004,0.021770,-0.079318,0.415012,-0.015653,1.864913,0.018024,0.351911
2991,24.925000,-0.017982,1.025010,0.021775,-0.078502,0.414664,-0.011969,1.864966,0.017981,0.351888
2992,24.933333,-0.017980,1.025006,0.021766,-0.077595,0.414328,-0.008109,1.864953,0.017980,0.351893
2993,24.941667,-0.017980,1.025003,0.021774,-0.076681,0.414150,-0.004172,1.865048,0.017947,0.351868
2994,24.950000,-0.017986,1.025002,0.021770,-0.075825,0.414013,-0.000494,1.865017,0.017958,0.351876
2995,24.958333,-0.017977,1.025000,0.021767,-0.074572,0.413850,0.003671,1.864925,0.018015,0.351908
2996,24.966667,-0.017980,1.025003,0.021775,-0.073592,0.413726,0.007594,1.864943,0.017991,0.351895
2997,24.975000,-0.017970,1.025006,0.021774,-0.072464,0.413494,0.011642,1.865004,0.017953,0.351877
2998,24.983333,-0.017974,1.025005,0.021776,-0.071099,0.413271,0.015633,1.865006,0.017977,0.351885
2999,24.991667,-0.017969,1.025001,0.021766,-0.069917,0.413337,0.019614,1.865012,0.017964,0.351879
3000,25.000000,-0.017978,1.025001,0.021768,-0.068472,0.413282,0.023593,1.864931,0.018025,0.351906
3001,25.008333,-0.017978,1.025006,0.021774,-0.067047,0.413114,0.027752,1.864951,0.017996,0.351895
3002,25.016667,-0.017984,1.025007,0.021770,-0.065798,0.413092,0.031604,1.864953,0.017988,0.351894
3003,25.025000,-0.017979,1.025004,0.021773,-0.064013,0.413144,0.035939,1.864961,0.017979,0.351892
3004,25.033333,-0.017975,1.025009,0.021769,-0.062617,0.413236,0.039843,1.865034,0.017950,0.351874
3005,25.041667,-0.017972,1.025007,0.021761,-0.061141,0.413173,0.043785,1.864999,0.017964,0.351881
3006,25.050000,-0.017980,1.025007,0.021763,-0.059406,0.413380,0.047835,1.865047,0.017966,0.351872
3007,25.058333,-0.017980,1.025002,0.021764,-0.057875,0.413502,0.051552,1.864941,0.017991,0.351899
3008,25.066667,-0.017979,1.025008,0.021767,-0.055972,0.413535,0.055697,1.865021,0.017962,0.351878
3009,25.075000,-0.017984,1.025006,0.021764,-0.054252,0.413767,0.059578,1.864948,0.017999,0.351898
3010,25.083333,-0.017973,1.025008,0.021762,-0.052594,0.413871,0.063340,1.865019,0.017944,0.351870
3011,25.091667,-0.017977,1.024999,0.021764,-0.050669,0.414196,0.067180,1.864914,0.017997,0.351905
3012,25.100000,-0.017973,1.025010,0.021766,-0.048986,0.414476,0.070785,1.864981,0.017976,0.351886
3013,25.108333,-0.017975,1.025008,0.021764,-0.046905,0.414665,0.074591,1.864890,0.018031,0.351917
3014,25.116667,-0.017976,1.025002,0.021761,-0.045125,0.415086,0.078210,1.865000,0.017977,0.351884
3015,25.125000,-0.017983,1.024994,0.021757,-0.043159,0.415285,0.081737,1.864854,0.018032,0.351923
3016,25.133333,-0.017983,1.025003,0.021766,-0.041301,0.415564,0.085316,1.864986,0.017979,0.351889
3017,25.141667,-0.017985,1.024997,0.021763,-0.039085,0.416030,0.088850,1.865013,0.017966,0.351878
3018,25.150000,-0.017971,1.024993,0.021760,-0.037204,0.416283,0.092213,1.865031,0.017947,0.351871
3019,25.158333,-0.017976,1.024996,0.021762,-0.035397,0.416784,0.095388,1.864968,0.017988,0.351892
3020,25.166667,-0.017976,1.024994,0.021763,-0.033388,0.417054,0.098500,1.864969,0.017982,0.351892
3021,25.175000,-0.017977,1.025000,0.021761,-0.031194,0.417611,0.101758,1.865012,0.017952,0.351877
3022,25.183333,-0.017974,1.024997,0.021761,-0.029233,0.417928,0.104733,1.864934,0.018008,0.351903
3023,25.191667,-0.017971,1.024994,0.021763,-0.027167,0.418428,0.107674,1.864956,0.017995,0.351895
3024,25.200000,-0.017978,1.025001,0.021768,-0.025135,0.418736,0.110508,1.864911,0.018007,0.351906
3025,25.208333,-0.017968,1.025003,0.021765,-0.023139,0.419174,0.113182,1.864905,0.018026,0.351914
3026,25.216667,-0.017974,1.025002,0.021768,-0.021038,0.419646,0.115931,1.864954,0.017997,0.351897
3027,25.225000,-0.017977,1.025000,0.021767,-0.019050,0.420046,0.118413,1.864988,0.017981,0.351887
3028,25.233333,-0.017976,1.024996,0.021768,-0.017015,0.420708,0.120905,1.864948,0.017991,0.351895
3029,25.241667,-0.017979,1.025004,0.021770,-0.015040,0.420918,0.123176,1.864475,0.017896,0.351812
3030,25.250000,-0.017973,1.025006,0.021769,-0.012888,0.421521,0.125440,1.864885,0.018038,0.351919
3031,25.258333,-0.017972,1.025004,0.021767,-0.011123,0.421794,0.127413,1.865022,0.017960,0.351876
3032,25.266667,-0.017973,1.025000,0.021770,-0.009053,0.422308,0.129398,1.864965,0.017984,0.351894
3033,25.275000,-0.017981,1.025005,0.021771,-0.007134,0.422592,0.131271,1.865004,0.017970,0.351882
3034,25.283333,-0.017971,1.025005,0.021768,-0.005071,0.423138,0.133090,1.865025,0.017945,0.351869
3035,25.291667,-0.017973,1.025009,0.021765,-0.003406,0.423428,0.134563,1.864982,0.017972,0.351887
3036,25.300000,-0.017973,1.025007,0.021766,-0.001500,0.423860,0.136050,1.864917,0.018011,0.351909
3037,25.308333,-0.017974,1.025004,0.021767,0.000403,0.424258,0.137480,1.865046,0.017950,0.351873
3038,25.316667,-0.017982,1.025002,0.021766,0.002277,0.424558,0.138758,1.864935,0.018002,0.351902
3039,25.325000,-0.017968,1.025004,0.021763,0.004083,0.424739,0.140002,1.864940,0.017999,0.351897
3040,25.333333,-0.017968,1.025012,0.021758,0.005816,0.425141,0.140883,1.865002,0.017964,0.351879
3041,25.341667,-0.017974,1.025008,0.021767,0.007472,0.425370,0.141846,1.864970,0.017968,0.351888
3042,25.350000,-0.017925,1.024960,0.021742,0.009155,0.425613,0.142478,1.864994,0.017965,0.351882
3043,25.358333,-0.017927,1.024957,0.021746,0.010950,0.425944,0.143139,1.864914,0.018009,0.351906
3044,25.366667,-0.017972,1.025003,0.021769,0.012528,0.426034,0.143709,1.864971,0.017991,0.351892
3045,25.375000,-0.017979,1.025002,0.021763,0.014110,0.426283,0.143946,1.864937,0.018009,0.351905
3046,25.383333,-0.017924,1.024968,0.021746,0.015668,0.426406,0.144201,1.864896,0.018026,0.351916
3047,25.391667,-0.017973,1.025009,0.021766,0.017018,0.426607,0.144343,1.864971,0.017998,0.351896
3048,25.400000,-0.017981,1.025006,0.021759,0.018620,0.426820,0.144260,1.865021,0.017950,0.351876
3049,25.408333,-0.017976,1.025008,0.021763,0.019916,0.426723,0.144124,1.864894,0.018036,0.351919
3050,25.416667,-0.017974,1.025008,0.021768,0.021346,0.426743,0.143937,1.864996,0.017971,0.351882
3051,25.425000,-0.017975,1.025004,0.021763,0.022455,0.426861,0.143414,1.864892,0.018009,0.351908
3052,25.433333,-0.017976,1.025010,0.021768,0.023840,0.426903,0.142855,1.864995,0.017979,0.351888
3053,25.441667,-0.017976,1.025016,0.021770,0.024985,0.426693,0.142165,1.864993,0.017969,0.351882
3054,25.450000,-0.017968,1.025008,0.021767,0.026100,0.426712,0.141480,1.864985,0.017966,0.351885
3055,25.458333,-0.017972,1.025008,0.021766,0.027175,0.426668,0.140526,1.864930,0.018008,0.351901
3056,25.466667,-0.017975,1.025005,0.021765,0.028257,0.426477,0.139393,1.865038,0.017962,0.351875
3057,25.475000,-0.017968,1.025010,0.021764,0.029235,0.426392,0.138228,1.864989,0.017965,0.351882
3058,25.483333,-0.017971,1.025008,0.021763,0.030104,0.426208,0.136955,1.864988,0.017955,0.351881
3059,25.491667,-0.017971,1.025002,0.021769,0.030956,0.425967,0.135466,1.864905,0.018018,0.351912
3060,25.500000,-0.017969,1.024994,0.021766,0.031654,0.425856,0.134039,1.864982,0.017989,0.351889
3061,25.508333,-0.017970,1.024994,0.021763,0.032521,0.425518,0.132447,1.865002,0.017962,0.351884
3062,25.516667,-0.017980,1.025000,0.021768,0.033059,0.425200,0.130533,1.864964,0.017991,0.351892
3063,25.525000,-0.017970,1.025001,0.021766,0.033662,0.424911,0.128741,1.864946,0.017985,0.351895
3064,25.533333,-0.017973,1.024999,0.021761,0.034102,0.424537,0.126678,1.865008,0.017952,0.351877
3065,25.541667,-0.017967,1.025001,0.021768,0.034727,0.424315,0.124655,1.865098,0.017919,0.351854
3066,25.550000,-0.017975,1.025005,0.021767,0.035064,0.423820,0.122431,1.865023,0.017943,0.351873
3067,25.558333,-0.017971,1.024999,0.021761,0.035442,0.423555,0.120221,1.865050,0.017939,0.351868
3068,25.566667,-0.017966,1.025002,0.021764,0.035719,0.423159,0.117828,1.865031,0.017950,0.351872
3069,25.575000,-0.017973,1.024999,0.021767,0.035861,0.422821,0.115259,1.864914,0.018004,0.351906
3070,25.583333,-0.017968,1.025002,0.021760,0.036045,0.422372,0.112679,1.864940,0.017980,0.351894
3071,25.591667,-0.017961,1.025002,0.021765,0.036177,0.421875,0.109988,1.864941,0.017984,0.351896
3072,25.600000,-0.017966,1.025001,0.021762,0.036163,0.421590,0.107167,1.864924,0.018005,0.351901
3073,25.608333,-0.017972,1.025003,0.021765,0.036138,0.421258,0.104342,1.864491,0.017844,0.351797
3074,25.616667,-0.017970,1.025001,0.021765,0.036021,0.420828,0.101387,1.865001,0.017964,0.351880
3075,25.625000,-0.017988,1.025017,0.021728,0.035738,0.420341,0.098406,1.864900,0.018027,0.351914
3076,25.633333,-0.017971,1.025004,0.021764,0.035424,0.419831,0.095231,1.864910,0.018011,0.351908
3077,25.641667,-0.017974,1.025000,0.021762,0.035119,0.419522,0.092014,1.864992,0.017986,0.351888
3078,25.650000,-0.017969,1.025011,0.021772,0.034783,0.419073,0.088853,1.864903,0.018032,0.351915
3079,25.658333,-0.017972,1.025007,0.021765,0.034343,0.418685,0.085594,1.865016,0.017959,0.351874
3080,25.666667,-0.017968,1.025007,0.021763,0.033733,0.418230,0.082087,1.864920,0.018019,0.351910
3081,25.675000,-0.017972,1.025009,0.021769,0.033053,0.417757,0.078590,1.865013,0.017958,0.351876
3082,25.683333,-0.017977,1.025007,0.021769,0.032588,0.417458,0.075251,1.864928,0.018010,0.351903
3083,25.691667,-0.017974,1.025010,0.021774,0.031735,0.417022,0.071719,1.864830,0.018055,0.351929
3084,25.700000,-0.017982,1.025006,0.021772,0.031075,0.416627,0.068117,1.864954,0.017990,0.351895
3085,25.708333,-0.017924,1.024966,0.021744,0.030093,0.416206,0.064494,1.864863,0.018052,0.351926
3086,25.716667,-0.017969,1.025014,0.021763,0.029181,0.415967,0.060859,1.864930,0.017991,0.351898
3087,25.725000,-0.017980,1.025004,0.021771,0.028267,0.415581,0.057229,1.864963,0.017992,0.351895
3088,25.733333,-0.017977,1.025001,0.021762,0.027081,0.415168,0.053397,1.864898,0.018043,0.351918
3089,25.741667,-0.017969,1.025010,0.021768,0.026045,0.414996,0.049669,1.864981,0.017981,0.351887
3090,25.750000,-0.017978,1.025005,0.021760,0.025039,0.414749,0.045955,1.865037,0.017954,0.351874
3091,25.758333,-0.017975,1.025009,0.021766,0.023640,0.414373,0.042013,1.864823,0.018075,0.351938
3092,25.766667,-0.017972,1.025012,0.021765,0.022485,0.414228,0.038316,1.864971,0.017974,0.351890
3093,25.775000,-0.017975,1.025007,0.021761,0.021223,0.414050,0.034442,1.864867,0.018021,0.351916
3094,25.783333,-0.017980,1.025007,0.021768,0.019546,0.413803,0.030561,1.865052,0.017947,0.351870
3095,25.791667,-0.017935,1.024967,0.021746,0.018407,0.413621,0.026750,1.864906,0.018012,0.351911
3096,25.800000,-0.017976,1.025010,0.021765,0.016915,0.413488,0.023039,1.865054,0.017944,0.351863
3097,25.808333,-0.017971,1.025016,0.021764,0.015254,0.413228,0.019292,1.864906,0.018017,0.351910
3098,25.816667,-0.017978,1.025007,0.021766,0.013760,0.413299,0.015350,1.864977,0.017977,0.351888
3099,25.825000,-0.017929,1.024963,0.021742,0.012174,0.413225,0.011598,1.864961,0.017995,0.351896
3100,25.833333,-0.017976,1.025012,0.021765,0.010461,0.413050,0.007893,1.864957,0.017991,0.351893
3101,25.841667,-0.017970,1.025009,0.021766,0.008793,0.413198,0.004125,1.865003,0.017986,0.351887
3102,25.850000,-0.017982,1.025010,0.021766,0.007112,0.413096,0.000362,1.864883,0.018070,0.351929
3103,25.858333,-0.017972,1.025014,0.021766,0.005238,0.413149,-0.003151,1.864831,0.018054,0.351931
3104,25.866667,-0.017983,1.025011,0.021772,0.003513,0.413184,-0.006837,1.864983,0.017972,0.351885
3105,25.875000,-0.017980,1.025015,0.021765,0.001587,0.413285,-0.010524,1.864940,0.017993,0.351898
3106,25.883333,-0.017931,1.024967,0.021743,-0.000245,0.413232,-0.013962,1.864895,0.018037,0.351916
3107,25.891667,-0.017984,1.025013,0.021770,-0.002112,0.413434,-0.017451,1.864823,0.018064,0.351938
3108,25.900000,-0.017987,1.025009,0.021765,-0.003977,0.413412,-0.020907,1.865058,0.017955,0.351870
3109,25.908333,-0.017985,1.025011,0.021765,-0.006072,0.413778,-0.024199,1.864993,0.017972,0.351887
3110,25.916667,-0.017979,1.025016,0.021767,-0.007915,0.413920,-0.027575,1.864998,0.017987,0.351888
3111,25.925000,-0.017980,1.025013,0.021767,-0.010051,0.414046,-0.030882,1.864955,0.017991,0.351894
3112,25.933333,-0.017980,1.025007,0.021765,-0.011896,0.414413,-0.033954,1.864961,0.017986,0.351890
3113,25.941667,-0.017978,1.025017,0.021769,-0.013935,0.414466,-0.037053,1.864926,0.017988,0.351898
3114,25.950000,-0.017930,1.024972,0.021753,-0.015993,0.414806,-0.040022,1.864975,0.017968,0.351888
3115,25.958333,-0.017973,1.025011,0.021772,-0.017953,0.414991,-0.042885,1.864970,0.017971,0.351886
3116,25.966667,-0.017976,1.025014,0.021775,-0.019969,0.415283,-0.045862,1.864869,0.018037,0.351921
3117,25.975000,-0.017973,1.025012,0.021775,-0.022216,0.415605,-0.048584,1.864976,0.017985,0.351889
3118,25.983333,-0.017974,1.025016,0.021772,-0.024147,0.415784,-0.051290,1.864920,0.018007,0.351904
3119,25.991667,-0.017983,1.025014,0.021772,-0.026168,0.416108,-0.053931,1.864936,0.018005,0.351904
3120,26.000000,-0.017975,1.025023,0.021769,-0.028244,0.416536,-0.056506,1.864987,0.017965,0.351882
3121,26.008333,-0.017974,1.025011,0.021770,-0.030131,0.416701,-0.058815,1.864989,0.017971,0.351882
3122,26.016667,-0.017977,1.025019,0.021775,-0.032388,0.417147,-0.061171,1.865042,0.017953,0.351873
3123,26.025000,-0.017982,1.025006,0.021772,-0.034315,0.417321,-0.063261,1.865058,0.017948,0.351868
3124,26.033333,-0.017935,1.024968,0.021749,-0.036327,0.417689,-0.065359,1.864824,0.018075,0.351941
3125,26.041667,-0.017977,1.025009,0.021779,-0.038339,0.418077,-0.067290,1.865028,0.017966,0.351878
3126,26.050000,-0.017935,1.024967,0.021747,-0.040147,0.418189,-0.069056,1.865021,0.017950,0.351876
3127,26.058333,-0.017976,1.025013,0.021770,-0.042137,0.418676,-0.071011,1.864910,0.018028,0.351916
3128,26.066667,-0.017984,1.025007,0.021777,-0.044169,0.418990,-0.072557,1.864950,0.018014,0.351903
3129,26.075000,-0.017979,1.025010,0.021775,-0.046043,0.419110,-0.074262,1.864989,0.017973,0.351885
3130,26.083333,-0.017986,1.025003,0.021769,-0.047850,0.419462,-0.075420,1.864953,0.017982,0.351891
3131,26.091667,-0.017986,1.025013,0.021774,-0.049686,0.419678,-0.076865,1.864924,0.018026,0.351910
3132,26.100000,-0.017978,1.025010,0.021776,-0.051603,0.419920,-0.078001,1.864917,0.018016,0.351907
3133,26.108333,-0.017985,1.025011,0.021768,-0.053252,0.420205,-0.078884,1.864989,0.017978,0.351885
3134,26.116667,-0.017986,1.025020,0.021775,-0.055018,0.420538,-0.079902,1.865003,0.017950,0.351880
3135,26.125000,-0.017987,1.025013,0.021773,-0.056692,0.420653,-0.080779,1.865020,0.017954,0.351874
3136,26.133333,-0.017996,1.025012,0.021773,-0.058446,0.420808,-0.081429,1.864942,0.017999,0.351901
3137,26.141667,-0.017982,1.025020,0.021773,-0.059968,0.421106,-0.081960,1.864912,0.018018,0.351909
3138,26.150000,-0.017984,1.025019,0.021779,-0.061626,0.421105,-0.082330,1.864916,0.018010,0.351908
3139,26.158333,-0.017980,1.025018,0.021772,-0.063204,0.421279,-0.082698,1.864905,0.018026,0.351912
3140,26.166667,-0.017992,1.025037,0.021730,-0.064697,0.421442,-0.082907,1.864952,0.018003,0.351899
3141,26.175000,-0.017981,1.025025,0.021776,-0.066075,0.421526,-0.082885,1.864959,0.017996,0.351894
3142,26.183333,-0.017974,1.025019,0.021767,-0.067544,0.421635,-0.082834,1.864942,0.018003,0.351903
3143,26.191667,-0.017978,1.025012,0.021767,-0.068845,0.421679,-0.082659,1.864979,0.017984,0.351890
3144,26.200000,-0.017973,1.025017,0.021774,-0.070116,0.421758,-0.082235,1.865006,0.017978,0.351884
3145,26.208333,-0.017983,1.025011,0.021771,-0.071359,0.421812,-0.081725,1.864982,0.017968,0.351886
3146,26.216667,-0.017982,1.025015,0.021773,-0.072636,0.421627,-0.081252,1.864898,0.018028,0.351916
3147,26.225000,-0.017983,1.025015,0.021771,-0.073774,0.421674,-0.080603,1.864877,0.018030,0.351918
3148,26.233333,-0.017979,1.025022,0.021772,-0.074786,0.421725,-0.079563,1.864886,0.018033,0.351917
3149,26.241667,-0.017981,1.025014,0.021767,-0.075822,0.421574,-0.078677,1.865096,0.017941,0.351857
3150,26.250000,-0.017980,1.025026,0.021768,-0.076789,0.421427,-0.077598,1.864974,0.017985,0.351890
3151,26.258333,-0.017978,1.025016,0.021769,-0.077795,0.421298,-0.076584,1.864983,0.017970,0.351887
3152,26.266667,-0.017998,1.025039,0.021733,-0.078567,0.421333,-0.074998,1.864892,0.018023,0.351912
3153,26.275000,-0.017978,1.025019,0.021771,-0.079301,0.421118,-0.073700,1.865007,0.017954,0.351875
3154,26.283333,-0.017992,1.025016,0.021773,-0.080032,0.420890,-0.072153,1.864944,0.017995,0.351901
3155,26.291667,-0.017985,1.025016,0.021767,-0.080619,0.420521,-0.070313,1.864898,0.018026,0.351915
3156,26.300000,-0.017980,1.025012,0.021764,-0.081243,0.420407,-0.068725,1.864959,0.018001,0.351898
3157,26.308333,-0.017998,1.025024,0.021723,-0.081750,0.420200,-0.066757,1.864972,0.018001,0.351896
3158,26.316667,-0.017982,1.025020,0.021771,-0.082155,0.420021,-0.064722,1.864946,0.018013,0.351902
3159,26.325000,-0.017983,1.025021,0.021763,-0.082543,0.419837,-0.062456,1.864962,0.017994,0.351893
3160,26.333333,-0.017980,1.025014,0.021771,-0.082864,0.419546,-0.060212,1.865027,0.017957,0.351875
3161,26.341667,-0.017983,1.025015,0.021770,-0.083278,0.419192,-0.058105,1.864939,0.017991,0.351898
3162,26.350000,-0.017982,1.025015,0.021773,-0.083364,0.418979,-0.055603,1.864981,0.017984,0.351888
3163,26.358333,-0.017982,1.025015,0.021772,-0.083360,0.418590,-0.053057,1.864951,0.017992,0.351896
3164,26.366667,-0.017980,1.025018,0.021773,-0.083353,0.418184,-0.050434,1.864939,0.018019,0.351908
3165,26.375000,-0.017984,1.025017,0.021771,-0.083333,0.417945,-0.047699,1.864966,0.017979,0.351893
3166,26.383333,-0.017985,1.025012,0.021770,-0.083247,0.417666,-0.045018,1.865103,0.017924,0.351854
3167,26.391667,-0.017989,1.025013,0.021774,-0.083035,0.417385,-0.042012,1.864934,0.017994,0.351901
3168,26.400000,-0.017980,1.025011,0.021778,-0.082833,0.417069,-0.039066,1.864939,0.018007,0.351903
3169,26.408333,-0.017979,1.025008,0.021774,-0.082533,0.416830,-0.036037,1.864990,0.017966,0.351882
3170,26.416667,-0.017976,1.025016,0.021773,-0.082185,0.416531,-0.032915,1.864896,0.018030,0.351914
3171,26.425000,-0.017982,1.025008,0.021773,-0.081852,0.416343,-0.029819,1.864950,0.017987,0.351898
