Frame,Time,Pendulum_X,Pendulum_Y,Pendulum_Z,Top_X,Top_Y,Top_Z
2889,24.075,-0.307979,0.450517,-0.012817,-0.001371,1.02136,0.024749
2890,24.083333,-0.316691,0.455395,-0.014318,-0.001366,1.02137,0.024759
2891,24.091667,-0.325195,0.460077,-0.015865,-0.00137,1.021375,0.024751
2892,24.1,-0.333304,0.464821,-0.017323,-0.001371,1.021383,0.024745
2893,24.108333,-0.341082,0.469497,-0.018839,-0.001367,1.02139,0.024747
2894,24.116667,-0.348459,0.473909,-0.020275,-0.00137,1.021397,0.024742
2895,24.125,-0.355433,0.4784,-0.02152,-0.001364,1.021402,0.024742
2896,24.133333,-0.362032,0.482836,-0.022869,-0.001362,1.021413,0.024703
2897,24.141667,-0.368354,0.486958,-0.024063,-0.001362,1.021417,0.024738
2898,24.15,-0.374213,0.491057,-0.02528,-0.00136,1.021427,0.024694
2899,24.158333,-0.379692,0.495048,-0.026406,-0.001362,1.021432,0.024735
2900,24.166667,-0.38485,0.498764,-0.027494,-0.001358,1.021439,0.024696
2901,24.175,-0.389621,0.502341,-0.028511,-0.001354,1.021441,0.024732
2902,24.183333,-0.394004,0.505707,-0.02937,-0.001349,1.021449,0.024692
2903,24.191667,-0.398095,0.508798,-0.030308,-0.00135,1.021456,0.02473
2904,24.2,-0.401747,0.511738,-0.031104,-0.001346,1.021457,0.024732
2905,24.208333,-0.405207,0.514444,-0.032004,-0.001381,1.021499,0.024639
2906,24.216667,-0.408191,0.516857,-0.032748,-0.001335,1.021462,0.024687
2907,24.225,-0.410786,0.518956,-0.033308,-0.001337,1.021471,0.02473
2908,24.233333,-0.41303,0.52087,-0.033933,-0.00137,1.02151,0.024634
2909,24.241667,-0.414985,0.522498,-0.034549,-0.001362,1.021507,0.024632
2910,24.25,-0.416669,0.523809,-0.035115,-0.001361,1.021514,0.024632
2911,24.258333,-0.417866,0.524997,-0.035543,-0.001362,1.021514,0.024635
2912,24.266667,-0.418747,0.525789,-0.035838,-0.001327,1.021485,0.024686
2913,24.275,-0.419367,0.526312,-0.036343,-0.001318,1.021483,0.024683
2914,24.283333,-0.419574,0.526486,-0.036563,-0.001363,1.021521,0.024632
2915,24.291667,-0.419413,0.526398,-0.036766,-0.001331,1.021482,0.024686
2916,24.3,-0.419013,0.52607,-0.036988,-0.001324,1.021487,0.024684
2917,24.308333,-0.418328,0.525467,-0.037209,-0.001336,1.021476,0.02468
2918,24.316667,-0.417,0.524629,-0.037092,-0.001335,1.021481,0.024683
2919,24.325,-0.415577,0.523426,-0.037193,-0.001364,1.021511,0.024638
2920,24.333333,-0.413801,0.521906,-0.037188,-0.001333,1.02148,0.024686
2921,24.341667,-0.411648,0.52016,-0.037112,-0.001332,1.02148,0.024683
2922,24.35,-0.409189,0.518151,-0.036924,-0.001335,1.021475,0.024688
2923,24.358333,-0.406268,0.515871,-0.036672,-0.001337,1.021473,0.024687
2924,24.366667,-0.403078,0.513415,-0.036478,-0.001374,1.021506,0.024634
2925,24.375,-0.399536,0.510539,-0.036178,-0.001349,1.021457,0.024686
2926,24.383333,-0.395548,0.507564,-0.035702,-0.001347,1.021461,0.024693
2927,24.391667,-0.391329,0.504316,-0.035291,-0.001353,1.021454,0.024691
2928,24.4,-0.386688,0.500919,-0.03478,-0.001349,1.021453,0.024685
2929,24.408333,-0.381816,0.497297,-0.034291,-0.001351,1.021448,0.024696
2930,24.416667,-0.376388,0.493485,-0.033581,-0.001384,1.021476,0.024646
2931,24.425,-0.370688,0.489494,-0.032931,-0.001349,1.021433,0.024694
2932,24.433333,-0.364452,0.485439,-0.031991,-0.001356,1.021425,0.024742
2933,24.441667,-0.358145,0.481023,-0.031334,-0.001363,1.021423,0.024743
2934,24.45,-0.351281,0.476662,-0.030457,-0.001367,1.021412,0.024696
2935,24.458333,-0.344151,0.472086,-0.029509,-0.001371,1.021412,0.024744
2936,24.466667,-0.336542,0.467597,-0.028498,-0.00137,1.021403,0.024742
2937,24.475,-0.328704,0.462805,-0.027403,-0.001363,1.021393,0.024738
2938,24.483333,-0.320255,0.458297,-0.026204,-0.001368,1.021382,0.024746
2939,24.491667,-0.311672,0.453416,-0.025052,-0.001367,1.021376,0.024746
2940,24.5,-0.302686,0.448733,-0.023739,-0.001375,1.021373,0.02475
2941,24.508333,-0.293398,0.443785,-0.022575,-0.001372,1.021367,0.024752
2942,24.516667,-0.28361,0.439102,-0.021041,-0.001367,1.021354,0.024755
2943,24.525,-0.27356,0.434503,-0.019642,-0.001335,1.021319,0.02479
2944,24.533333,-0.263184,0.4299,-0.018152,-0.001424,1.021284,0.024726
2945,24.541667,-0.252408,0.425395,-0.016506,-0.001319,1.021302,0.02479
2946,24.55,-0.241357,0.42101,-0.014839,-0.00132,1.021292,0.02479
2947,24.558333,-0.230104,0.416537,-0.013354,-0.001314,1.021293,0.0248
2948,24.566667,-0.218436,0.4132,-0.010668,-0.001312,1.021275,0.024792
2949,24.575,-0.206507,0.40835,-0.009735,-0.0013,1.021267,0.024798
2950,24.583333,-0.194279,0.405291,-0.007035,-0.001299,1.021261,0.024798
2951,24.591667,-0.181872,0.401614,-0.005072,-0.001282,1.021261,0.024802
2952,24.6,-0.169083,0.398306,-0.003152,-0.001267,1.021241,0.024852
2953,24.608333,-0.155746,0.393361,-0.001867,-0.001295,1.021171,0.024839
2954,24.616667,-0.143118,0.391055,0.000337,-0.001233,1.021227,0.024805
2955,24.625,-0.129873,0.388318,0.002218,-0.00124,1.021222,0.02475
2956,24.633333,-0.116196,0.385917,0.004427,-0.00122,1.021225,0.024854
2957,24.641667,-0.102006,0.38326,0.006796,-0.001195,1.021206,0.024798
2958,24.65,-0.088338,0.381329,0.008741,-0.001188,1.021214,0.024746
2959,24.658333,-0.07486,0.380821,0.011633,-0.001169,1.021213,0.024745
2960,24.666667,-0.060291,0.378634,0.013462,-0.001147,1.021205,0.024803
2961,24.675,-0.046466,0.378043,0.016043,-0.001131,1.021202,0.024796
2962,24.683333,-0.032765,0.377932,0.018449,-0.001114,1.021201,0.024793
2963,24.691667,-0.018031,0.377067,0.020633,-0.001041,1.02115,0.024792
2964,24.7,-0.004037,0.377027,0.022881,-0.001078,1.021204,0.024791
2965,24.708333,0.010243,0.377322,0.025266,-0.001067,1.021191,0.024787
2966,24.716667,0.024266,0.377972,0.02758,-0.001004,1.021166,0.024734
2967,24.725,0.038367,0.378951,0.030059,-0.00097,1.02115,0.024775
2968,24.733333,0.052276,0.380051,0.032237,-0.000953,1.021156,0.024776
2969,24.741667,0.066147,0.381599,0.034602,-0.000941,1.021153,0.024769
2970,24.75,0.079872,0.383454,0.03689,-0.000914,1.021158,0.024763
2971,24.758333,0.093429,0.385513,0.039145,-0.000899,1.021168,0.024759
2972,24.766667,0.106812,0.388045,0.041462,-0.000879,1.021163,0.024758
2973,24.775,0.120015,0.390538,0.043706,-0.000864,1.021177,0.024756
2974,24.783333,0.132997,0.393488,0.045895,-0.000842,1.021177,0.024752
2975,24.791667,0.1458,0.396617,0.048159,-0.000844,1.021197,0.024691
2976,24.8,0.158334,0.399911,0.050314,-0.000822,1.021191,0.024752
2977,24.808333,0.17064,0.403386,0.052451,-0.000815,1.021214,0.024689
2978,24.816667,0.182692,0.407139,0.054588,-0.000805,1.021206,0.024678
2979,24.825,0.194447,0.411053,0.056558,-0.000777,1.021214,0.024674
2980,24.833333,0.205932,0.415093,0.058608,-0.000699,1.021242,0.024747
2981,24.841667,0.217119,0.419321,0.060643,-0.000691,1.021242,0.024738
2982,24.85,0.228004,0.42364,0.06259,-0.000745,1.021237,0.024665
2983,24.858333,0.238566,0.428014,0.064363,-0.000662,1.021258,0.024732
2984,24.866667,0.248703,0.432559,0.066225,-0.000651,1.021265,0.024729
2985,24.875,0.259234,0.438084,0.067999,-0.000641,1.021274,0.024675
2986,24.883333,0.268767,0.442709,0.069647,-0.000637,1.021281,0.024676
2987,24.891667,0.277918,0.447136,0.071307,-0.000628,1.021294,0.024671
2988,24.9,0.286723,0.452145,0.073119,-0.000627,1.021301,0.024669
2989,24.908333,0.295141,0.45652,0.074505,-0.000621,1.021308,0.024665
2990,24.916667,0.303268,0.461164,0.076062,-0.000612,1.021317,0.024664
2991,24.925,0.311027,0.465752,0.077771,-0.000606,1.021324,0.02466
2992,24.933333,0.318345,0.470245,0.079052,-0.00061,1.021329,0.024653
2993,24.941667,0.32525,0.474546,0.080332,-0.000603,1.02133,0.024646
2994,24.95,0.33204,0.479059,0.082071,-0.000595,1.021349,0.024653
2995,24.958333,0.338295,0.483319,0.083134,-0.000597,1.021353,0.02465
2996,24.966667,0.3442,0.487092,0.084381,-0.000598,1.021356,0.024646
2997,24.975,0.350025,0.491125,0.085731,-0.000594,1.021364,0.024642
2998,24.983333,0.354937,0.494817,0.086612,-0.000588,1.021364,0.02464
2999,24.991667,0.35994,0.498389,0.087915,-0.000589,1.02137,0.024643
3000,25,0.364239,0.501522,0.088547,-0.000594,1.021375,0.024642
3001,25.008333,0.368484,0.505023,0.089839,-0.000589,1.021378,0.024641
3002,25.016667,0.372182,0.507797,0.090419,-0.000595,1.021384,0.024637
3003,25.025,0.375746,0.510583,0.091439,-0.000649,1.021439,0.02464
3004,25.033333,0.378476,0.512633,0.091981,-0.000591,1.021386,0.024635
3005,25.041667,0.381303,0.514985,0.092833,-0.000593,1.021399,0.024637
3006,25.05,0.383684,0.516916,0.093375,-0.000641,1.021448,0.024634
3007,25.058333,0.385748,0.518578,0.094166,-0.000649,1.021442,0.024629
3008,25.066667,0.387214,0.519925,0.094538,-0.000647,1.02145,0.024633
3009,25.075,0.388541,0.521035,0.095062,-0.000653,1.021455,0.024634
3010,25.083333,0.389564,0.522028,0.095591,-0.000587,1.021403,0.024631
3011,25.091667,0.390203,0.522455,0.095881,-0.000639,1.021449,0.024628
3012,25.1,0.390554,0.522869,0.096263,-0.00064,1.021448,0.024627
3013,25.108333,0.390492,0.522865,0.096732,-0.000586,1.021407,0.024623
3014,25.116667,0.390045,0.522451,0.096826,-0.000587,1.021407,0.024627
3015,25.125,0.389175,0.521797,0.096665,-0.000586,1.021406,0.024635
3016,25.133333,0.388271,0.521109,0.09685,-0.000581,1.021406,0.024633
3017,25.141667,0.386697,0.519761,0.096821,-0.000564,1.021492,0.024692
3018,25.15,0.385107,0.518566,0.096723,-0.000584,1.021397,0.024626
3019,25.158333,0.382768,0.516742,0.096571,-0.000635,1.021449,0.024634
3020,25.166667,0.380242,0.514705,0.09631,-0.000566,1.021485,0.024689
3021,25.175,0.377576,0.512671,0.096272,-0.000577,1.021396,0.024626
3022,25.183333,0.374557,0.510305,0.096038,-0.000575,1.021392,0.024627
3023,25.191667,0.370959,0.507616,0.095866,-0.000584,1.021386,0.024636
3024,25.2,0.367023,0.504519,0.09514,-0.000577,1.021386,0.024636
3025,25.208333,0.36276,0.501364,0.094671,-0.000639,1.021429,0.024638
3026,25.216667,0.358291,0.498139,0.094346,-0.000586,1.021377,0.02464
3027,25.225,0.353366,0.494637,0.093738,-0.000586,1.021373,0.024635
3028,25.233333,0.348096,0.49115,0.093302,-0.000588,1.021365,0.02464
3029,25.241667,0.342438,0.487156,0.092171,-0.000584,1.021361,0.024643
3030,25.25,0.33644,0.483004,0.09169,-0.000581,1.021358,0.024651
3031,25.258333,0.330168,0.478793,0.090651,-0.000585,1.021349,0.024649
3032,25.266667,0.323319,0.474475,0.089635,-0.000588,1.021341,0.024648
3033,25.275,0.316172,0.470097,0.088804,-0.000589,1.021331,0.024644
3034,25.283333,0.308819,0.465705,0.087882,-0.000591,1.021332,0.024649
3035,25.291667,0.300962,0.461224,0.086741,-0.000595,1.021317,0.024648
3036,25.3,0.292746,0.456423,0.085221,-0.000601,1.021317,0.024652
3037,25.308333,0.284059,0.451885,0.083855,-0.000613,1.021304,0.024656
3038,25.316667,0.275309,0.447013,0.082494,-0.00062,1.021294,0.02466
3039,25.325,0.265957,0.442442,0.08119,-0.000619,1.02129,0.02466
3040,25.333333,0.256378,0.43789,0.079832,-0.000625,1.021287,0.024662
3041,25.341667,0.246025,0.432494,0.078564,-0.000642,1.021278,0.024713
3042,25.35,0.235903,0.428013,0.077208,-0.000652,1.021268,0.024718
3043,25.358333,0.22519,0.423589,0.075434,-0.000667,1.021266,0.024721
3044,25.366667,0.214411,0.419292,0.073802,-0.000662,1.021255,0.024728
3045,25.375,0.203223,0.415153,0.072097,-0.000753,1.021233,0.024655
3046,25.383333,0.191715,0.411087,0.070221,-0.000691,1.021235,0.024733
3047,25.391667,0.180028,0.407192,0.068445,-0.000771,1.02122,0.024668
3048,25.4,0.168029,0.403424,0.066542,-0.000778,1.021201,0.024724
3049,25.408333,0.155626,0.399983,0.064585,-0.000802,1.021203,0.024677
3050,25.416667,0.14315,0.396774,0.062592,-0.000732,1.021201,0.024806
3051,25.425,0.13055,0.393629,0.0606,-0.000814,1.021186,0.024737
3052,25.433333,0.117489,0.390745,0.058389,-0.000842,1.021171,0.024738
3053,25.441667,0.104362,0.388096,0.056188,-0.000853,1.021169,0.024742
3054,25.45,0.091167,0.385746,0.054057,-0.000864,1.021165,0.024748
3055,25.458333,0.077739,0.383729,0.051879,-0.000882,1.021166,0.024752
3056,25.466667,0.064063,0.381764,0.049523,-0.000905,1.021161,0.024758
3057,25.475,0.050354,0.380313,0.047247,-0.000924,1.021159,0.024762
3058,25.483333,0.036562,0.379129,0.044934,-0.000943,1.02115,0.024765
3059,25.491667,0.022749,0.378147,0.042542,-0.000958,1.021154,0.024771
3060,25.5,0.008856,0.377523,0.040302,-0.001036,1.0212,0.024773
3061,25.508333,-0.005623,0.377784,0.037931,-0.000989,1.021155,0.02478
3062,25.516667,-0.019018,0.377167,0.035462,-0.001007,1.02115,0.024777
3063,25.525,-0.032996,0.377472,0.032972,-0.00108,1.021204,0.024781
3064,25.533333,-0.047058,0.378088,0.030424,-0.001108,1.021197,0.024785
3065,25.541667,-0.060739,0.378536,0.027736,-0.001121,1.021202,0.024793
3066,25.55,-0.075048,0.380763,0.025828,-0.00113,1.0212,0.024794
3067,25.558333,-0.088229,0.381052,0.022829,-0.001146,1.021207,0.024795
3068,25.566667,-0.101808,0.382697,0.020177,-0.001162,1.021211,0.024794
3069,25.575,-0.115397,0.385322,0.017296,-0.001228,1.021157,0.024738
3070,25.583333,-0.12889,0.388986,0.016409,-0.001198,1.021229,0.024748
3071,25.591667,-0.142026,0.391483,0.013943,-0.001263,1.021162,0.024834
3072,25.6,-0.154819,0.394482,0.01168,-0.001272,1.021181,0.024782
3073,25.608333,-0.167616,0.397453,0.009304,-0.001288,1.02119,0.024782
3074,25.616667,-0.179997,0.400773,0.007013,-0.001291,1.021189,0.024735
3075,25.625,-0.192278,0.404171,0.004682,-0.001259,1.021248,0.024846
3076,25.633333,-0.204232,0.407902,0.00245,-0.001273,1.021263,0.024791
3077,25.641667,-0.21577,0.411074,-0.000306,-0.001285,1.021267,0.024794
3078,25.65,-0.227218,0.415015,-0.002522,-0.001292,1.021283,0.02479
3079,25.658333,-0.238343,0.419136,-0.00462,-0.001294,1.021287,0.024792
3080,25.666667,-0.249008,0.423486,-0.006536,-0.0013,1.021298,0.024791
3081,25.675,-0.259554,0.427806,-0.008688,-0.001312,1.021304,0.024795
3082,25.683333,-0.269607,0.432107,-0.010495,-0.001311,1.021306,0.024784
3083,25.691667,-0.279519,0.436734,-0.012569,-0.001317,1.021313,0.024794
3084,25.7,-0.288853,0.441189,-0.014137,-0.00136,1.021353,0.024752
3085,25.708333,-0.298061,0.44578,-0.016123,-0.001319,1.021327,0.024786
3086,25.716667,-0.306726,0.45041,-0.017719,-0.001328,1.021337,0.024784
3087,25.725,-0.315135,0.454868,-0.019429,-0.001356,1.021373,0.024712
3088,25.733333,-0.323255,0.459342,-0.021044,-0.001366,1.021374,0.024747
3089,25.741667,-0.330898,0.463937,-0.022596,-0.001359,1.021393,0.024751
3090,25.75,-0.338202,0.46821,-0.024092,-0.001357,1.0214,0.024748
3091,25.758333,-0.345229,0.472566,-0.025577,-0.001355,1.021403,0.024743
3092,25.766667,-0.351844,0.476709,-0.026969,-0.001354,1.021412,0.024703
3093,25.775,-0.358114,0.480763,-0.028304,-0.001357,1.021414,0.024739
3094,25.783333,-0.363864,0.484773,-0.029441,-0.00135,1.021424,0.024698
3095,25.791667,-0.369442,0.488477,-0.030817,-0.001347,1.021431,0.024697
3096,25.8,-0.374616,0.492048,-0.031874,-0.001352,1.021435,0.024692
3097,25.808333,-0.379418,0.495585,-0.033004,-0.001346,1.02144,0.024692
3098,25.816667,-0.383786,0.498742,-0.03401,-0.001339,1.02144,0.024688
3099,25.825,-0.38785,0.501863,-0.034925,-0.001336,1.021452,0.024694
3100,25.833333,-0.391627,0.504608,-0.035841,-0.001346,1.021457,0.024691
3101,25.841667,-0.394978,0.507289,-0.036651,-0.00136,1.021489,0.024638
3102,25.85,-0.398047,0.509563,-0.037492,-0.001359,1.0215,0.024636
3103,25.858333,-0.400786,0.511758,-0.03827,-0.001364,1.021505,0.024639
3104,25.866667,-0.403091,0.513687,-0.038872,-0.001333,1.021465,0.024686
3105,25.875,-0.405088,0.515294,-0.039437,-0.001364,1.0215,0.024636
3106,25.883333,-0.406693,0.516674,-0.040017,-0.001332,1.021474,0.024685
3107,25.891667,-0.408004,0.517739,-0.04046,-0.00135,1.02151,0.024631
3108,25.9,-0.409068,0.518606,-0.040934,-0.001362,1.021507,0.024628
3109,25.908333,-0.409671,0.519095,-0.041251,-0.001364,1.021511,0.024632
3110,25.916667,-0.409971,0.519368,-0.041545,-0.001326,1.02147,0.02468
3111,25.925,-0.409913,0.519418,-0.041775,-0.001326,1.02148,0.024682
3112,25.933333,-0.40957,0.519153,-0.041986,-0.001325,1.021477,0.024679
3113,25.941667,-0.408874,0.518527,-0.042185,-0.001331,1.021477,0.02468
3114,25.95,-0.407783,0.517761,-0.0422,-0.001325,1.021472,0.024679
3115,25.958333,-0.406398,0.516758,-0.042206,-0.001325,1.021478,0.024683
3116,25.966667,-0.404709,0.515196,-0.04212,-0.001365,1.021506,0.024633
3117,25.975,-0.402611,0.5137,-0.042013,-0.001362,1.021509,0.024629
3118,25.983333,-0.400204,0.511804,-0.041817,-0.001334,1.02147,0.024685
3119,25.991667,-0.397391,0.50977,-0.041543,-0.001338,1.021466,0.024681
3120,26,-0.394318,0.507419,-0.041269,-0.001374,1.021491,0.024633
3121,26.008333,-0.390943,0.504728,-0.040912,-0.001343,1.021458,0.024685
3122,26.016667,-0.387093,0.501909,-0.040444,-0.001344,1.021454,0.024727
3123,26.025,-0.383044,0.498894,-0.039983,-0.001349,1.021452,0.024685
3124,26.033333,-0.378472,0.495661,-0.039403,-0.001353,1.021446,0.024686
3125,26.041667,-0.373595,0.492274,-0.038754,-0.00138,1.021476,0.024635
3126,26.05,-0.368369,0.488612,-0.038012,-0.001355,1.021442,0.024693
3127,26.058333,-0.36292,0.484799,-0.037254,-0.001358,1.021433,0.024691
3128,26.066667,-0.356942,0.481019,-0.036526,-0.00136,1.021427,0.02469
3129,26.075,-0.35058,0.476898,-0.035426,-0.001358,1.021418,0.024691
3130,26.083333,-0.344055,0.472676,-0.034568,-0.001367,1.021417,0.024694
3131,26.091667,-0.337062,0.468409,-0.033524,-0.001365,1.02141,0.024697
3132,26.1,-0.329779,0.463918,-0.032508,-0.001376,1.021403,0.024744
3133,26.108333,-0.321867,0.459662,-0.031264,-0.001373,1.021389,0.024703
3134,26.116667,-0.313785,0.455104,-0.030045,-0.001368,1.021387,0.024701
3135,26.125,-0.305523,0.45047,-0.028731,-0.001367,1.021384,0.024751
3136,26.133333,-0.296699,0.446013,-0.027376,-0.001434,1.021318,0.024714
3137,26.141667,-0.287541,0.4415,-0.02592,-0.001365,1.021368,0.024704
3138,26.15,-0.278092,0.437051,-0.024392,-0.001408,1.021293,0.024735
3139,26.158333,-0.268321,0.432508,-0.022748,-0.001327,1.021321,0.024785
3140,26.166667,-0.258211,0.428043,-0.0212,-0.001324,1.021317,0.024786
3141,26.175,-0.247761,0.42377,-0.01939,-0.001317,1.021307,0.024783
3142,26.183333,-0.237016,0.419465,-0.017692,-0.001315,1.021304,0.024789
3143,26.191667,-0.225945,0.415319,-0.015775,-0.00137,1.021235,0.024757
3144,26.2,-0.214726,0.411259,-0.013987,-0.001302,1.021285,0.024789
3145,26.208333,-0.203106,0.408222,-0.011272,-0.001287,1.02127,0.024788
3146,26.216667,-0.191146,0.404626,-0.009208,-0.00128,1.021273,0.024794
3147,26.225,-0.178889,0.399571,-0.008482,-0.00127,1.021264,0.024793
3148,26.233333,-0.166829,0.396473,-0.006056,-0.001262,1.021254,0.024788
3149,26.241667,-0.154287,0.39361,-0.003496,-0.001251,1.02124,0.02485
3150,26.25,-0.14151,0.390788,-0.00145,-0.001278,1.021176,0.02484
3151,26.258333,-0.128517,0.388149,0.000776,-0.001251,1.021172,0.024786
3152,26.266667,-0.114762,0.385321,0.003306,-0.001206,1.021223,0.024845
3153,26.275,-0.102183,0.384145,0.005909,-0.001179,1.021219,0.024791
3154,26.283333,-0.088145,0.381345,0.007916,-0.00121,1.021147,0.024782
3155,26.291667,-0.074525,0.379874,0.010373,-0.001155,1.021207,0.024787
3156,26.3,-0.061506,0.379567,0.013141,-0.001183,1.021146,0.024783
3157,26.308333,-0.047718,0.378625,0.015717,-0.001121,1.021204,0.024788
3158,26.316667,-0.033538,0.377472,0.018008,-0.001106,1.0212,0.024788
3159,26.325,-0.01975,0.377059,0.020533,-0.001091,1.021201,0.024785
3160,26.333333,-0.006072,0.37704,0.022805,-0.001077,1.0212,0.024785
3161,26.341667,0.007784,0.377243,0.025389,-0.001061,1.02121,0.024786
3162,26.35,0.021458,0.37779,0.027977,-0.000995,1.021168,0.024724
3163,26.358333,0.034714,0.37932,0.030701,-0.001028,1.02121,0.024784
3164,26.366667,0.048778,0.379887,0.032956,-0.00095,1.021154,0.024777
3165,26.375,0.062188,0.381172,0.035317,-0.000932,1.021161,0.024772
3166,26.383333,0.075592,0.382909,0.037808,-0.00093,1.021177,0.024711
3167,26.391667,0.088712,0.38495,0.040413,-0.000902,1.021169,0.024761
3168,26.4,0.101792,0.387002,0.042706,-0.000881,1.021171,0.024754
3169,26.408333,0.114877,0.389529,0.04519,-0.000877,1.021187,0.024705
3170,26.416667,0.127498,0.392272,0.047596,-0.000865,1.021201,0.024696
3171,26.425,0.14002,0.395237,0.049902,-0.000851,1.021194,0.024687
3172,26.433333,0.152244,0.398398,0.052191,-0.000841,1.021201,0.024689
3173,26.441667,0.164244,0.401744,0.054437,-0.000816,1.021198,0.024738
3174,26.45,0.176151,0.405182,0.056742,-0.000812,1.021213,0.024674
3175,26.458333,0.18756,0.408941,0.058878,-0.000798,1.021218,0.024674
3176,26.466667,0.198771,0.412703,0.061008,-0.000794,1.021223,0.024671
3177,26.475,0.209824,0.416815,0.063271,-0.000783,1.021233,0.024665
3178,26.483333,0.220351,0.420912,0.065212,-0.000765,1.021236,0.024661
3179,26.491667,0.230882,0.425139,0.067431,-0.000761,1.021252,0.024661
3180,26.5,0.240836,0.429302,0.069358,-0.000675,1.02127,0.024678
3181,26.508333,0.250478,0.433788,0.070706,-0.000743,1.021266,0.024654
3182,26.516667,0.260373,0.439104,0.072926,-0.000664,1.021278,0.024724
3183,26.525,0.269532,0.443573,0.074813,-0.000655,1.021289,0.024674
3184,26.533333,0.278198,0.448008,0.076851,-0.000644,1.021297,0.024665
3185,26.541667,0.286427,0.452208,0.078144,-0.00065,1.021305,0.024667
3186,26.55,0.294492,0.457062,0.080228,-0.000637,1.021308,0.024662
3187,26.558333,0.302162,0.461208,0.081702,-0.000625,1.021313,0.02466
3188,26.566667,0.309715,0.465783,0.083398,-0.000622,1.021321,0.024706
3189,26.575,0.316382,0.469478,0.084551,-0.000618,1.021336,0.02466
3190,26.583333,0.32293,0.473743,0.085901,-0.000612,1.021341,0.024657
3191,26.591667,0.329094,0.477809,0.087411,-0.000611,1.021343,0.024655
3192,26.6,0.335046,0.481784,0.088986,-0.000604,1.021351,0.024655
3193,26.608333,0.340358,0.48552,0.089982,-0.000607,1.021357,0.024698
3194,26.616667,0.345658,0.489021,0.091224,-0.000603,1.021364,0.024656
3195,26.625,0.350414,0.492349,0.092336,-0.000533,1.021401,0.024707
3196,26.633333,0.354561,0.495219,0.09291,-0.000603,1.021374,0.024649
3197,26.641667,0.359013,0.498733,0.094436,-0.000606,1.021375,0.02464
3198,26.65,0.362423,0.501145,0.094986,-0.000604,1.021378,0.024645
3199,26.658333,0.36597,0.503809,0.095829,-0.0006,1.021388,0.02464
3200,26.666667,0.369159,0.506357,0.096914,-0.000654,1.021433,0.02464
3201,26.675,0.371628,0.50854,0.097662,-0.000595,1.021387,0.024631
3202,26.683333,0.374167,0.510261,0.098018,-0.000651,1.021436,0.024636
3203,26.691667,0.376015,0.511825,0.098819,-0.000647,1.021438,0.024633
3204,26.7,0.377826,0.513227,0.099464,-0.000653,1.021442,0.024631
3205,26.708333,0.379106,0.514321,0.09992,-0.000607,1.021404,0.024635
3206,26.716667,0.379976,0.515175,0.100375,-0.000654,1.021443,0.024634
3207,26.725,0.380733,0.515743,0.100855,-0.000662,1.021445,0.024634
3208,26.733333,0.380931,0.515894,0.101071,-0.000603,1.021399,0.024637
3209,26.741667,0.380874,0.515851,0.101158,-0.00065,1.021453,0.024631
3210,26.75,0.380574,0.515844,0.101532,-0.000655,1.021448,0.024631
3211,26.758333,0.379925,0.515343,0.101558,-0.000653,1.021444,0.024625
3212,26.766667,0.378779,0.514324,0.101543,-0.000657,1.021443,0.024631
3213,26.775,0.377515,0.513544,0.101692,-0.000593,1.021408,0.024626
3214,26.783333,0.375633,0.51186,0.101635,-0.000659,1.021446,0.024632
3215,26.791667,0.373532,0.510465,0.101244,-0.000657,1.021445,0.024638
3216,26.8,0.371279,0.508606,0.1013,-0.0006,1.021395,0.02463
3217,26.808333,0.36843,0.50644,0.100917,-0.000654,1.021439,0.024635
3218,26.816667,0.365291,0.503995,0.100468,-0.0006,1.021392,0.024632
3219,26.825,0.36209,0.50178,0.100381,-0.000599,1.021388,0.024635
3220,26.833333,0.358188,0.499025,0.099816,-0.000604,1.021385,0.024639
3221,26.841667,0.354173,0.496009,0.099397,-0.000606,1.021379,0.024636
3222,26.85,0.349465,0.492685,0.098346,-0.000605,1.021377,0.024646
3223,26.858333,0.34478,0.489522,0.098092,-0.000601,1.021369,0.024639
3224,26.866667,0.339522,0.485864,0.097206,-0.000534,1.021403,0.024704
3225,26.875,0.334054,0.482297,0.096671,-0.0006,1.021361,0.024644
3226,26.883333,0.327996,0.478154,0.095246,-0.000609,1.021355,0.024648
3227,26.891667,0.321851,0.474306,0.094764,-0.000598,1.021346,0.024641
3228,26.9,0.315313,0.470584,0.093793,-0.000527,1.021386,0.024716
3229,26.908333,0.308184,0.466164,0.092507,-0.000608,1.021335,0.02465
3230,26.916667,0.300883,0.461397,0.091187,-0.000617,1.021331,0.024703
3231,26.925,0.293447,0.457457,0.090216,-0.000619,1.021325,0.024661
3232,26.933333,0.28532,0.453035,0.088872,-0.000547,1.021352,0.024715
3233,26.941667,0.277046,0.448572,0.087728,-0.000631,1.021309,0.024662
3234,26.95,0.26836,0.444333,0.086464,-0.000638,1.021302,0.024663
3235,26.958333,0.259455,0.440018,0.084881,-0.000632,1.021288,0.024663
3236,26.966667,0.250046,0.435511,0.083148,-0.00064,1.021286,0.024671
3237,26.975,0.24023,0.430943,0.081328,-0.000653,1.021272,0.024676
3238,26.983333,0.229709,0.425778,0.079755,-0.000665,1.021272,0.024727
3239,26.991667,0.21945,0.421699,0.07825,-0.000673,1.021264,0.024726
3240,27,0.208776,0.417416,0.076252,-0.000669,1.021258,0.024679
