Format Version,1.21,Take Name,Run_2_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.46.50 AM,Total Frames in Take,6637,Total Exported Frames,6637,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4840,40.333333,,,,-0.018044,1.025010,0.021766,1.865076,0.017912,0.351856,-0.032283,0.416911,-0.055103
4841,40.341667,,,,-0.018065,1.025007,0.021728,1.865024,0.017915,0.351862,-0.033699,0.416945,-0.055792
4842,40.350000,,,,-0.018043,1.025002,0.021777,1.865143,0.017877,0.351834,-0.035393,0.417275,-0.056550
4843,40.358333,,,,-0.018064,1.025015,0.021729,1.865072,0.017888,0.351849,-0.036801,0.417205,-0.057028
4844,40.366667,,,,-0.018040,1.025004,0.021773,1.865025,0.017930,0.351865,-0.038576,0.417331,-0.057668
4845,40.375000,,,,-0.018046,1.025013,0.021775,1.865085,0.017882,0.351842,-0.039996,0.417405,-0.057904
4846,40.383333,,,,-0.018104,1.024955,0.021736,1.865118,0.017886,0.351843,-0.041474,0.417507,-0.058175
4847,40.391667,,,,-0.018039,1.025012,0.021773,1.865029,0.017923,0.351866,-0.043074,0.417357,-0.058259
4848,40.400000,,,,-0.018042,1.025006,0.021768,1.865078,0.017897,0.351850,-0.044498,0.417502,-0.058494
4849,40.408333,,,,-0.018050,1.024996,0.021768,1.865097,0.017881,0.351841,-0.045920,0.417657,-0.058285
4850,40.416667,,,,-0.018044,1.025003,0.021772,1.865132,0.017863,0.351835,-0.047244,0.417526,-0.058184
4851,40.425000,,,,-0.018052,1.025003,0.021770,1.865017,0.017926,0.351867,-0.048716,0.417582,-0.057852
4852,40.433333,,,,-0.018049,1.025002,0.021768,1.865059,0.017920,0.351860,-0.050014,0.417662,-0.057691
4853,40.441667,,,,-0.018060,1.025010,0.021728,1.865068,0.017924,0.351860,-0.051298,0.417639,-0.057279
4854,40.450000,,,,-0.018046,1.024997,0.021765,1.865098,0.017886,0.351843,-0.052621,0.417730,-0.056748
4855,40.458333,,,,-0.018045,1.025004,0.021769,1.865010,0.017925,0.351868,-0.053792,0.417492,-0.056067
4856,40.466667,,,,-0.018064,1.025013,0.021734,1.864969,0.017950,0.351880,-0.055048,0.417552,-0.055458
4857,40.475000,,,,-0.018065,1.025015,0.021726,1.865100,0.017891,0.351846,-0.056262,0.417609,-0.054702
4858,40.483333,,,,-0.018051,1.025006,0.021776,1.864999,0.017952,0.351877,-0.057365,0.417458,-0.053775
4859,40.491667,,,,-0.018047,1.025005,0.021771,1.864976,0.017951,0.351883,-0.058377,0.417408,-0.052925
4860,40.500000,,,,-0.018063,1.025017,0.021731,1.865013,0.017930,0.351870,-0.059449,0.417334,-0.051706
4861,40.508333,,,,-0.018058,1.025018,0.021723,1.865063,0.017912,0.351854,-0.060327,0.417307,-0.050505
4862,40.516667,,,,-0.018064,1.025017,0.021727,1.865023,0.017931,0.351868,-0.061345,0.417119,-0.049362
4863,40.525000,,,,-0.018071,1.025011,0.021730,1.865065,0.017911,0.351856,-0.062281,0.416993,-0.048123
4864,40.533333,,,,-0.018044,1.024995,0.021766,1.865094,0.017913,0.351852,-0.063068,0.416831,-0.046526
4865,40.541667,,,,-0.018052,1.025003,0.021768,1.865096,0.017902,0.351848,-0.063968,0.416991,-0.045098
4866,40.550000,,,,-0.018067,1.025010,0.021727,1.864986,0.017945,0.351879,-0.064682,0.416753,-0.043533
4867,40.558333,,,,-0.018053,1.024993,0.021759,1.865100,0.017884,0.351843,-0.065294,0.416561,-0.041829
4868,40.566667,,,,-0.018058,1.024998,0.021774,1.865064,0.017912,0.351856,-0.065986,0.416356,-0.040172
4869,40.575000,,,,-0.018066,1.025012,0.021732,1.865046,0.017907,0.351858,-0.066538,0.416298,-0.038382
4870,40.583333,,,,-0.018064,1.025008,0.021727,1.865067,0.017899,0.351853,-0.067079,0.416164,-0.036400
4871,40.591667,,,,-0.018062,1.025012,0.021729,1.864983,0.017970,0.351886,-0.067541,0.416067,-0.034266
4872,40.600000,,,,-0.018051,1.024999,0.021765,1.865090,0.017888,0.351846,-0.068123,0.416078,-0.032457
4873,40.608333,,,,-0.018051,1.024999,0.021766,1.865059,0.017923,0.351860,-0.068552,0.415837,-0.030288
4874,40.616667,,,,-0.018050,1.025001,0.021774,1.865094,0.017892,0.351847,-0.068817,0.415516,-0.028155
4875,40.625000,,,,-0.018069,1.025011,0.021726,1.865093,0.017900,0.351846,-0.069032,0.415348,-0.025908
4876,40.633333,,,,-0.018067,1.025011,0.021723,1.865150,0.017849,0.351825,-0.069155,0.415228,-0.023520
4877,40.641667,,,,-0.018065,1.025000,0.021721,1.865083,0.017901,0.351851,-0.069276,0.415103,-0.021218
4878,40.650000,,,,-0.018071,1.025004,0.021727,1.865095,0.017891,0.351845,-0.069475,0.415019,-0.018909
4879,40.658333,,,,-0.018069,1.025007,0.021725,1.865058,0.017911,0.351857,-0.069401,0.414915,-0.016336
4880,40.666667,,,,-0.018045,1.024997,0.021767,1.865113,0.017871,0.351835,-0.069441,0.414655,-0.013817
4881,40.675000,,,,-0.018043,1.024992,0.021766,1.865028,0.017930,0.351868,-0.069356,0.414542,-0.011180
4882,40.683333,,,,-0.018065,1.025008,0.021723,1.865130,0.017870,0.351838,-0.069233,0.414450,-0.008636
4883,40.691667,,,,-0.018070,1.024999,0.021725,1.865121,0.017887,0.351843,-0.069078,0.414375,-0.005960
4884,40.700000,,,,-0.018048,1.024990,0.021766,1.865081,0.017923,0.351857,-0.068776,0.414312,-0.003190
4885,40.708333,,,,-0.018054,1.024988,0.021764,1.865054,0.017892,0.351851,-0.068409,0.414024,-0.000473
4886,40.716667,,,,-0.018048,1.024991,0.021762,1.865148,0.017884,0.351835,-0.068109,0.413892,0.002280
4887,40.725000,,,,-0.018068,1.025003,0.021720,1.865051,0.017897,0.351856,-0.067716,0.413741,0.005018
4888,40.733333,,,,-0.018042,1.024992,0.021761,1.864981,0.017932,0.351876,-0.067259,0.413699,0.007797
4889,40.741667,,,,-0.018048,1.024993,0.021765,1.864997,0.017939,0.351873,-0.066740,0.413680,0.010567
4890,40.750000,,,,-0.018045,1.024988,0.021762,1.865124,0.017883,0.351838,-0.066032,0.413515,0.013563
4891,40.758333,,,,-0.018051,1.024995,0.021768,1.865052,0.017918,0.351860,-0.065401,0.413725,0.016411
4892,40.766667,,,,-0.018046,1.024994,0.021764,1.864987,0.017943,0.351877,-0.064752,0.413575,0.019231
4893,40.775000,,,,-0.018062,1.025002,0.021721,1.865011,0.017937,0.351868,-0.063925,0.413504,0.022097
4894,40.783333,,,,-0.018039,1.024993,0.021760,1.865100,0.017891,0.351846,-0.063242,0.413414,0.024984
4895,40.791667,,,,-0.018043,1.024987,0.021758,1.865051,0.017925,0.351864,-0.062504,0.413465,0.027882
4896,40.800000,,,,-0.018048,1.024999,0.021764,1.864424,0.017869,0.351814,-0.061609,0.413479,0.030846
4897,40.808333,,,,-0.018064,1.025012,0.021725,1.865100,0.017891,0.351846,-0.060598,0.413574,0.033675
4898,40.816667,,,,-0.018051,1.024990,0.021768,1.864512,0.017837,0.351791,-0.059524,0.413492,0.036608
4899,40.825000,,,,-0.018057,1.024989,0.021766,1.864968,0.017954,0.351882,-0.058595,0.413554,0.039444
4900,40.833333,,,,-0.018065,1.025001,0.021728,1.864941,0.017992,0.351896,-0.057608,0.413637,0.042371
4901,40.841667,,,,-0.018054,1.024989,0.021765,1.865006,0.017950,0.351874,-0.056372,0.413577,0.045231
4902,40.850000,,,,-0.018064,1.025005,0.021727,1.865055,0.017912,0.351860,-0.055154,0.413721,0.048009
4903,40.858333,,,,-0.018046,1.024984,0.021767,1.865023,0.017936,0.351870,-0.054099,0.413935,0.050755
4904,40.866667,,,,-0.018044,1.024989,0.021769,1.865047,0.017910,0.351856,-0.052817,0.413861,0.053519
4905,40.875000,,,,-0.018046,1.024990,0.021770,1.865041,0.017915,0.351859,-0.051490,0.414016,0.056220
4906,40.883333,,,,-0.018051,1.024988,0.021768,1.864993,0.017956,0.351881,-0.050214,0.414234,0.058938
4907,40.891667,,,,-0.018050,1.024990,0.021767,1.865005,0.017952,0.351876,-0.048962,0.414266,0.061539
4908,40.900000,,,,-0.018055,1.024983,0.021771,1.864962,0.017957,0.351885,-0.047467,0.414326,0.064198
4909,40.908333,,,,-0.018065,1.025005,0.021728,1.865052,0.017918,0.351860,-0.046042,0.414605,0.066910
4910,40.916667,,,,-0.018046,1.024991,0.021769,1.865096,0.017927,0.351856,-0.044706,0.414770,0.069239
4911,40.925000,,,,-0.018051,1.024988,0.021762,1.865023,0.017929,0.351867,-0.043116,0.414946,0.071780
4912,40.933333,,,,-0.018048,1.024987,0.021761,1.864965,0.017961,0.351885,-0.041693,0.415172,0.074203
4913,40.941667,,,,-0.018051,1.024984,0.021765,1.865108,0.017910,0.351849,-0.040191,0.415215,0.076794
4914,40.950000,,,,-0.018045,1.024988,0.021764,1.864938,0.017969,0.351893,-0.038488,0.415466,0.079025
4915,40.958333,,,,-0.018049,1.024985,0.021764,1.865006,0.017959,0.351877,-0.037165,0.415717,0.081192
4916,40.966667,,,,-0.018052,1.024987,0.021761,1.865079,0.017917,0.351855,-0.035530,0.415861,0.083290
4917,40.975000,,,,-0.018045,1.024991,0.021765,1.865103,0.017886,0.351843,-0.033837,0.416092,0.085536
4918,40.983333,,,,-0.018045,1.024987,0.021768,1.865010,0.017942,0.351871,-0.032342,0.416308,0.087464
4919,40.991667,,,,-0.018062,1.025001,0.021718,1.865020,0.017934,0.351872,-0.030659,0.416636,0.089510
4920,41.000000,,,,-0.018047,1.024984,0.021765,1.865053,0.017903,0.351856,-0.029114,0.416763,0.091455
4921,41.008333,,,,-0.018051,1.024984,0.021763,1.865085,0.017908,0.351851,-0.027595,0.416931,0.093172
4922,41.016667,,,,-0.018054,1.024982,0.021764,1.864462,0.017860,0.351804,-0.025799,0.417206,0.094952
4923,41.025000,,,,-0.018047,1.024994,0.021767,1.864972,0.017955,0.351884,-0.024251,0.417419,0.096647
4924,41.033333,,,,-0.018042,1.024993,0.021765,1.865058,0.017913,0.351859,-0.022460,0.417691,0.098175
4925,41.041667,,,,-0.018049,1.024979,0.021760,1.864606,0.017776,0.351757,-0.020844,0.417895,0.099755
4926,41.050000,,,,-0.018042,1.024989,0.021768,1.865049,0.017910,0.351859,-0.019243,0.417985,0.101105
4927,41.058333,,,,-0.018043,1.024988,0.021764,1.865065,0.017905,0.351852,-0.017549,0.418275,0.102495
4928,41.066667,,,,-0.018048,1.024994,0.021770,1.865070,0.017911,0.351857,-0.016084,0.418411,0.103723
4929,41.075000,,,,-0.018051,1.024982,0.021765,1.865051,0.017914,0.351860,-0.014430,0.418686,0.104817
4930,41.083333,,,,-0.018052,1.024985,0.021773,1.864982,0.017961,0.351883,-0.012785,0.418793,0.105864
4931,41.091667,,,,-0.018043,1.024993,0.021768,1.865098,0.017904,0.351849,-0.011259,0.418883,0.106774
4932,41.100000,,,,-0.018048,1.024989,0.021762,1.864983,0.017952,0.351878,-0.009481,0.419302,0.107819
4933,41.108333,,,,-0.018065,1.025001,0.021726,1.865084,0.017905,0.351849,-0.007944,0.419306,0.108547
4934,41.116667,,,,-0.018049,1.024992,0.021770,1.864978,0.017969,0.351887,-0.006347,0.419441,0.109322
4935,41.125000,,,,-0.018049,1.024986,0.021768,1.864971,0.017957,0.351883,-0.004880,0.419641,0.109862
4936,41.133333,,,,-0.018041,1.024990,0.021762,1.865064,0.017923,0.351859,-0.003406,0.419796,0.110301
4937,41.141667,,,,-0.018048,1.024982,0.021764,1.865112,0.017885,0.351840,-0.001743,0.419869,0.110811
4938,41.150000,,,,-0.018043,1.024987,0.021760,1.865099,0.017901,0.351846,-0.000410,0.420054,0.111038
4939,41.158333,,,,-0.018043,1.024985,0.021767,1.865074,0.017899,0.351850,0.001039,0.420093,0.111263
4940,41.166667,,,,-0.018047,1.024987,0.021769,1.865116,0.017862,0.351834,0.002471,0.420126,0.111343
4941,41.175000,,,,-0.018043,1.024998,0.021765,1.865000,0.017944,0.351876,0.003974,0.420308,0.111452
4942,41.183333,,,,-0.018046,1.024992,0.021771,1.865072,0.017912,0.351855,0.005136,0.420267,0.111217
4943,41.191667,,,,-0.018047,1.024991,0.021767,1.865012,0.017946,0.351873,0.006647,0.420326,0.111198
4944,41.200000,,,,-0.018049,1.024993,0.021766,1.865039,0.017921,0.351861,0.008041,0.420459,0.110956
4945,41.208333,,,,-0.018060,1.025005,0.021725,1.865068,0.017904,0.351853,0.009101,0.420385,0.110538
4946,41.216667,,,,-0.018045,1.024992,0.021767,1.865083,0.017901,0.351846,0.010376,0.420454,0.110031
4947,41.225000,,,,-0.018042,1.024985,0.021764,1.864986,0.017954,0.351879,0.011561,0.420410,0.109431
4948,41.233333,,,,-0.018042,1.024990,0.021768,1.864490,0.017830,0.351791,0.012740,0.420561,0.108854
4949,41.241667,,,,-0.018045,1.024987,0.021764,1.865064,0.017912,0.351856,0.013864,0.420345,0.108074
4950,41.250000,,,,-0.018053,1.024986,0.021771,1.865126,0.017887,0.351841,0.014898,0.420203,0.107207
4951,41.258333,,,,-0.018046,1.024992,0.021771,1.865083,0.017896,0.351848,0.015825,0.420167,0.106338
4952,41.266667,,,,-0.018037,1.024996,0.021765,1.865082,0.017890,0.351848,0.016932,0.420164,0.105356
4953,41.275000,,,,-0.018038,1.024985,0.021764,1.865054,0.017909,0.351855,0.017994,0.420109,0.104255
4954,41.283333,,,,-0.018043,1.024990,0.021768,1.865002,0.017948,0.351875,0.018886,0.419973,0.103097
4955,41.291667,,,,-0.018041,1.024985,0.021766,1.865076,0.017898,0.351852,0.019728,0.419857,0.101796
4956,41.300000,,,,-0.018050,1.024986,0.021772,1.864503,0.017827,0.351791,0.020587,0.419684,0.100398
4957,41.308333,,,,-0.018041,1.024986,0.021770,1.865064,0.017907,0.351857,0.021306,0.419586,0.099039
4958,41.316667,,,,-0.018038,1.024989,0.021771,1.865031,0.017924,0.351865,0.021934,0.419464,0.097415
4959,41.325000,,,,-0.018042,1.024994,0.021766,1.865000,0.017961,0.351881,0.022788,0.419368,0.095962
4960,41.333333,,,,-0.018042,1.024992,0.021775,1.865104,0.017881,0.351841,0.023405,0.419098,0.094192
4961,41.341667,,,,-0.018040,1.024984,0.021766,1.865003,0.017963,0.351883,0.023933,0.418972,0.092431
4962,41.350000,,,,-0.018042,1.024990,0.021766,1.865009,0.017946,0.351873,0.024496,0.418878,0.090748
4963,41.358333,,,,-0.018059,1.025001,0.021721,1.865044,0.017923,0.351862,0.025007,0.418626,0.088782
4964,41.366667,,,,-0.018038,1.024995,0.021766,1.865009,0.017946,0.351873,0.025458,0.418371,0.086819
4965,41.375000,,,,-0.018058,1.025007,0.021733,1.864960,0.017975,0.351886,0.025775,0.418289,0.084802
4966,41.383333,,,,-0.018041,1.024990,0.021766,1.865004,0.017968,0.351881,0.026032,0.418041,0.082669
4967,41.391667,,,,-0.018038,1.024986,0.021769,1.865100,0.017891,0.351846,0.026373,0.417909,0.080565
4968,41.400000,,,,-0.018046,1.024985,0.021765,1.865048,0.017918,0.351857,0.026625,0.417712,0.078368
4969,41.408333,,,,-0.018064,1.024996,0.021732,1.865076,0.017910,0.351852,0.026723,0.417436,0.076028
4970,41.416667,,,,-0.018063,1.024994,0.021723,1.865084,0.017889,0.351847,0.026860,0.417288,0.073768
4971,41.425000,,,,-0.018038,1.024994,0.021764,1.864992,0.017948,0.351876,0.026942,0.417060,0.071434
4972,41.433333,,,,-0.018038,1.024984,0.021765,1.864999,0.017944,0.351874,0.027008,0.416810,0.069014
4973,41.441667,,,,-0.018047,1.024985,0.021764,1.865026,0.017938,0.351870,0.026888,0.416548,0.066541
4974,41.450000,,,,-0.018059,1.024998,0.021727,1.865179,0.017850,0.351823,0.026719,0.416330,0.064047
4975,41.458333,,,,-0.018039,1.024993,0.021768,1.865126,0.017885,0.351838,0.026576,0.416197,0.061474
4976,41.466667,,,,-0.018038,1.024992,0.021764,1.864981,0.017979,0.351888,0.026233,0.415910,0.058772
4977,41.475000,,,,-0.018035,1.024991,0.021763,1.864949,0.017988,0.351896,0.026038,0.415745,0.056239
4978,41.483333,,,,-0.018039,1.024993,0.021772,1.865040,0.017905,0.351859,0.025715,0.415549,0.053581
4979,41.491667,,,,-0.018043,1.024992,0.021765,1.865051,0.017897,0.351856,0.025486,0.415446,0.050987
4980,41.500000,,,,-0.018040,1.024989,0.021761,1.864975,0.017947,0.351880,0.025096,0.415249,0.048345
4981,41.508333,,,,-0.018060,1.025000,0.021726,1.865054,0.017918,0.351860,0.024484,0.415121,0.045544
4982,41.516667,,,,-0.018040,1.024987,0.021767,1.865075,0.017900,0.351850,0.023929,0.415003,0.042762
4983,41.525000,,,,-0.018038,1.024994,0.021767,1.865068,0.017913,0.351859,0.023309,0.414846,0.040080
4984,41.533333,,,,-0.018043,1.024995,0.021771,1.865090,0.017885,0.351845,0.022699,0.414648,0.037291
4985,41.541667,,,,-0.018036,1.024986,0.021769,1.865046,0.017917,0.351863,0.022050,0.414495,0.034483
4986,41.550000,,,,-0.018039,1.024995,0.021771,1.865067,0.017925,0.351861,0.021369,0.414472,0.031711
4987,41.558333,,,,-0.018058,1.025003,0.021727,1.865085,0.017919,0.351857,0.020579,0.414270,0.028920
4988,41.566667,,,,-0.018059,1.025002,0.021730,1.864979,0.017966,0.351885,0.019786,0.414180,0.026093
4989,41.575000,,,,-0.018057,1.025012,0.021729,1.864907,0.017999,0.351905,0.018848,0.413985,0.023401
4990,41.583333,,,,-0.018043,1.024992,0.021767,1.865021,0.017936,0.351867,0.017982,0.414079,0.020692
4991,41.591667,,,,-0.018040,1.024995,0.021770,1.865059,0.017914,0.351858,0.017135,0.414015,0.017934
4992,41.600000,,,,-0.018042,1.024992,0.021762,1.865045,0.017911,0.351858,0.016096,0.413956,0.015169
4993,41.608333,,,,-0.018066,1.025004,0.021724,1.865048,0.017907,0.351857,0.014924,0.413758,0.012309
4994,41.616667,,,,-0.018045,1.024998,0.021761,1.864923,0.017989,0.351900,0.013866,0.413829,0.009688
4995,41.625000,,,,-0.018047,1.024988,0.021766,1.865009,0.017943,0.351872,0.012776,0.413741,0.006964
4996,41.633333,,,,-0.018039,1.024998,0.021764,1.865107,0.017874,0.351842,0.011689,0.413863,0.004388
4997,41.641667,,,,-0.018044,1.024994,0.021764,1.864482,0.017863,0.351803,0.010438,0.413738,0.001755
4998,41.650000,,,,-0.018059,1.025005,0.021729,1.864993,0.017951,0.351880,0.009231,0.413751,-0.000827
4999,41.658333,,,,-0.018049,1.024995,0.021765,1.865021,0.017934,0.351871,0.007958,0.413757,-0.003448
5000,41.666667,,,,-0.018042,1.024996,0.021768,1.865107,0.017873,0.351841,0.006744,0.413900,-0.005911
5001,41.675000,,,,-0.018044,1.024992,0.021766,1.865144,0.017867,0.351828,0.005338,0.413787,-0.008489
5002,41.683333,,,,-0.018059,1.025005,0.021722,1.865033,0.017920,0.351864,0.003984,0.413824,-0.010885
5003,41.691667,,,,-0.018032,1.024998,0.021764,1.865037,0.017924,0.351864,0.002655,0.414005,-0.013260
5004,41.700000,,,,-0.018038,1.024996,0.021768,1.864899,0.017996,0.351904,0.001264,0.414089,-0.015613
5005,41.708333,,,,-0.018043,1.024992,0.021770,1.865043,0.017908,0.351856,-0.000347,0.414031,-0.018007
5006,41.716667,,,,-0.018038,1.024991,0.021767,1.864956,0.017973,0.351888,-0.001721,0.414036,-0.020209
5007,41.725000,,,,-0.018045,1.024991,0.021765,1.864982,0.017952,0.351882,-0.003155,0.414289,-0.022257
5008,41.733333,,,,-0.018036,1.024995,0.021764,1.865068,0.017910,0.351855,-0.004605,0.414329,-0.024452
5009,41.741667,,,,-0.018058,1.025006,0.021729,1.865028,0.017943,0.351871,-0.006228,0.414346,-0.026489
5010,41.750000,,,,-0.018058,1.025011,0.021724,1.865141,0.017858,0.351828,-0.007689,0.414588,-0.028492
5011,41.758333,,,,-0.018048,1.024996,0.021767,1.865036,0.017936,0.351865,-0.009227,0.414743,-0.030433
5012,41.766667,,,,-0.018045,1.024997,0.021766,1.865051,0.017912,0.351858,-0.010830,0.414724,-0.032337
5013,41.775000,,,,-0.018039,1.025001,0.021771,1.865076,0.017904,0.351852,-0.012484,0.414876,-0.034101
5014,41.783333,,,,-0.018045,1.024998,0.021767,1.865121,0.017875,0.351836,-0.013999,0.414970,-0.035920
5015,41.791667,,,,-0.018059,1.025011,0.021728,1.865087,0.017901,0.351848,-0.015742,0.415089,-0.037501
5016,41.800000,,,,-0.018064,1.025008,0.021728,1.865069,0.017910,0.351854,-0.017254,0.415236,-0.039044
5017,41.808333,,,,-0.018064,1.025007,0.021721,1.865008,0.017931,0.351869,-0.018910,0.415415,-0.040488
5018,41.816667,,,,-0.018045,1.024998,0.021766,1.865117,0.017883,0.351838,-0.020340,0.415564,-0.041987
5019,41.825000,,,,-0.018037,1.025002,0.021770,1.865012,0.017945,0.351873,-0.022127,0.415565,-0.043228
5020,41.833333,,,,-0.018036,1.024999,0.021767,1.865131,0.017875,0.351837,-0.023618,0.415669,-0.044624
5021,41.841667,,,,-0.018049,1.024995,0.021767,1.864949,0.017967,0.351888,-0.025228,0.415874,-0.045756
5022,41.850000,,,,-0.018037,1.025000,0.021768,1.864987,0.017945,0.351878,-0.026973,0.415838,-0.046957
5023,41.858333,,,,-0.018038,1.024998,0.021769,1.865100,0.017895,0.351847,-0.028602,0.416048,-0.047902
5024,41.866667,,,,-0.018099,1.024941,0.021729,1.865061,0.017927,0.351863,-0.030153,0.416191,-0.048855
5025,41.875000,,,,-0.018044,1.025001,0.021767,1.865016,0.017935,0.351870,-0.031756,0.416236,-0.049641
5026,41.883333,,,,-0.018050,1.025000,0.021766,1.865029,0.017919,0.351864,-0.033266,0.416380,-0.050521
5027,41.891667,,,,-0.018060,1.025012,0.021729,1.865120,0.017872,0.351835,-0.034825,0.416524,-0.051127
5028,41.900000,,,,-0.018045,1.024996,0.021764,1.865068,0.017912,0.351854,-0.036395,0.416641,-0.051717
5029,41.908333,,,,-0.018062,1.025010,0.021728,1.865045,0.017906,0.351856,-0.037944,0.416603,-0.052352
5030,41.916667,,,,-0.018049,1.024995,0.021764,1.865010,0.017932,0.351871,-0.039450,0.416717,-0.052656
5031,41.925000,,,,-0.018057,1.025010,0.021726,1.865065,0.017910,0.351858,-0.040828,0.416761,-0.052909
5032,41.933333,,,,-0.018038,1.025008,0.021766,1.865134,0.017870,0.351836,-0.042452,0.416819,-0.053311
5033,41.941667,,,,-0.018047,1.024999,0.021764,1.865055,0.017902,0.351855,-0.043824,0.416892,-0.053295
5034,41.950000,,,,-0.018056,1.025010,0.021723,1.865084,0.017914,0.351853,-0.045178,0.417019,-0.053424
5035,41.958333,,,,-0.018054,1.024997,0.021772,1.865004,0.017937,0.351875,-0.046581,0.417099,-0.053276
5036,41.966667,,,,-0.018050,1.024994,0.021764,1.865077,0.017924,0.351857,-0.047924,0.416897,-0.053121
5037,41.975000,,,,-0.018046,1.024992,0.021765,1.864910,0.017999,0.351907,-0.049380,0.417137,-0.052926
5038,41.983333,,,,-0.018070,1.025008,0.021725,1.864983,0.017962,0.351882,-0.050561,0.417095,-0.052669
5039,41.991667,,,,-0.018103,1.024950,0.021730,1.864975,0.017965,0.351886,-0.051904,0.416993,-0.052328
5040,42.000000,,,,-0.018049,1.024993,0.021769,1.865100,0.017907,0.351848,-0.053199,0.417098,-0.051912
5041,42.008333,,,,-0.018072,1.025007,0.021729,1.865050,0.017906,0.351857,-0.054295,0.416960,-0.051153
5042,42.016667,,,,-0.018056,1.025001,0.021774,1.865090,0.017888,0.351844,-0.055318,0.416962,-0.050427
5043,42.025000,,,,-0.018044,1.024997,0.021764,1.865052,0.017910,0.351858,-0.056700,0.416961,-0.049777
5044,42.033333,,,,-0.018066,1.025004,0.021725,1.865059,0.017925,0.351860,-0.057563,0.416923,-0.048822
5045,42.041667,,,,-0.018050,1.025005,0.021769,1.865076,0.017898,0.351852,-0.058626,0.416841,-0.047926
5046,42.050000,,,,-0.018051,1.025001,0.021768,1.865036,0.017920,0.351864,-0.059596,0.416806,-0.046920
5047,42.058333,,,,-0.018052,1.025000,0.021762,1.865113,0.017867,0.351838,-0.060586,0.416744,-0.045864
5048,42.066667,,,,-0.018062,1.025010,0.021729,1.865182,0.017845,0.351821,-0.061529,0.416696,-0.044686
5049,42.075000,,,,-0.018048,1.024995,0.021762,1.865020,0.017933,0.351868,-0.062312,0.416532,-0.043350
5050,42.083333,,,,-0.018064,1.025008,0.021723,1.865057,0.017905,0.351857,-0.063046,0.416508,-0.042041
5051,42.091667,,,,-0.018047,1.024998,0.021764,1.865077,0.017905,0.351851,-0.063778,0.416468,-0.040658
5052,42.100000,,,,-0.018062,1.025017,0.021728,1.865103,0.017881,0.351842,-0.064506,0.416228,-0.038894
5053,42.108333,,,,-0.018070,1.025013,0.021729,1.865080,0.017902,0.351852,-0.065223,0.416081,-0.037456
5054,42.116667,,,,-0.018051,1.024994,0.021768,1.865065,0.017905,0.351852,-0.065738,0.415998,-0.035727
5055,42.125000,,,,-0.018047,1.024994,0.021760,1.865095,0.017885,0.351841,-0.066345,0.415898,-0.034071
5056,42.133333,,,,-0.018053,1.024994,0.021767,1.865082,0.017901,0.351850,-0.066787,0.415798,-0.032309
5057,42.141667,,,,-0.018048,1.024994,0.021765,1.864951,0.017971,0.351890,-0.067143,0.415653,-0.030493
5058,42.150000,,,,-0.018048,1.024992,0.021764,1.865062,0.017876,0.351845,-0.067504,0.415569,-0.028383
5059,42.158333,,,,-0.018049,1.024989,0.021770,1.865092,0.017891,0.351847,-0.068047,0.415423,-0.026465
5060,42.166667,,,,-0.018066,1.025011,0.021732,1.865092,0.017896,0.351845,-0.068193,0.415261,-0.024231
5061,42.175000,,,,-0.018057,1.024992,0.021768,1.865070,0.017911,0.351853,-0.068603,0.415157,-0.022354
5062,42.183333,,,,-0.018050,1.024995,0.021764,1.865049,0.017924,0.351863,-0.068639,0.414985,-0.020117
5063,42.191667,,,,-0.018048,1.024994,0.021764,1.864976,0.017960,0.351884,-0.068770,0.414932,-0.017910
5064,42.200000,,,,-0.018071,1.024998,0.021720,1.865110,0.017887,0.351842,-0.068860,0.414743,-0.015697
5065,42.208333,,,,-0.018052,1.024992,0.021766,1.865037,0.017931,0.351865,-0.068757,0.414663,-0.013214
5066,42.216667,,,,-0.018047,1.024988,0.021765,1.865039,0.017936,0.351868,-0.068682,0.414473,-0.010762
5067,42.225000,,,,-0.018065,1.025005,0.021727,1.865046,0.017922,0.351859,-0.068523,0.414369,-0.008255
5068,42.233333,,,,-0.018052,1.024995,0.021773,1.865130,0.017862,0.351832,-0.068409,0.414221,-0.005877
5069,42.241667,,,,-0.018063,1.025010,0.021721,1.865008,0.017941,0.351871,-0.068078,0.414111,-0.003334
5070,42.250000,,,,-0.018051,1.024989,0.021760,1.864954,0.017960,0.351889,-0.067712,0.413888,-0.000742
