Format Version,1.21,Take Name,Run_2_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.46.50 AM,Total Frames in Take,6637,Total Exported Frames,6637,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
638,5.316667,,,,-0.018340,1.024845,0.021735,1.864525,0.017811,0.351782,-0.436485,0.579374,0.025870
639,5.325000,,,,-0.018349,1.024870,0.021687,1.865085,0.017886,0.351848,-0.435330,0.578613,0.026165
640,5.333333,,,,-0.018341,1.024887,0.021684,1.865047,0.017882,0.351851,-0.434071,0.577838,0.026425
641,5.341667,,,,-0.018272,1.024973,0.021714,1.864431,0.017852,0.351805,-0.432766,0.576899,0.026776
642,5.350000,,,,-0.018202,1.025016,0.021733,1.864668,0.017719,0.351735,-0.431497,0.575838,0.027349
643,5.358333,,,,-0.018239,1.024962,0.021695,1.865104,0.017862,0.351838,-0.430327,0.574490,0.027810
644,5.366667,,,,-0.018210,1.024955,0.021689,1.865015,0.017911,0.351865,-0.429541,0.573342,0.027962
645,5.375000,,,,-0.018145,1.025010,0.021727,1.865080,0.017883,0.351846,-0.428733,0.572381,0.028369
646,5.383333,,,,-0.018151,1.025023,0.021735,1.865028,0.017929,0.351866,-0.427894,0.571348,0.028821
647,5.391667,,,,-0.018229,1.024966,0.021705,1.864983,0.017939,0.351877,-0.427415,0.570579,0.029261
648,5.400000,,,,-0.018317,1.024895,0.021678,1.864557,0.017777,0.351767,-0.426681,0.569584,0.029444
649,5.408333,,,,-0.018322,1.024862,0.021729,1.865059,0.017886,0.351849,-0.426027,0.568741,0.029824
650,5.416667,,,,-0.018337,1.024849,0.021736,1.864460,0.017856,0.351805,-0.425474,0.567529,0.030350
651,5.425000,,,,-0.018354,1.024847,0.021750,1.865074,0.017896,0.351849,-0.426148,0.565814,0.030268
652,5.433333,,,,-0.018379,1.024836,0.021763,1.864484,0.017822,0.351788,-0.425771,0.564232,0.030049
653,5.441667,,,,-0.018412,1.024820,0.021766,1.864527,0.017791,0.351776,-0.424666,0.563719,0.030749
654,5.450000,,,,-0.018424,1.024819,0.021761,1.864619,0.017756,0.351751,-0.423772,0.563291,0.030874
655,5.458333,,,,-0.018411,1.024830,0.021759,1.865113,0.017873,0.351837,-0.422879,0.562268,0.030579
656,5.466667,,,,-0.018369,1.024857,0.021750,1.864992,0.017916,0.351869,-0.421756,0.561838,0.030680
657,5.475000,,,,-0.018333,1.024891,0.021693,1.865056,0.017915,0.351857,-0.420770,0.560865,0.030190
658,5.483333,,,,-0.018222,1.024961,0.021705,1.864558,0.017784,0.351769,-0.419550,0.560357,0.030182
659,5.491667,,,,-0.018178,1.024954,0.021723,1.865032,0.017905,0.351858,-0.418564,0.559760,0.029858
660,5.500000,,,,-0.018181,1.024981,0.021678,1.864493,0.017817,0.351789,-0.417707,0.559327,0.029256
661,5.508333,,,,-0.018112,1.025052,0.021700,1.865038,0.017911,0.351861,-0.416983,0.558727,0.028580
662,5.516667,,,,-0.018140,1.025016,0.021654,1.865052,0.017894,0.351854,-0.416258,0.558042,0.027894
663,5.525000,,,,-0.018057,1.025068,0.021684,1.865042,0.017907,0.351857,-0.415465,0.557703,0.027745
664,5.533333,,,,-0.018028,1.025068,0.021682,1.864986,0.017919,0.351870,-0.414832,0.556947,0.027310
665,5.541667,,,,-0.018037,1.025062,0.021684,1.864551,0.017782,0.351769,-0.414120,0.556533,0.027416
666,5.550000,,,,-0.018065,1.025062,0.021697,1.864975,0.017925,0.351875,-0.413432,0.555738,0.027206
667,5.558333,,,,-0.018103,1.025054,0.021709,1.865027,0.017891,0.351856,-0.412860,0.555265,0.027272
668,5.566667,,,,-0.018200,1.024988,0.021684,1.864567,0.017785,0.351770,-0.412535,0.554852,0.027605
669,5.575000,,,,-0.018200,1.024964,0.021734,1.864420,0.017856,0.351808,-0.412123,0.554418,0.028435
670,5.583333,,,,-0.018222,1.024981,0.021703,1.865050,0.017913,0.351857,-0.411827,0.553994,0.029198
671,5.591667,,,,-0.018210,1.024968,0.021700,1.865022,0.017886,0.351857,-0.411694,0.553369,0.029758
672,5.600000,,,,-0.018152,1.025025,0.021737,1.865044,0.017902,0.351855,-0.411823,0.552733,0.029965
673,5.608333,,,,-0.018213,1.024974,0.021705,1.864530,0.017807,0.351781,-0.411516,0.552467,0.031054
674,5.616667,,,,-0.018191,1.024962,0.021737,1.865108,0.017873,0.351838,-0.411595,0.552260,0.031929
675,5.625000,,,,-0.018199,1.024972,0.021687,1.864657,0.017727,0.351738,-0.412027,0.551725,0.032320
676,5.633333,,,,-0.018112,1.025034,0.021718,1.864522,0.017803,0.351778,-0.412306,0.550952,0.032743
677,5.641667,,,,-0.018083,1.025046,0.021704,1.864468,0.017833,0.351794,-0.412576,0.550479,0.033426
678,5.650000,,,,-0.018063,1.025054,0.021695,1.864542,0.017804,0.351776,-0.412770,0.549793,0.033905
679,5.658333,,,,-0.018061,1.025054,0.021691,1.865002,0.017919,0.351870,-0.413287,0.549111,0.033903
680,5.666667,,,,-0.018081,1.025052,0.021696,1.865062,0.017892,0.351851,-0.413616,0.548386,0.034069
681,5.675000,,,,-0.018110,1.025045,0.021694,1.865003,0.017912,0.351867,-0.414050,0.547454,0.034170
682,5.683333,,,,-0.018129,1.025041,0.021708,1.865030,0.017919,0.351864,-0.414662,0.546617,0.034137
683,5.691667,,,,-0.018216,1.024972,0.021690,1.864503,0.017826,0.351790,-0.414838,0.546203,0.034976
684,5.700000,,,,-0.018246,1.024955,0.021699,1.865003,0.017915,0.351867,-0.415147,0.545581,0.035739
685,5.708333,,,,-0.018346,1.024876,0.021682,1.864998,0.017942,0.351876,-0.415903,0.544885,0.036057
686,5.716667,,,,-0.018389,1.024863,0.021696,1.865002,0.017911,0.351863,-0.416570,0.544423,0.036325
687,5.725000,,,,-0.018428,1.024857,0.021703,1.864464,0.017835,0.351797,-0.416862,0.544706,0.037316
688,5.733333,,,,-0.018412,1.024842,0.021750,1.864510,0.017808,0.351780,-0.416007,0.545670,0.038768
689,5.741667,,,,-0.018407,1.024821,0.021755,1.864950,0.017968,0.351887,-0.416546,0.545408,0.038841
690,5.750000,,,,-0.018410,1.024804,0.021768,1.864530,0.017802,0.351778,-0.417055,0.545104,0.038734
691,5.758333,,,,-0.018423,1.024786,0.021763,1.865059,0.017897,0.351853,-0.417424,0.545001,0.038464
692,5.766667,,,,-0.018441,1.024771,0.021762,1.865063,0.017914,0.351856,-0.417744,0.545214,0.038102
693,5.775000,,,,-0.018450,1.024791,0.021775,1.865113,0.017860,0.351833,-0.418142,0.545111,0.037915
694,5.783333,,,,-0.018445,1.024795,0.021777,1.865045,0.017906,0.351856,-0.418547,0.544991,0.037637
695,5.791667,,,,-0.018450,1.024776,0.021777,1.864481,0.017822,0.351792,-0.418865,0.544906,0.037444
696,5.800000,,,,-0.018459,1.024759,0.021781,1.864491,0.017828,0.351790,-0.419019,0.544993,0.037035
697,5.808333,,,,-0.018473,1.024755,0.021785,1.864532,0.017787,0.351775,-0.419101,0.545398,0.036627
698,5.816667,,,,-0.018492,1.024777,0.021790,1.865076,0.017884,0.351847,-0.419210,0.545576,0.036179
699,5.825000,,,,-0.018507,1.024800,0.021797,1.865062,0.017908,0.351857,-0.419364,0.545910,0.035958
700,5.833333,,,,-0.018528,1.024772,0.021799,1.864988,0.017939,0.351878,-0.419349,0.546080,0.035875
701,5.841667,,,,-0.018539,1.024747,0.021786,1.865073,0.017891,0.351850,-0.419382,0.546337,0.035799
702,5.850000,,,,-0.018521,1.024750,0.021789,1.865042,0.017907,0.351858,-0.419369,0.546787,0.035639
703,5.858333,,,,-0.018495,1.024782,0.021788,1.865016,0.017924,0.351866,-0.419259,0.547280,0.035297
704,5.866667,,,,-0.018450,1.024827,0.021775,1.865002,0.017925,0.351871,-0.419154,0.547819,0.034791
705,5.875000,,,,-0.018400,1.024846,0.021765,1.865080,0.017879,0.351845,-0.419042,0.548133,0.034738
706,5.883333,,,,-0.018356,1.024838,0.021749,1.865005,0.017924,0.351867,-0.419067,0.548435,0.034708
707,5.891667,,,,-0.018315,1.024844,0.021729,1.864481,0.017840,0.351793,-0.419091,0.548625,0.034709
708,5.900000,,,,-0.018291,1.024885,0.021672,1.864421,0.017856,0.351809,-0.419323,0.548982,0.034632
709,5.908333,,,,-0.018199,1.024965,0.021696,1.864463,0.017810,0.351792,-0.419509,0.549298,0.034616
710,5.916667,,,,-0.018111,1.025037,0.021728,1.864506,0.017797,0.351781,-0.419724,0.549693,0.034117
711,5.925000,,,,-0.018092,1.025037,0.021718,1.865006,0.017901,0.351864,-0.419783,0.549947,0.033961
712,5.933333,,,,-0.018141,1.024980,0.021672,1.865043,0.017887,0.351854,-0.419842,0.550429,0.033686
713,5.941667,,,,-0.018143,1.024991,0.021672,1.864451,0.017834,0.351800,-0.419830,0.550947,0.033414
714,5.950000,,,,-0.018098,1.025056,0.021705,1.865007,0.017921,0.351868,-0.419849,0.551508,0.032871
715,5.958333,,,,-0.018192,1.025005,0.021683,1.865087,0.017872,0.351841,-0.419933,0.551976,0.032129
716,5.966667,,,,-0.018220,1.024977,0.021688,1.865035,0.017907,0.351859,-0.420043,0.552443,0.031482
717,5.975000,,,,-0.018245,1.024957,0.021696,1.865000,0.017917,0.351869,-0.420179,0.552944,0.031133
718,5.983333,,,,-0.018323,1.024912,0.021670,1.864564,0.017785,0.351768,-0.420163,0.553295,0.030887
719,5.991667,,,,-0.018318,1.024915,0.021671,1.864991,0.017916,0.351868,-0.420122,0.553669,0.030506
720,6.000000,,,,-0.018243,1.024973,0.021705,1.864981,0.017934,0.351876,-0.420026,0.553874,0.030172
721,6.008333,,,,-0.018223,1.024967,0.021702,1.864989,0.017938,0.351876,-0.419903,0.553928,0.029974
722,6.016667,,,,-0.018206,1.024963,0.021697,1.864949,0.017954,0.351885,-0.419897,0.553957,0.029760
723,6.025000,,,,-0.018125,1.025021,0.021727,1.865035,0.017890,0.351857,-0.419979,0.553908,0.029510
724,6.033333,,,,-0.018115,1.025045,0.021727,1.865020,0.017911,0.351862,-0.419909,0.553714,0.029302
725,6.041667,,,,-0.018071,1.025048,0.021710,1.864981,0.017932,0.351876,-0.419901,0.553664,0.029159
726,6.050000,,,,-0.018056,1.025048,0.021705,1.864430,0.017850,0.351807,-0.419869,0.553697,0.029060
727,6.058333,,,,-0.018042,1.025043,0.021699,1.864586,0.017773,0.351761,-0.419869,0.553794,0.028848
728,6.066667,,,,-0.018040,1.025052,0.021691,1.864952,0.017942,0.351885,-0.419852,0.553864,0.028578
729,6.075000,,,,-0.018045,1.025067,0.021685,1.865032,0.017891,0.351855,-0.419812,0.553903,0.028412
730,6.083333,,,,-0.018074,1.025077,0.021697,1.865051,0.017891,0.351853,-0.419806,0.553959,0.028153
731,6.091667,,,,-0.018110,1.025056,0.021706,1.864955,0.017935,0.351880,-0.419827,0.553975,0.027713
732,6.100000,,,,-0.018181,1.024993,0.021670,1.865034,0.017896,0.351859,-0.419783,0.553986,0.027322
733,6.108333,,,,-0.018141,1.025042,0.021710,1.864987,0.017943,0.351876,-0.419715,0.553835,0.026806
734,6.116667,,,,-0.018203,1.024998,0.021680,1.865056,0.017905,0.351854,-0.419724,0.553682,0.026484
735,6.125000,,,,-0.018216,1.024993,0.021690,1.864442,0.017848,0.351806,-0.419699,0.553476,0.026264
736,6.133333,,,,-0.018219,1.024984,0.021690,1.864958,0.017942,0.351883,-0.419650,0.553356,0.026169
737,6.141667,,,,-0.018157,1.025031,0.021728,1.864443,0.017836,0.351801,-0.419493,0.553055,0.026068
738,6.150000,,,,-0.018208,1.024970,0.021687,1.865083,0.017889,0.351846,-0.419328,0.552728,0.025947
739,6.158333,,,,-0.018131,1.025039,0.021725,1.864577,0.017762,0.351760,-0.419233,0.552512,0.025725
740,6.166667,,,,-0.018167,1.024990,0.021689,1.864993,0.017934,0.351872,-0.419111,0.552226,0.025414
741,6.175000,,,,-0.018084,1.025025,0.021719,1.865064,0.017889,0.351849,-0.419020,0.551976,0.025005
742,6.183333,,,,-0.018089,1.025022,0.021709,1.865110,0.017854,0.351834,-0.418965,0.551837,0.024546
743,6.191667,,,,-0.018072,1.025018,0.021756,1.865036,0.017928,0.351865,-0.418796,0.551703,0.023964
744,6.200000,,,,-0.018087,1.025040,0.021710,1.864438,0.017854,0.351806,-0.418527,0.551521,0.023495
745,6.208333,,,,-0.018093,1.025040,0.021718,1.865070,0.017882,0.351848,-0.418361,0.551553,0.023110
746,6.216667,,,,-0.018100,1.025036,0.021714,1.864545,0.017791,0.351772,-0.418188,0.551449,0.022772
747,6.225000,,,,-0.018110,1.025031,0.021716,1.864979,0.017941,0.351878,-0.418072,0.551377,0.022146
748,6.233333,,,,-0.018178,1.024980,0.021686,1.864468,0.017833,0.351793,-0.417828,0.551305,0.022001
749,6.241667,,,,-0.018201,1.024994,0.021687,1.865029,0.017930,0.351865,-0.417592,0.551202,0.021650
750,6.250000,,,,-0.018217,1.024994,0.021685,1.865047,0.017884,0.351852,-0.417370,0.551138,0.021359
751,6.258333,,,,-0.018164,1.025044,0.021717,1.865018,0.017911,0.351864,-0.417167,0.551132,0.021242
752,6.266667,,,,-0.018216,1.024990,0.021685,1.865052,0.017894,0.351854,-0.416989,0.551122,0.021151
753,6.275000,,,,-0.018145,1.025035,0.021708,1.865062,0.017901,0.351852,-0.416730,0.551092,0.020992
754,6.283333,,,,-0.018174,1.025003,0.021676,1.864963,0.017936,0.351876,-0.416319,0.551078,0.020937
755,6.291667,,,,-0.018106,1.025061,0.021710,1.864462,0.017845,0.351801,-0.415915,0.551114,0.020771
756,6.300000,,,,-0.018145,1.025010,0.021669,1.864954,0.017953,0.351887,-0.415569,0.551201,0.020729
757,6.308333,,,,-0.018139,1.025001,0.021666,1.865026,0.017903,0.351859,-0.415147,0.551229,0.020754
758,6.316667,,,,-0.018065,1.025050,0.021697,1.865032,0.017906,0.351856,-0.414825,0.551226,0.020726
759,6.325000,,,,-0.018062,1.025055,0.021701,1.864491,0.017795,0.351782,-0.414476,0.551109,0.020705
760,6.333333,,,,-0.018122,1.025002,0.021672,1.865024,0.017899,0.351861,-0.413999,0.550645,0.020705
761,6.341667,,,,-0.018132,1.024995,0.021673,1.865002,0.017917,0.351866,-0.413738,0.550380,0.020662
762,6.350000,,,,-0.018158,1.024979,0.021684,1.864421,0.017848,0.351810,-0.413433,0.549994,0.020624
763,6.358333,,,,-0.018182,1.024976,0.021685,1.865047,0.017889,0.351854,-0.413111,0.549512,0.020805
764,6.366667,,,,-0.018202,1.024977,0.021689,1.865047,0.017882,0.351851,-0.412823,0.549092,0.020847
765,6.375000,,,,-0.018209,1.024977,0.021691,1.864989,0.017922,0.351873,-0.412487,0.548504,0.020734
766,6.383333,,,,-0.018213,1.024974,0.021694,1.864561,0.017781,0.351769,-0.412372,0.548179,0.020661
767,6.391667,,,,-0.018278,1.024921,0.021661,1.865007,0.017921,0.351868,-0.412097,0.547514,0.020486
768,6.400000,,,,-0.018209,1.024973,0.021685,1.865005,0.017918,0.351868,-0.411991,0.546978,0.020448
769,6.408333,,,,-0.018208,1.024987,0.021684,1.864483,0.017813,0.351789,-0.411875,0.546463,0.020539
770,6.416667,,,,-0.018146,1.025038,0.021713,1.864527,0.017788,0.351774,-0.411723,0.545871,0.020646
771,6.425000,,,,-0.018177,1.024992,0.021675,1.864535,0.017768,0.351766,-0.411617,0.545542,0.020874
772,6.433333,,,,-0.018108,1.025049,0.021711,1.864517,0.017791,0.351777,-0.411423,0.545229,0.021189
773,6.441667,,,,-0.018087,1.025049,0.021699,1.864967,0.017923,0.351877,-0.411171,0.544965,0.021449
774,6.450000,,,,-0.018071,1.025052,0.021693,1.864955,0.017928,0.351878,-0.410882,0.544702,0.021555
775,6.458333,,,,-0.018068,1.025059,0.021696,1.865019,0.017909,0.351862,-0.410652,0.544352,0.021661
776,6.466667,,,,-0.018078,1.025047,0.021701,1.865109,0.017855,0.351833,-0.410604,0.544045,0.021893
777,6.475000,,,,-0.018159,1.024985,0.021670,1.864998,0.017925,0.351869,-0.410330,0.543672,0.021903
778,6.483333,,,,-0.018177,1.024975,0.021676,1.864480,0.017822,0.351793,-0.410050,0.543288,0.021656
779,6.491667,,,,-0.018200,1.024976,0.021689,1.865031,0.017897,0.351859,-0.409915,0.542996,0.021323
780,6.500000,,,,-0.018214,1.024965,0.021696,1.864974,0.017947,0.351879,-0.409857,0.542733,0.020994
781,6.508333,,,,-0.018236,1.024952,0.021701,1.864451,0.017829,0.351796,-0.409689,0.542305,0.020617
782,6.516667,,,,-0.018326,1.024876,0.021672,1.864479,0.017822,0.351790,-0.409599,0.541965,0.020380
783,6.525000,,,,-0.018348,1.024870,0.021681,1.864981,0.017935,0.351875,-0.409468,0.541483,0.020218
784,6.533333,,,,-0.018352,1.024851,0.021723,1.865025,0.017913,0.351861,-0.409380,0.540970,0.020080
785,6.541667,,,,-0.018355,1.024863,0.021723,1.864415,0.017866,0.351813,-0.409339,0.540542,0.020005
786,6.550000,,,,-0.018346,1.024850,0.021727,1.864984,0.017945,0.351876,-0.409294,0.540093,0.019968
787,6.558333,,,,-0.018344,1.024850,0.021730,1.864485,0.017813,0.351789,-0.409212,0.539688,0.019935
788,6.566667,,,,-0.018348,1.024839,0.021729,1.865129,0.017864,0.351833,-0.409178,0.539390,0.019819
789,6.575000,,,,-0.018362,1.024837,0.021736,1.864502,0.017821,0.351788,-0.409112,0.539142,0.019823
790,6.583333,,,,-0.018377,1.024833,0.021738,1.865077,0.017897,0.351851,-0.409096,0.538949,0.019706
791,6.591667,,,,-0.018405,1.024838,0.021707,1.865070,0.017903,0.351853,-0.408980,0.538789,0.019533
792,6.600000,,,,-0.018390,1.024806,0.021739,1.865009,0.017928,0.351869,-0.408814,0.538709,0.019411
793,6.608333,,,,-0.018381,1.024812,0.021748,1.865046,0.017910,0.351857,-0.408708,0.538541,0.018989
794,6.616667,,,,-0.018397,1.024800,0.021755,1.864555,0.017773,0.351764,-0.408628,0.538578,0.018634
795,6.625000,,,,-0.018430,1.024785,0.021762,1.864494,0.017796,0.351784,-0.408519,0.538682,0.018425
796,6.633333,,,,-0.018464,1.024770,0.021770,1.865034,0.017881,0.351852,-0.408406,0.538621,0.018195
797,6.641667,,,,-0.018488,1.024770,0.021776,1.864456,0.017834,0.351797,-0.408350,0.538375,0.018219
798,6.650000,,,,-0.018492,1.024785,0.021789,1.864531,0.017805,0.351779,-0.408309,0.538266,0.018403
799,6.658333,,,,-0.018476,1.024779,0.021789,1.864969,0.017930,0.351878,-0.408216,0.538206,0.018700
800,6.666667,,,,-0.018461,1.024778,0.021782,1.864996,0.017928,0.351871,-0.408125,0.538255,0.019031
801,6.675000,,,,-0.018434,1.024794,0.021775,1.864964,0.017948,0.351880,-0.407992,0.538329,0.019317
802,6.683333,,,,-0.018421,1.024817,0.021770,1.864561,0.017766,0.351767,-0.407966,0.538524,0.019569
803,6.691667,,,,-0.018385,1.024830,0.021756,1.864914,0.017952,0.351891,-0.407933,0.538596,0.019633
804,6.700000,,,,-0.018362,1.024834,0.021744,1.864950,0.017931,0.351877,-0.407905,0.538672,0.019698
805,6.708333,,,,-0.018324,1.024833,0.021729,1.865012,0.017909,0.351862,-0.407828,0.538793,0.019809
806,6.716667,,,,-0.018324,1.024854,0.021680,1.864472,0.017825,0.351793,-0.407749,0.538952,0.020092
807,6.725000,,,,-0.018315,1.024866,0.021670,1.864542,0.017782,0.351770,-0.407589,0.538980,0.020479
808,6.733333,,,,-0.018299,1.024891,0.021672,1.865125,0.017864,0.351836,-0.407479,0.538957,0.021116
809,6.741667,,,,-0.018238,1.024951,0.021698,1.865112,0.017879,0.351840,-0.407317,0.538974,0.022181
810,6.750000,,,,-0.018219,1.024928,0.021745,1.865064,0.017912,0.351856,-0.407180,0.538936,0.023074
811,6.758333,,,,-0.018292,1.024872,0.021713,1.864600,0.017745,0.351753,-0.406971,0.538641,0.024250
812,6.766667,,,,-0.018300,1.024869,0.021718,1.865060,0.017899,0.351851,-0.406735,0.538563,0.025695
813,6.775000,,,,-0.018324,1.024870,0.021730,1.865108,0.017855,0.351834,-0.406528,0.538383,0.027269
814,6.783333,,,,-0.018343,1.024868,0.021738,1.864957,0.017955,0.351887,-0.406214,0.538259,0.028791
815,6.791667,,,,-0.018352,1.024861,0.021738,1.865007,0.017907,0.351864,-0.405926,0.538279,0.030491
816,6.800000,,,,-0.018340,1.024863,0.021733,1.865042,0.017906,0.351860,-0.405615,0.538289,0.031696
817,6.808333,,,,-0.018320,1.024870,0.021726,1.864571,0.017779,0.351763,-0.405313,0.538369,0.033252
818,6.816667,,,,-0.018235,1.024959,0.021709,1.864525,0.017802,0.351782,-0.405089,0.538447,0.034046
819,6.825000,,,,-0.018217,1.024965,0.021697,1.865039,0.017904,0.351858,-0.404994,0.538660,0.034987
820,6.833333,,,,-0.018144,1.025024,0.021729,1.864528,0.017803,0.351776,-0.404827,0.538824,0.035875
821,6.841667,,,,-0.018134,1.025026,0.021714,1.865136,0.017877,0.351837,-0.404570,0.538955,0.036389
822,6.850000,,,,-0.018130,1.025036,0.021707,1.865020,0.017909,0.351861,-0.404478,0.539198,0.036724
823,6.858333,,,,-0.018160,1.024997,0.021671,1.865090,0.017870,0.351845,-0.404392,0.539412,0.037048
824,6.866667,,,,-0.018087,1.025047,0.021698,1.865041,0.017904,0.351858,-0.404332,0.539624,0.037314
825,6.875000,,,,-0.018086,1.025047,0.021701,1.865051,0.017897,0.351856,-0.404277,0.539852,0.037672
826,6.883333,,,,-0.018157,1.024995,0.021669,1.864452,0.017829,0.351798,-0.404193,0.539959,0.037961
827,6.891667,,,,-0.018115,1.025041,0.021709,1.865009,0.017911,0.351866,-0.404145,0.540113,0.038185
828,6.900000,,,,-0.018198,1.024987,0.021681,1.864537,0.017789,0.351773,-0.404102,0.540234,0.038254
829,6.908333,,,,-0.018213,1.024987,0.021685,1.865047,0.017903,0.351857,-0.404052,0.540369,0.038285
830,6.916667,,,,-0.018154,1.025030,0.021727,1.865045,0.017879,0.351852,-0.403984,0.540549,0.038263
831,6.925000,,,,-0.018211,1.024976,0.021689,1.865051,0.017893,0.351853,-0.403982,0.540797,0.038051
832,6.933333,,,,-0.018136,1.025038,0.021725,1.864447,0.017840,0.351799,-0.404028,0.541063,0.037629
833,6.941667,,,,-0.018188,1.024993,0.021683,1.864473,0.017823,0.351794,-0.404022,0.541216,0.037434
834,6.950000,,,,-0.018171,1.024971,0.021721,1.865026,0.017919,0.351863,-0.404127,0.541469,0.037121
835,6.958333,,,,-0.018107,1.025047,0.021717,1.865050,0.017911,0.351859,-0.404282,0.541773,0.036815
836,6.966667,,,,-0.018092,1.025051,0.021708,1.864605,0.017743,0.351750,-0.404397,0.541845,0.036296
837,6.975000,,,,-0.018068,1.025061,0.021701,1.865004,0.017924,0.351869,-0.404584,0.541958,0.035724
838,6.983333,,,,-0.018048,1.025060,0.021692,1.864463,0.017843,0.351801,-0.404773,0.542098,0.035313
839,6.991667,,,,-0.018040,1.025059,0.021687,1.864484,0.017821,0.351790,-0.404909,0.542129,0.034787
840,7.000000,,,,-0.018050,1.025059,0.021694,1.864984,0.017934,0.351876,-0.405072,0.542216,0.034438
841,7.008333,,,,-0.018128,1.025000,0.021653,1.864593,0.017770,0.351760,-0.405250,0.542251,0.034051
842,7.016667,,,,-0.018135,1.024997,0.021666,1.864572,0.017785,0.351767,-0.405473,0.542259,0.033704
843,7.025000,,,,-0.018163,1.024992,0.021677,1.865080,0.017903,0.351851,-0.405706,0.542249,0.033335
844,7.033333,,,,-0.018180,1.024984,0.021683,1.864990,0.017936,0.351875,-0.405880,0.542192,0.032974
845,7.041667,,,,-0.018190,1.024971,0.021685,1.864557,0.017793,0.351770,-0.406045,0.542115,0.032821
846,7.050000,,,,-0.018267,1.024909,0.021657,1.864457,0.017866,0.351806,-0.406272,0.542008,0.032595
847,7.058333,,,,-0.018282,1.024906,0.021665,1.865097,0.017870,0.351840,-0.406469,0.541861,0.032398
848,7.066667,,,,-0.018290,1.024917,0.021669,1.864481,0.017824,0.351792,-0.406668,0.541730,0.032340
849,7.075000,,,,-0.018289,1.024910,0.021668,1.865085,0.017886,0.351848,-0.406860,0.541584,0.032302
850,7.083333,,,,-0.018208,1.024969,0.021698,1.865037,0.017923,0.351864,-0.407091,0.541496,0.032231
851,7.091667,,,,-0.018193,1.024970,0.021695,1.865011,0.017923,0.351868,-0.407252,0.541275,0.032256
852,7.100000,,,,-0.018178,1.024969,0.021686,1.865046,0.017931,0.351864,-0.407464,0.541097,0.032209
853,7.108333,,,,-0.018177,1.024969,0.021684,1.864984,0.017944,0.351875,-0.407682,0.540924,0.032137
854,7.116667,,,,-0.018180,1.024971,0.021682,1.864474,0.017851,0.351799,-0.407913,0.540730,0.032049
855,7.125000,,,,-0.018184,1.024963,0.021677,1.865029,0.017934,0.351870,-0.408103,0.540588,0.031975
856,7.133333,,,,-0.018266,1.024900,0.021649,1.865065,0.017896,0.351854,-0.408291,0.540430,0.031891
857,7.141667,,,,-0.018224,1.024946,0.021691,1.865002,0.017917,0.351866,-0.408464,0.540279,0.031840
858,7.150000,,,,-0.018318,1.024875,0.021665,1.865062,0.017908,0.351857,-0.408616,0.540108,0.031834
859,7.158333,,,,-0.018339,1.024849,0.021723,1.864510,0.017821,0.351784,-0.408727,0.540003,0.031957
860,7.166667,,,,-0.018384,1.024822,0.021736,1.864981,0.017952,0.351882,-0.408773,0.539843,0.032133
861,7.175000,,,,-0.018435,1.024801,0.021760,1.865029,0.017920,0.351863,-0.408805,0.539761,0.032227
862,7.183333,,,,-0.018475,1.024786,0.021773,1.864444,0.017847,0.351805,-0.408770,0.539723,0.032381
863,7.191667,,,,-0.018504,1.024767,0.021784,1.865080,0.017888,0.351845,-0.408781,0.539656,0.032427
864,7.200000,,,,-0.018523,1.024760,0.021798,1.864472,0.017829,0.351793,-0.408797,0.539644,0.032390
865,7.208333,,,,-0.018519,1.024755,0.021804,1.865097,0.017861,0.351836,-0.408757,0.539801,0.032191
866,7.216667,,,,-0.018516,1.024747,0.021803,1.864426,0.017847,0.351807,-0.408684,0.540029,0.031831
867,7.225000,,,,-0.018505,1.024757,0.021801,1.865041,0.017903,0.351855,-0.408631,0.540342,0.031512
868,7.233333,,,,-0.018488,1.024777,0.021792,1.865014,0.017913,0.351864,-0.408593,0.540465,0.031201
869,7.241667,,,,-0.018457,1.024774,0.021781,1.864558,0.017769,0.351764,-0.408572,0.540469,0.031065
870,7.250000,,,,-0.018439,1.024766,0.021771,1.865038,0.017911,0.351860,-0.408572,0.540475,0.030831
871,7.258333,,,,-0.018424,1.024768,0.021763,1.865025,0.017909,0.351862,-0.408581,0.540534,0.030595
872,7.266667,,,,-0.018417,1.024780,0.021762,1.864554,0.017781,0.351769,-0.408554,0.540493,0.030247
873,7.275000,,,,-0.018430,1.024784,0.021761,1.865069,0.017875,0.351846,-0.408541,0.540428,0.029954
