Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1095,9.125000,,,,-0.018278,1.025004,0.021712,1.864604,0.017747,0.351754,-0.633653,0.935173,-0.004065,,,
1096,9.133333,,,,-0.018276,1.025000,0.021709,1.864637,0.017711,0.351738,-0.633751,0.934240,-0.003933,,,
1097,9.141667,,,,-0.018226,1.025058,0.021744,1.864649,0.017696,0.351729,-0.634011,0.933194,-0.003911,,,
1098,9.150000,,,,-0.018281,1.024998,0.021714,1.864657,0.017712,0.351732,-0.633979,0.932483,-0.003818,,,
1099,9.158333,,,,-0.018255,1.025002,0.021707,1.864549,0.017777,0.351765,-0.633829,0.931708,-0.003654,,,
1100,9.166667,,,,-0.018163,1.025051,0.021736,1.864616,0.017712,0.351739,-0.633971,0.930888,-0.003571,,,
1101,9.175000,,,,-0.018144,1.025061,0.021736,1.865109,0.017837,0.351827,-0.634171,0.930112,-0.003023,,,
1102,9.183333,,,,-0.018156,1.025049,0.021738,1.865067,0.017884,0.351845,-0.634337,0.929611,-0.002405,,,
1103,9.191667,,,,-0.018273,1.024994,0.021716,1.864592,0.017746,0.351751,-0.634621,0.928943,-0.001836,,,
1104,9.200000,,,,-0.018375,1.024933,0.021690,1.864530,0.017775,0.351769,-0.634757,0.928467,-0.001276,,,
1105,9.208333,,,,-0.018396,1.024940,0.021698,1.864623,0.017721,0.351741,-0.634760,0.927943,-0.000894,,,
1106,9.216667,,,,-0.018385,1.024940,0.021690,1.865075,0.017865,0.351841,-0.634602,0.927334,-0.000657,,,
1107,9.225000,,,,-0.018358,1.024934,0.021683,1.864641,0.017705,0.351735,-0.634376,0.926755,-0.000671,,,
1108,9.233333,,,,-0.018279,1.024997,0.021719,1.864621,0.017724,0.351741,-0.634274,0.926057,-0.000768,,,
1109,9.241667,,,,-0.018222,1.025054,0.021751,1.865104,0.017854,0.351837,-0.634079,0.925403,-0.000822,,,
1110,9.250000,,,,-0.018304,1.025000,0.021707,1.864512,0.017799,0.351777,-0.634106,0.924639,-0.000879,,,
1111,9.258333,,,,-0.018331,1.024998,0.021717,1.864560,0.017757,0.351763,-0.633905,0.924175,-0.000695,,,
1112,9.266667,,,,-0.018323,1.024995,0.021715,1.865219,0.017782,0.351795,-0.633740,0.923616,-0.000342,,,
1113,9.275000,,,,-0.018302,1.024995,0.021714,1.865108,0.017822,0.351826,-0.633594,0.923279,-0.000345,,,
1114,9.283333,,,,-0.018257,1.024994,0.021708,1.864546,0.017783,0.351772,-0.633492,0.922836,-0.000374,,,
1115,9.291667,,,,-0.018176,1.025056,0.021739,1.865079,0.017873,0.351844,-0.633428,0.922297,-0.000414,,,
1116,9.300000,,,,-0.018234,1.025001,0.021706,1.864594,0.017723,0.351748,-0.633574,0.921531,-0.000562,,,
1117,9.308333,,,,-0.018270,1.024994,0.021714,1.864573,0.017758,0.351759,-0.633647,0.920844,-0.000581,,,
1118,9.316667,,,,-0.018302,1.024988,0.021717,1.864605,0.017747,0.351753,-0.633777,0.920351,-0.000547,,,
1119,9.325000,,,,-0.018386,1.024921,0.021686,1.864617,0.017723,0.351744,-0.633880,0.919781,-0.000132,,,
1120,9.333333,,,,-0.018398,1.024928,0.021699,1.864583,0.017749,0.351757,-0.634119,0.919227,0.000050,,,
1121,9.341667,,,,-0.018385,1.024936,0.021694,1.864480,0.017807,0.351786,-0.634249,0.918781,0.000255,,,
1122,9.350000,,,,-0.018313,1.024990,0.021725,1.864599,0.017723,0.351747,-0.634142,0.918418,0.000632,,,
1123,9.358333,,,,-0.018332,1.024984,0.021725,1.865055,0.017879,0.351849,-0.634062,0.918172,0.000710,,,
1124,9.366667,,,,-0.018338,1.024993,0.021726,1.864526,0.017767,0.351768,-0.633833,0.917980,0.000887,,,
1125,9.375000,,,,-0.018348,1.024998,0.021729,1.864573,0.017740,0.351755,-0.633739,0.917610,0.000883,,,
1126,9.383333,,,,-0.018344,1.025000,0.021715,1.864573,0.017754,0.351758,-0.633620,0.917149,0.000925,,,
1127,9.391667,,,,-0.018402,1.024942,0.021688,1.864603,0.017732,0.351748,-0.633546,0.916492,0.001040,,,
1128,9.400000,,,,-0.018339,1.024991,0.021719,1.864578,0.017752,0.351757,-0.633550,0.915848,0.000951,,,
1129,9.408333,,,,-0.018405,1.024937,0.021696,1.864618,0.017728,0.351744,-0.633590,0.915175,0.000823,,,
1130,9.416667,,,,-0.018414,1.024930,0.021697,1.864573,0.017761,0.351760,-0.633478,0.914475,0.001076,,,
1131,9.425000,,,,-0.018419,1.024930,0.021702,1.864542,0.017762,0.351765,-0.633504,0.913913,0.001022,,,
1132,9.433333,,,,-0.018419,1.024938,0.021709,1.865148,0.017838,0.351822,-0.633582,0.913135,0.001159,,,
1133,9.441667,,,,-0.018419,1.024925,0.021711,1.864520,0.017776,0.351774,-0.633715,0.912201,0.001236,,,
1134,9.450000,,,,-0.018429,1.024922,0.021713,1.864584,0.017754,0.351757,-0.633600,0.911690,0.001330,,,
1135,9.458333,,,,-0.018452,1.024918,0.021727,1.864599,0.017752,0.351755,-0.633552,0.910883,0.001511,,,
1136,9.466667,,,,-0.018474,1.024916,0.021723,1.864475,0.017817,0.351792,-0.633548,0.910144,0.001514,,,
1137,9.475000,,,,-0.018494,1.024915,0.021727,1.865172,0.017811,0.351812,-0.633399,0.909296,0.001725,,,
1138,9.483333,,,,-0.018495,1.024918,0.021726,1.864671,0.017693,0.351726,-0.633295,0.908481,0.001711,,,
1139,9.491667,,,,-0.018491,1.024916,0.021724,1.865120,0.017836,0.351825,-0.633073,0.907740,0.001891,,,
1140,9.500000,,,,-0.018483,1.024919,0.021721,1.864571,0.017743,0.351757,-0.632941,0.906796,0.002054,,,
1141,9.508333,,,,-0.018492,1.024930,0.021719,1.864634,0.017719,0.351738,-0.632832,0.905977,0.002013,,,
1142,9.516667,,,,-0.018504,1.024926,0.021722,1.864632,0.017728,0.351741,-0.632690,0.904933,0.002172,,,
1143,9.525000,,,,-0.018519,1.024930,0.021719,1.864531,0.017773,0.351771,-0.632517,0.904129,0.002224,,,
1144,9.533333,,,,-0.018526,1.024923,0.021717,1.864663,0.017701,0.351730,-0.632433,0.903243,0.002244,,,
1145,9.541667,,,,-0.018501,1.024938,0.021726,1.864659,0.017711,0.351733,-0.632289,0.902223,0.002486,,,
1146,9.550000,,,,-0.018486,1.024932,0.021723,1.864593,0.017760,0.351758,-0.632191,0.901508,0.002540,,,
1147,9.558333,,,,-0.018486,1.024932,0.021730,1.865051,0.017871,0.351848,-0.631964,0.900802,0.002793,,,
1148,9.566667,,,,-0.018505,1.024922,0.021726,1.864663,0.017715,0.351733,-0.631748,0.899952,0.002930,,,
1149,9.575000,,,,-0.018529,1.024920,0.021737,1.865110,0.017848,0.351831,-0.631694,0.898962,0.003005,,,
1150,9.583333,,,,-0.018536,1.024911,0.021732,1.864641,0.017723,0.351737,-0.631510,0.898157,0.003168,,,
1151,9.591667,,,,-0.018535,1.024912,0.021739,1.864566,0.017775,0.351762,-0.631266,0.897432,0.003339,,,
1152,9.600000,,,,-0.018520,1.024911,0.021740,1.864592,0.017729,0.351747,-0.631027,0.896737,0.003550,,,
1153,9.608333,,,,-0.018517,1.024908,0.021736,1.865063,0.017870,0.351842,-0.630930,0.895794,0.003692,,,
1154,9.616667,,,,-0.018526,1.024909,0.021741,1.864589,0.017747,0.351751,-0.630759,0.894932,0.003791,,,
1155,9.625000,,,,-0.018539,1.024915,0.021743,1.864677,0.017697,0.351727,-0.630509,0.894285,0.003964,,,
1156,9.633333,,,,-0.018546,1.024915,0.021741,1.864681,0.017689,0.351722,-0.630346,0.893613,0.004060,,,
1157,9.641667,,,,-0.018523,1.024927,0.021739,1.864543,0.017777,0.351768,-0.630160,0.892764,0.004216,,,
1158,9.650000,,,,-0.018502,1.024917,0.021721,1.864650,0.017732,0.351742,-0.630072,0.891838,0.004302,,,
1159,9.658333,,,,-0.018478,1.024917,0.021721,1.864605,0.017738,0.351749,-0.629889,0.891040,0.004499,,,
1160,9.666667,,,,-0.018477,1.024923,0.021724,1.865137,0.017840,0.351825,-0.629598,0.890410,0.004597,,,
1161,9.675000,,,,-0.018495,1.024932,0.021728,1.864614,0.017750,0.351748,-0.629453,0.889604,0.004752,,,
1162,9.683333,,,,-0.018519,1.024920,0.021727,1.865102,0.017867,0.351837,-0.629236,0.888801,0.004993,,,
1163,9.691667,,,,-0.018529,1.024924,0.021729,1.865087,0.017841,0.351834,-0.629271,0.887828,0.005064,,,
1164,9.700000,,,,-0.018525,1.024921,0.021735,1.864571,0.017761,0.351761,-0.629086,0.887001,0.005317,,,
1165,9.708333,,,,-0.018525,1.024917,0.021732,1.864528,0.017779,0.351775,-0.628849,0.886241,0.005536,,,
1166,9.716667,,,,-0.018540,1.024917,0.021742,1.864563,0.017758,0.351764,-0.628676,0.885441,0.005706,,,
1167,9.725000,,,,-0.018564,1.024907,0.021742,1.864563,0.017772,0.351763,-0.628677,0.884473,0.005902,,,
1168,9.733333,,,,-0.018607,1.024897,0.021759,1.864629,0.017713,0.351739,-0.628533,0.883687,0.006321,,,
1169,9.741667,,,,-0.018640,1.024896,0.021767,1.864618,0.017732,0.351746,-0.628432,0.883135,0.006377,,,
1170,9.750000,,,,-0.018657,1.024892,0.021772,1.865149,0.017838,0.351822,-0.628341,0.882325,0.006595,,,
1171,9.758333,,,,-0.018666,1.024887,0.021767,1.864550,0.017759,0.351762,-0.628260,0.881471,0.006820,,,
1172,9.766667,,,,-0.018670,1.024887,0.021775,1.864465,0.017807,0.351787,-0.628089,0.880886,0.006911,,,
1173,9.775000,,,,-0.018671,1.024884,0.021768,1.864636,0.017727,0.351741,-0.627906,0.880301,0.007154,,,
1174,9.783333,,,,-0.018678,1.024886,0.021766,1.864605,0.017743,0.351750,-0.627764,0.879897,0.007211,,,
1175,9.791667,,,,-0.018680,1.024890,0.021762,1.864573,0.017735,0.351753,-0.627603,0.879432,0.007454,,,
1176,9.800000,,,,-0.018671,1.024904,0.021763,1.864551,0.017772,0.351767,-0.627546,0.878858,0.007570,,,
1177,9.808333,,,,-0.018670,1.024900,0.021760,1.864593,0.017727,0.351749,-0.627385,0.878390,0.007816,,,
1178,9.816667,,,,-0.018657,1.024899,0.021754,1.864638,0.017717,0.351737,-0.627346,0.877838,0.008009,,,
1179,9.825000,,,,-0.018655,1.024902,0.021757,1.864704,0.017694,0.351719,-0.627275,0.877387,0.008124,,,
1180,9.833333,,,,-0.018651,1.024902,0.021756,1.864545,0.017763,0.351766,-0.627148,0.876939,0.008243,,,
1181,9.841667,,,,-0.018660,1.024899,0.021759,1.865148,0.017829,0.351819,-0.627053,0.876697,0.008259,,,
1182,9.850000,,,,-0.018669,1.024898,0.021768,1.864508,0.017794,0.351779,-0.626964,0.876487,0.008303,,,
1183,9.858333,,,,-0.018687,1.024890,0.021774,1.865062,0.017841,0.351835,-0.626866,0.876273,0.008373,,,
1184,9.866667,,,,-0.018688,1.024885,0.021775,1.864547,0.017752,0.351763,-0.626740,0.876142,0.008444,,,
1185,9.875000,,,,-0.018683,1.024887,0.021778,1.864519,0.017770,0.351772,-0.626656,0.875995,0.008416,,,
1186,9.883333,,,,-0.018682,1.024884,0.021779,1.864480,0.017793,0.351784,-0.626592,0.875842,0.008456,,,
1187,9.891667,,,,-0.018664,1.024890,0.021779,1.864623,0.017730,0.351745,-0.626555,0.875704,0.008488,,,
1188,9.900000,,,,-0.018653,1.024898,0.021777,1.864505,0.017788,0.351779,-0.626524,0.875565,0.008509,,,
1189,9.908333,,,,-0.018636,1.024888,0.021775,1.865136,0.017829,0.351822,-0.626411,0.875421,0.008654,,,
1190,9.916667,,,,-0.018620,1.024900,0.021762,1.864505,0.017774,0.351772,-0.626365,0.875342,0.008613,,,
1191,9.925000,,,,-0.018600,1.024912,0.021766,1.864541,0.017767,0.351766,-0.626293,0.875286,0.008656,,,
1192,9.933333,,,,-0.018575,1.024914,0.021753,1.864663,0.017715,0.351732,-0.626243,0.875262,0.008641,,,
1193,9.941667,,,,-0.018558,1.024913,0.021746,1.864562,0.017780,0.351766,-0.626201,0.875261,0.008631,,,
1194,9.950000,,,,-0.018538,1.024920,0.021748,1.864587,0.017752,0.351754,-0.626107,0.875331,0.008686,,,
1195,9.958333,,,,-0.018526,1.024919,0.021737,1.864661,0.017695,0.351727,-0.626027,0.875345,0.008776,,,
1196,9.966667,,,,-0.018519,1.024920,0.021740,1.864674,0.017685,0.351722,-0.626012,0.875358,0.008807,,,
1197,9.975000,,,,-0.018519,1.024915,0.021731,1.864628,0.017728,0.351742,-0.625992,0.875366,0.008832,,,
1198,9.983333,,,,-0.018512,1.024921,0.021733,1.865067,0.017870,0.351846,-0.625972,0.875367,0.008848,,,
1199,9.991667,,,,-0.018517,1.024921,0.021741,1.864502,0.017780,0.351777,-0.625957,0.875372,0.008854,,,
1200,10.000000,,,,-0.018517,1.024919,0.021741,1.864626,0.017731,0.351744,-0.625888,0.875355,0.008932,,,
1201,10.008333,,,,-0.018517,1.024915,0.021733,1.864594,0.017734,0.351749,-0.625817,0.875361,0.009020,,,
1202,10.016667,,,,-0.018517,1.024910,0.021739,1.864706,0.017676,0.351715,-0.625800,0.875374,0.009035,,,
1203,10.025000,,,,-0.018516,1.024913,0.021748,1.864630,0.017702,0.351736,-0.625787,0.875379,0.009066,,,
1204,10.033333,,,,-0.018499,1.024911,0.021740,1.864673,0.017677,0.351723,-0.625719,0.875423,0.009158,,,
1205,10.041667,,,,-0.018484,1.024917,0.021735,1.865088,0.017857,0.351838,-0.625719,0.875440,0.009219,,,
1206,10.050000,,,,-0.018474,1.024916,0.021732,1.864629,0.017724,0.351739,-0.625721,0.875475,0.009288,,,
1207,10.058333,,,,-0.018455,1.024922,0.021726,1.864591,0.017752,0.351755,-0.625711,0.875480,0.009430,,,
1208,10.066667,,,,-0.018436,1.024921,0.021720,1.864610,0.017747,0.351749,-0.625666,0.875560,0.009605,,,
1209,10.075000,,,,-0.018429,1.024933,0.021724,1.865158,0.017809,0.351813,-0.625691,0.875606,0.009704,,,
1210,10.083333,,,,-0.018369,1.024984,0.021751,1.864569,0.017740,0.351754,-0.625706,0.875665,0.009817,,,
1211,10.091667,,,,-0.018350,1.024987,0.021741,1.864622,0.017715,0.351740,-0.625665,0.875780,0.010003,,,
1212,10.100000,,,,-0.018346,1.024989,0.021746,1.864567,0.017755,0.351758,-0.625644,0.875887,0.010216,,,
1213,10.108333,,,,-0.018414,1.024928,0.021710,1.864551,0.017777,0.351769,-0.625607,0.876018,0.010376,,,
1214,10.116667,,,,-0.018418,1.024930,0.021709,1.864599,0.017744,0.351753,-0.625639,0.876095,0.010532,,,
1215,10.125000,,,,-0.018432,1.024933,0.021714,1.865091,0.017858,0.351837,-0.625631,0.876226,0.010718,,,
1216,10.133333,,,,-0.018428,1.024932,0.021722,1.865112,0.017854,0.351830,-0.625660,0.876268,0.010943,,,
1217,10.141667,,,,-0.018427,1.024922,0.021715,1.864595,0.017734,0.351749,-0.625619,0.876328,0.011261,,,
1218,10.150000,,,,-0.018428,1.024922,0.021712,1.864543,0.017783,0.351769,-0.625605,0.876358,0.011584,,,
1219,10.158333,,,,-0.018431,1.024922,0.021719,1.864589,0.017753,0.351752,-0.625573,0.876441,0.011904,,,
1220,10.166667,,,,-0.018429,1.024927,0.021721,1.864596,0.017735,0.351750,-0.625511,0.876634,0.012296,,,
1221,10.175000,,,,-0.018425,1.024923,0.021715,1.864590,0.017745,0.351752,-0.625533,0.876779,0.012594,,,
1222,10.183333,,,,-0.018355,1.024971,0.021745,1.865168,0.017820,0.351812,-0.625569,0.876837,0.012916,,,
1223,10.191667,,,,-0.018345,1.024982,0.021743,1.864637,0.017732,0.351741,-0.625639,0.876873,0.013155,,,
1224,10.200000,,,,-0.018401,1.024921,0.021700,1.864597,0.017745,0.351751,-0.625691,0.876916,0.013315,,,
1225,10.208333,,,,-0.018325,1.024990,0.021745,1.864613,0.017722,0.351741,-0.625725,0.876901,0.013511,,,
1226,10.216667,,,,-0.018324,1.024998,0.021735,1.865107,0.017834,0.351827,-0.625795,0.876882,0.013682,,,
1227,10.225000,,,,-0.018331,1.024981,0.021732,1.865051,0.017854,0.351840,-0.625856,0.876920,0.013830,,,
1228,10.233333,,,,-0.018335,1.024991,0.021738,1.864620,0.017731,0.351746,-0.625905,0.876940,0.013962,,,
1229,10.241667,,,,-0.018338,1.024989,0.021739,1.864552,0.017768,0.351764,-0.625890,0.876979,0.014253,,,
1230,10.250000,,,,-0.018348,1.024989,0.021739,1.864647,0.017709,0.351736,-0.625922,0.876982,0.014460,,,
1231,10.258333,,,,-0.018412,1.024934,0.021707,1.865114,0.017833,0.351825,-0.625825,0.877128,0.014789,,,
1232,10.266667,,,,-0.018361,1.024979,0.021739,1.864549,0.017761,0.351763,-0.625816,0.877217,0.014919,,,
1233,10.275000,,,,-0.018423,1.024924,0.021714,1.865198,0.017793,0.351802,-0.625832,0.877239,0.014976,,,
1234,10.283333,,,,-0.018430,1.024922,0.021715,1.864595,0.017759,0.351756,-0.625820,0.877231,0.015085,,,
1235,10.291667,,,,-0.018430,1.024924,0.021716,1.864612,0.017720,0.351745,-0.625821,0.877236,0.015111,,,
1236,10.300000,,,,-0.018431,1.024932,0.021717,1.865116,0.017853,0.351833,-0.625823,0.877223,0.015128,,,
1237,10.308333,,,,-0.018432,1.024918,0.021716,1.864671,0.017704,0.351729,-0.625827,0.877177,0.015140,,,
1238,10.316667,,,,-0.018427,1.024924,0.021719,1.864666,0.017707,0.351730,-0.625917,0.877011,0.015128,,,
1239,10.325000,,,,-0.018424,1.024928,0.021719,1.864572,0.017770,0.351762,-0.625880,0.876868,0.015278,,,
1240,10.333333,,,,-0.018426,1.024925,0.021714,1.865068,0.017871,0.351845,-0.625921,0.876730,0.015274,,,
1241,10.341667,,,,-0.018425,1.024928,0.021715,1.864665,0.017710,0.351732,-0.625938,0.876600,0.015346,,,
1242,10.350000,,,,-0.018418,1.024925,0.021711,1.864528,0.017763,0.351766,-0.625997,0.876438,0.015351,,,
1243,10.358333,,,,-0.018429,1.024932,0.021709,1.865109,0.017837,0.351827,-0.626041,0.876247,0.015311,,,
1244,10.366667,,,,-0.018432,1.024934,0.021717,1.864595,0.017746,0.351755,-0.626039,0.876069,0.015291,,,
1245,10.375000,,,,-0.018446,1.024924,0.021712,1.864559,0.017757,0.351763,-0.626034,0.875886,0.015264,,,
1246,10.383333,,,,-0.018450,1.024926,0.021717,1.864555,0.017754,0.351760,-0.626010,0.875800,0.015217,,,
1247,10.391667,,,,-0.018458,1.024921,0.021725,1.865060,0.017863,0.351844,-0.625961,0.875684,0.015155,,,
1248,10.400000,,,,-0.018467,1.024916,0.021717,1.864505,0.017792,0.351776,-0.625913,0.875571,0.015078,,,
1249,10.408333,,,,-0.018477,1.024912,0.021722,1.864541,0.017770,0.351769,-0.625919,0.875409,0.014937,,,
1250,10.416667,,,,-0.018485,1.024914,0.021724,1.865040,0.017883,0.351856,-0.625858,0.875257,0.014907,,,
1251,10.425000,,,,-0.018489,1.024916,0.021738,1.864534,0.017770,0.351769,-0.625819,0.875135,0.014846,,,
1252,10.433333,,,,-0.018494,1.024920,0.021734,1.864574,0.017749,0.351753,-0.625785,0.874973,0.014778,,,
1253,10.441667,,,,-0.018496,1.024917,0.021732,1.864683,0.017676,0.351718,-0.625846,0.874750,0.014591,,,
1254,10.450000,,,,-0.018498,1.024917,0.021732,1.864593,0.017751,0.351754,-0.625834,0.874591,0.014523,,,
1255,10.458333,,,,-0.018507,1.024911,0.021732,1.864538,0.017763,0.351766,-0.625860,0.874365,0.014434,,,
1256,10.466667,,,,-0.018503,1.024913,0.021731,1.864677,0.017669,0.351721,-0.625879,0.874109,0.014363,,,
1257,10.475000,,,,-0.018508,1.024917,0.021736,1.864572,0.017751,0.351757,-0.625887,0.873932,0.014232,,,
1258,10.483333,,,,-0.018521,1.024918,0.021740,1.864652,0.017693,0.351729,-0.625948,0.873635,0.014128,,,
1259,10.491667,,,,-0.018535,1.024912,0.021739,1.864555,0.017746,0.351759,-0.625922,0.873522,0.014071,,,
1260,10.500000,,,,-0.018543,1.024914,0.021742,1.864493,0.017802,0.351784,-0.625935,0.873305,0.014056,,,
1261,10.508333,,,,-0.018562,1.024906,0.021745,1.865122,0.017844,0.351829,-0.625898,0.873208,0.014024,,,
1262,10.516667,,,,-0.018582,1.024912,0.021749,1.864592,0.017729,0.351747,-0.625924,0.873092,0.013903,,,
1263,10.525000,,,,-0.018598,1.024899,0.021755,1.864534,0.017770,0.351770,-0.625864,0.873010,0.013842,,,
1264,10.533333,,,,-0.018606,1.024897,0.021760,1.864633,0.017720,0.351738,-0.625822,0.872857,0.013773,,,
1265,10.541667,,,,-0.018619,1.024896,0.021763,1.865024,0.017893,0.351859,-0.625745,0.872763,0.013634,,,
1266,10.550000,,,,-0.018629,1.024900,0.021760,1.864600,0.017720,0.351744,-0.625679,0.872646,0.013477,,,
1267,10.558333,,,,-0.018634,1.024894,0.021759,1.865136,0.017838,0.351825,-0.625600,0.872580,0.013301,,,
1268,10.566667,,,,-0.018639,1.024895,0.021763,1.864601,0.017733,0.351747,-0.625673,0.872296,0.013084,,,
1269,10.575000,,,,-0.018637,1.024898,0.021764,1.865120,0.017820,0.351822,-0.625644,0.872205,0.012998,,,
1270,10.583333,,,,-0.018638,1.024894,0.021762,1.864646,0.017714,0.351733,-0.625584,0.872118,0.012897,,,
1271,10.591667,,,,-0.018636,1.024893,0.021763,1.864592,0.017733,0.351748,-0.625537,0.872134,0.012670,,,
1272,10.600000,,,,-0.018624,1.024890,0.021759,1.864603,0.017721,0.351744,-0.625491,0.872173,0.012315,,,
1273,10.608333,,,,-0.018616,1.024894,0.021758,1.864552,0.017756,0.351760,-0.625466,0.872201,0.011885,,,
1274,10.616667,,,,-0.018606,1.024897,0.021758,1.864703,0.017684,0.351719,-0.625382,0.872079,0.011606,,,
1275,10.625000,,,,-0.018603,1.024904,0.021754,1.864680,0.017699,0.351725,-0.625349,0.871965,0.011317,,,
1276,10.633333,,,,-0.018605,1.024901,0.021757,1.864665,0.017696,0.351728,-0.625244,0.871851,0.011101,,,
1277,10.641667,,,,-0.018608,1.024902,0.021759,1.865159,0.017815,0.351814,-0.625121,0.871712,0.010874,,,
1278,10.650000,,,,-0.018609,1.024899,0.021763,1.864635,0.017726,0.351740,-0.624935,0.871522,0.010554,,,
1279,10.658333,,,,-0.018605,1.024896,0.021755,1.864640,0.017700,0.351734,-0.624741,0.871270,0.010021,,,
1280,10.666667,,,,-0.018600,1.024897,0.021758,1.865110,0.017849,0.351832,-0.624443,0.871097,0.009408,,,
1281,10.675000,,,,-0.018583,1.024908,0.021759,1.865130,0.017838,0.351826,-0.624100,0.870830,0.008870,,,
1282,10.683333,,,,-0.018547,1.024912,0.021742,1.864582,0.017748,0.351754,-0.623846,0.870445,0.008251,,,
1283,10.691667,,,,-0.018500,1.024918,0.021732,1.864632,0.017715,0.351738,-0.623415,0.870126,0.007499,,,
1284,10.700000,,,,-0.018466,1.024922,0.021719,1.865148,0.017800,0.351810,-0.622860,0.869758,0.006701,,,
1285,10.708333,,,,-0.018424,1.024929,0.021705,1.864590,0.017725,0.351747,-0.622213,0.869140,0.006018,,,
1286,10.716667,,,,-0.018316,1.024986,0.021714,1.864618,0.017731,0.351745,-0.621006,0.867840,0.005375,,,
1287,10.725000,,,,-0.018251,1.025002,0.021692,1.864706,0.017683,0.351717,-0.619255,0.865906,0.004952,,,
1288,10.733333,,,,-0.018131,1.025063,0.021705,1.864700,0.017669,0.351713,-0.617238,0.862960,0.004111,,,
1289,10.741667,,,,-0.018083,1.025067,0.021693,1.864609,0.017739,0.351749,-0.615028,0.859614,0.003771,,,
1290,10.750000,,,,-0.018048,1.025060,0.021686,1.864670,0.017689,0.351725,-0.612702,0.855951,0.003164,,,
1291,10.758333,,,,-0.018039,1.025064,0.021673,1.865090,0.017850,0.351832,-0.610215,0.851557,0.002496,,,
1292,10.766667,,,,-0.018046,1.025072,0.021677,1.864682,0.017697,0.351726,-0.607626,0.846539,0.001790,,,
1293,10.775000,,,,-0.018120,1.025022,0.021651,1.864671,0.017704,0.351728,-0.604634,0.840965,0.001190,,,
1294,10.783333,,,,-0.018064,1.025069,0.021681,1.864635,0.017731,0.351740,-0.601549,0.834662,0.000586,,,
1295,10.791667,,,,-0.018141,1.025007,0.021652,1.864689,0.017701,0.351721,-0.598326,0.828070,0.000267,,,
1296,10.800000,,,,-0.018162,1.025002,0.021658,1.864618,0.017727,0.351744,-0.594916,0.820973,-0.000276,,,
1297,10.808333,,,,-0.018183,1.025008,0.021665,1.865128,0.017826,0.351823,-0.591310,0.813053,-0.000849,,,
1298,10.816667,,,,-0.018225,1.024997,0.021669,1.864573,0.017743,0.351754,-0.587588,0.804545,-0.001327,,,
1299,10.825000,,,,-0.018299,1.024944,0.021635,1.864568,0.017742,0.351758,-0.583639,0.795638,-0.001816,,,
1300,10.833333,,,,-0.018303,1.024941,0.021639,1.864620,0.017744,0.351750,-0.579489,0.786052,-0.002336,,,
1301,10.841667,,,,-0.018168,1.025051,0.021701,1.864592,0.017733,0.351748,-0.575062,0.775759,-0.002592,,,
1302,10.850000,,,,-0.018145,1.025056,0.021687,1.864573,0.017743,0.351754,-0.570656,0.765008,-0.003023,,,
1303,10.858333,,,,-0.018114,1.025059,0.021684,1.864560,0.017742,0.351755,-0.565896,0.753683,-0.003505,,,
1304,10.866667,,,,-0.018164,1.025010,0.021650,1.864632,0.017700,0.351733,-0.560841,0.741747,-0.003858,,,
1305,10.875000,,,,-0.018101,1.025055,0.021679,1.864654,0.017695,0.351728,-0.555353,0.729242,-0.004106,,,
1306,10.883333,,,,-0.018108,1.025051,0.021682,1.864631,0.017714,0.351738,-0.549288,0.716645,-0.004428,,,
1307,10.891667,,,,-0.018145,1.025004,0.021650,1.864573,0.017755,0.351760,-0.542794,0.703355,-0.004543,,,
1308,10.900000,,,,-0.018077,1.025053,0.021686,1.864645,0.017714,0.351734,-0.535817,0.689305,-0.004835,,,
1309,10.908333,,,,-0.018083,1.025046,0.021690,1.864611,0.017716,0.351744,-0.528425,0.674890,-0.004990,,,
1310,10.916667,,,,-0.018156,1.024983,0.021670,1.865180,0.017809,0.351809,-0.520560,0.660206,-0.005306,,,
