"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.332095167E0,-5.292095032E0,5.140310669E0,7.148534546E0,1.027280924E1
3.342121167E0,-5.347629547E0,5.211113434E0,7.248975677E0,1.040675230E1
3.352146167E0,-5.429359589E0,5.296735382E0,7.408843231E0,1.060303302E1
3.362172167E0,-5.482050018E0,5.317392426E0,7.508386230E0,1.070996725E1
3.372198167E0,-5.481002197E0,5.296136627E0,7.558681641E0,1.073424969E1
3.382224167E0,-5.588478699E0,5.350623322E0,7.735014954E0,1.094032543E1
3.392250167E0,-5.718707886E0,5.437742157E0,7.976762238E0,1.122057910E1
3.402275167E0,-5.803282013E0,5.481600952E0,8.150251465E0,1.140844556E1
3.412301167E0,-5.913452911E0,5.534890137E0,8.326734467E0,1.161630066E1
3.422327167E0,-5.999823303E0,5.594915314E0,8.519982605E0,1.182755514E1
3.432353167E0,-6.030359802E0,5.599855042E0,8.602461090E0,1.190487096E1
3.442379167E0,-6.020779724E0,5.581143951E0,8.623716888E0,1.190661368E1
3.452404167E0,-6.007158051E0,5.552703094E0,8.600215759E0,1.186937954E1
3.462430167E0,-6.033652954E0,5.548960876E0,8.643475800E0,1.191241406E1
3.472456167E0,-6.115382996E0,5.567372589E0,8.755592651E0,1.204383450E1
3.482482167E0,-6.161786499E0,5.567222900E0,8.832832031E0,1.212355168E1
3.492507167E0,-6.157445526E0,5.486840057E0,8.806786194E0,1.206561363E1
3.502533167E0,-6.097420349E0,5.360802155E0,8.718170471E0,1.191315370E1
3.512559167E0,-6.073769531E0,5.234913940E0,8.678502960E0,1.181572740E1
3.522585167E0,-6.057154083E0,5.104984131E0,8.661139069E0,1.173734674E1
3.532610167E0,-6.030659180E0,4.928501129E0,8.613388367E0,1.161246885E1
3.542636167E0,-5.943091278E0,4.706512756E0,8.516839142E0,1.140211144E1
3.552662167E0,-5.852679291E0,4.481231232E0,8.381670227E0,1.116188533E1
3.562688167E0,-5.825885010E0,4.299509125E0,8.371491394E0,1.106835955E1
3.572714167E0,-5.811514893E0,4.121229858E0,8.344098358E0,1.097188308E1
3.582739167E0,-5.828429718E0,3.973337402E0,8.369096375E0,1.094530846E1
3.592765167E0,-5.911956024E0,3.884571991E0,8.476572876E0,1.104053492E1
3.602791167E0,-5.966442719E0,3.794609070E0,8.534352722E0,1.108299026E1
3.612817167E0,-5.929768982E0,3.690425720E0,8.461903381E0,1.097201946E1
3.622842167E0,-5.921685791E0,3.632645874E0,8.410859528E0,1.090894297E1
3.632868167E0,-5.996081085E0,3.660637665E0,8.509953461E0,1.103506069E1
3.642894167E0,-6.121669922E0,3.736978912E0,8.666827240E0,1.124961103E1
3.652920167E0,-6.228847046E0,3.839066620E0,8.785979462E0,1.143373968E1
3.662946167E0,-6.319259033E0,3.959865417E0,8.916058960E0,1.162366879E1
3.672971167E0,-6.324198761E0,4.070036316E0,8.931327209E0,1.167601350E1
3.682997167E0,-6.256389771E0,4.136348419E0,8.808881836E0,1.156927787E1
3.693023167E0,-6.148164825E0,4.192332001E0,8.632548523E0,1.139721336E1
3.703049167E0,-6.030359802E0,4.250860291E0,8.494535522E0,1.125131931E1
3.713074167E0,-5.972879333E0,4.343068542E0,8.414002991E0,1.119522122E1
3.723100167E0,-5.888454895E0,4.399800568E0,8.290659485E0,1.108003523E1
3.733126167E0,-5.764063568E0,4.425996094E0,8.116571503E0,1.089461349E1
3.743152167E0,-5.652545471E0,4.443060608E0,7.975864105E0,1.073808484E1
3.753178167E0,-5.553750916E0,4.464765472E0,7.854167175E0,1.060500929E1
3.763203167E0,-5.460943909E0,4.454436951E0,7.739206238E0,1.046705451E1
3.773229167E0,-5.341342621E0,4.400249634E0,7.574249268E0,1.025969735E1
3.783255167E0,-5.232219543E0,4.334685974E0,7.416177979E0,1.005809722E1
3.793281167E0,-5.151687012E0,4.265230408E0,7.303462372E0,9.903162733E0
3.803306167E0,-5.070256348E0,4.159849548E0,7.176825714E0,9.722071540E0
3.813332167E0,-5.014721832E0,4.071682892E0,7.102131042E0,9.600328222E0
3.823358167E0,-4.977299652E0,3.987258453E0,7.066205750E0,9.518561104E0
3.833384167E0,-4.984035645E0,3.923341370E0,7.054979095E0,9.487146507E0
3.843410167E0,-5.022505646E0,3.882925415E0,7.133865051E0,9.549591788E0
3.853435167E0,-5.077441406E0,3.862418060E0,7.221882019E0,9.636091760E0
3.863461167E0,-5.122048645E0,3.833079071E0,7.285050659E0,9.695351494E0
3.873487167E0,-5.118007050E0,3.782334595E0,7.315287781E0,9.696055201E0
3.883513167E0,-5.107528839E0,3.725303192E0,7.284451904E0,9.645101050E0
3.893538167E0,-5.117258606E0,3.692072296E0,7.318131866E0,9.662959562E0
3.903564167E0,-5.194348297E0,3.712879028E0,7.430697784E0,9.797040087E0
3.913590167E0,-5.266049194E0,3.737278290E0,7.549550629E0,9.934497362E0
3.923616167E0,-5.267546082E0,3.714525604E0,7.552544403E0,9.929031632E0
3.933642167E0,-5.217999115E0,3.656895447E0,7.438930664E0,9.794799053E0
3.943667167E0,-5.121749268E0,3.575464783E0,7.279512177E0,9.592057209E0
3.953693167E0,-5.048102417E0,3.515289917E0,7.149432678E0,9.431595243E0
3.963719167E0,-5.032834167E0,3.483855286E0,7.108867035E0,9.380973187E0
3.973745167E0,-5.050198059E0,3.461701355E0,7.118297424E0,9.389251031E0
3.983770167E0,-5.085524597E0,3.456462250E0,7.160210266E0,9.438130258E0
3.993796167E0,-5.115462341E0,3.442541199E0,7.188950500E0,9.471011254E0
4.003822167E0,-5.083428955E0,3.396586761E0,7.153025208E0,9.409772643E0
4.013848167E0,-5.041067047E0,3.337908783E0,7.077282715E0,9.308164300E0
4.023873167E0,-5.011278992E0,3.306025085E0,7.037166138E0,9.250104121E0
4.033899167E0,-4.983287201E0,3.291654968E0,7.016658783E0,9.214208823E0
4.043925167E0,-5.019362183E0,3.292104034E0,7.037016449E0,9.249407884E0
4.053951167E0,-5.060376892E0,3.306174774E0,7.098538513E0,9.323489419E0
4.063977167E0,-5.091661835E0,3.329376526E0,7.143894196E0,9.383229325E0
4.074002167E0,-5.130730591E0,3.376678162E0,7.204667816E0,9.467501790E0
4.084028167E0,-5.191204834E0,3.444487152E0,7.288792877E0,9.588514013E0
4.094054167E0,-5.286706238E0,3.536096649E0,7.420668640E0,9.773411146E0
4.104080167E0,-5.447172546E0,3.699257355E0,7.644453278E0,1.008929431E1
4.114105167E0,-5.634133759E0,3.897295532E0,7.920030212E0,1.047183147E1
4.124131167E0,-5.773643646E0,4.070036316E0,8.134234772E0,1.077338999E1
4.134157167E0,-5.835614777E0,4.202361145E0,8.232580261E0,1.093113063E1
4.144183167E0,-5.822142792E0,4.311035156E0,8.232879639E0,1.096643415E1
4.154209167E0,-5.815855865E0,4.413422241E0,8.229436798E0,1.100118654E1
4.164234167E0,-5.827531586E0,4.545747070E0,8.264164581E0,1.108694534E1
4.174260167E0,-5.850733337E0,4.681365051E0,8.310867462E0,1.119003026E1
4.184286167E0,-5.858816528E0,4.814588013E0,8.347690887E0,1.127785139E1
4.194312167E0,-5.871091003E0,4.938230896E0,8.400980072E0,1.137683173E1
4.204337167E0,-5.824837189E0,5.008734283E0,8.363108826E0,1.135595600E1
4.214363167E0,-5.798042908E0,5.075345764E0,8.338110809E0,1.135343684E1
4.224389167E0,-5.820196838E0,5.167853394E0,8.399782562E0,1.145153907E1
4.234415167E0,-5.759423218E0,5.170547791E0,8.346194000E0,1.138263917E1
4.244441167E0,-5.737418976E0,5.180127869E0,8.350085907E0,1.137873613E1
4.254466167E0,-5.775140533E0,5.205425262E0,8.415200500E0,1.145706332E1
4.264492167E0,-5.860912170E0,5.238057404E0,8.569828949E0,1.162882217E1
4.274518167E0,-5.932164001E0,5.242248688E0,8.710236969E0,1.177030030E1
4.284544167E0,-5.979465637E0,5.181475067E0,8.776249695E0,1.181627064E1
4.294569167E0,-5.999224548E0,5.071453857E0,8.807684326E0,1.180193385E1
4.304595167E0,-6.030659180E0,4.972359924E0,8.863368530E0,1.181746652E1
4.314621167E0,-6.090235291E0,4.890929260E0,8.943901062E0,1.187457457E1
4.324647167E0,-6.153852997E0,4.795577545E0,9.026529236E0,1.193087175E1
4.334673167E0,-6.180796967E0,4.688699799E0,9.062454529E0,1.192955318E1
4.344698167E0,-6.177952881E0,4.553231506E0,9.039103088E0,1.185767277E1
4.354724167E0,-6.127507782E0,4.399201813E0,8.956624603E0,1.170984426E1
4.364750167E0,-6.054759064E0,4.256997528E0,8.835526428E0,1.152599942E1
4.374776167E0,-5.971831512E0,4.106111298E0,8.698411560E0,1.132189407E1
4.384801167E0,-5.956712952E0,4.003724213E0,8.646619263E0,1.123727108E1
4.394827167E0,-5.921536102E0,3.907324677E0,8.585246887E0,1.113724562E1
4.404853167E0,-5.810916138E0,3.777544556E0,8.414302368E0,1.090124184E1
4.414879167E0,-5.703589325E0,3.652404785E0,8.243657227E0,1.066906164E1
4.424904167E0,-5.630241852E0,3.555406494E0,8.106991425E0,1.049113190E1
4.434930167E0,-5.520070953E0,3.445085907E0,7.955805817E0,1.027787169E1
4.444956167E0,-5.412744141E0,3.323688354E0,7.779472504E0,1.004315169E1
4.454982167E0,-5.357059937E0,3.247945862E0,7.680677948E0,9.911612241E0
4.465008167E0,-5.298531647E0,3.188669128E0,7.602390747E0,9.799918035E0
4.475033167E0,-5.211861877E0,3.107537842E0,7.473957825E0,9.627062960E0
4.485059167E0,-5.162015533E0,3.064726868E0,7.401508484E0,9.530020093E0
4.495085167E0,-5.161117401E0,3.044219513E0,7.388186188E0,9.512607446E0
4.505111167E0,-5.174589386E0,3.043171692E0,7.390730896E0,9.521563550E0
4.515136167E0,-5.198539581E0,3.061284027E0,7.413932648E0,9.558382236E0
4.525162167E0,-5.248385925E0,3.112627258E0,7.479945374E0,9.653164562E0
4.535188167E0,-5.320685577E0,3.179388428E0,7.580236816E0,9.791741213E0
4.545214167E0,-5.394182739E0,3.250939636E0,7.667205963E0,9.922291229E0
4.555240167E0,-5.455854492E0,3.354224854E0,7.754474487E0,1.005728826E1
4.565265167E0,-5.499264221E0,3.438649292E0,7.812553711E0,1.015392591E1
4.575291167E0,-5.539530487E0,3.535497894E0,7.864944763E0,1.024907310E1
4.585317167E0,-5.584886169E0,3.650907898E0,7.927364960E0,1.036162136E1
4.595343167E0,-5.561385040E0,3.727249146E0,7.907905426E0,1.036129133E1
4.605368167E0,-5.523214417E0,3.793561249E0,7.850574646E0,1.032126575E1
4.615394167E0,-5.506598969E0,3.888613586E0,7.840695190E0,1.034023447E1
4.625420167E0,-5.450016632E0,3.947890320E0,7.760162659E0,1.027174005E1
4.635446167E0,-5.441035309E0,4.030518494E0,7.752528534E0,1.029328146E1
4.645472167E0,-5.469027100E0,4.152664490E0,7.812104645E0,1.040114699E1
4.655497167E0,-5.394182739E0,4.186793518E0,7.711962891E0,1.030052518E1
4.665523167E0,-5.268444214E0,4.174519043E0,7.534432068E0,1.009706790E1
4.675549167E0,-5.195994873E0,4.183200989E0,7.430548096E0,9.985518426E0
4.685575167E0,-5.141508179E0,4.215384064E0,7.370223541E0,9.925964145E0
4.695600167E0,-5.107379150E0,4.230652313E0,7.334298248E0,9.888158149E0
4.705626167E0,-5.066065063E0,4.232897644E0,7.279063110E0,9.826861017E0
4.715652167E0,-5.019212494E0,4.212090912E0,7.217541046E0,9.748184583E0
4.725678167E0,-4.966072998E0,4.171076202E0,7.161108398E0,9.661326576E0
4.735704167E0,-4.981191559E0,4.170178070E0,7.200027466E0,9.697579594E0
4.745729167E0,-5.010231171E0,4.176165619E0,7.254364471E0,9.755438460E0
4.755755167E0,-5.024301910E0,4.139192505E0,7.276069336E0,9.763078882E0
4.765781167E0,-5.072651367E0,4.114793243E0,7.338489532E0,9.824293560E0
4.775807167E0,-5.106930084E0,4.083358612E0,7.380851440E0,9.860604466E0
4.785832167E0,-5.121150513E0,4.029320984E0,7.423662415E0,9.877872940E0
4.795858167E0,-5.156177673E0,3.983815613E0,7.477550354E0,9.918201164E0
4.805884167E0,-5.199737091E0,3.950584717E0,7.532037048E0,9.968749546E0
4.815910167E0,-5.242997131E0,3.913312225E0,7.580985260E0,1.001370905E1
4.825935167E0,-5.281916199E0,3.877835999E0,7.623646545E0,1.005267315E1
4.835961167E0,-5.335355072E0,3.851490784E0,7.677983551E0,1.011194474E1
4.845987167E0,-5.395529938E0,3.849993896E0,7.767048340E0,1.021083915E1
4.856012833E0,-5.465733948E0,3.842958527E0,7.857610016E0,1.031429169E1
4.866038833E0,-5.530698853E0,3.843706970E0,7.936495972E0,1.040916334E1
4.876063833E0,-5.533243561E0,3.806135101E0,7.909102936E0,1.037580638E1
4.886089833E0,-5.507197723E0,3.761677551E0,7.853418732E0,1.030318546E1
4.896115833E0,-5.485043793E0,3.723357239E0,7.797135773E0,1.023447218E1
4.906141833E0,-5.467530212E0,3.687881012E0,7.750582581E0,1.017673245E1
4.916166833E0,-5.445975037E0,3.666924591E0,7.711513824E0,1.012780458E1
4.926192833E0,-5.452112274E0,3.666026459E0,7.708520050E0,1.012850234E1
4.936218833E0,-5.459896088E0,3.668870544E0,7.740703125E0,1.015822628E1
4.946244833E0,-5.475763092E0,3.692072296E0,7.761958923E0,1.019133875E1
4.956270833E0,-5.521268463E0,3.738775177E0,7.841144257E0,1.029302621E1
4.966295833E0,-5.559289398E0,3.781286774E0,7.904312897E0,1.037699333E1
4.976321833E0,-5.589376831E0,3.830833740E0,7.954308929E0,1.044927993E1
4.986347833E0,-5.647755432E0,3.907474365E0,8.068671112E0,1.059570436E1
4.996373833E0,-5.677842865E0,3.970792694E0,8.141419830E0,1.069054774E1
5.006398833E0,-5.661227417E0,4.012256470E0,8.121511230E0,1.068207108E1
5.016424833E0,-5.660628662E0,4.067042542E0,8.119116211E0,1.070063549E1
5.026450833E0,-5.736520844E0,4.157005463E0,8.232280884E0,1.086088460E1
5.036476833E0,-5.827681274E0,4.270020447E0,8.371641083E0,1.105799792E1
5.046502833E0,-5.893394623E0,4.372557220E0,8.459508362E0,1.119886774E1
5.056527833E0,-5.933062134E0,4.453089752E0,8.514144745E0,1.129255929E1
5.066553833E0,-5.985602875E0,4.550986176E0,8.600365448E0,1.142388738E1
5.076579833E0,-6.025420074E0,4.644990692E0,8.654403076E0,1.152303424E1
5.086605833E0,-6.079008636E0,4.737498322E0,8.720565491E0,1.163814843E1
5.096630833E0,-6.120322723E0,4.839735718E0,8.796008606E0,1.175802532E1
5.106656833E0,-6.124214630E0,4.898413696E0,8.787775726E0,1.177817744E1
5.116682833E0,-6.071224823E0,4.910987549E0,8.712332611E0,1.169967132E1
5.126708833E0,-6.021677856E0,4.926704865E0,8.635691986E0,1.162360534E1
5.136734833E0,-6.001170502E0,4.955295410E0,8.602161713E0,1.160026664E1
5.146759833E0,-5.990093536E0,4.971162415E0,8.591982880E0,1.159378481E1
5.156785833E0,-5.989494781E0,4.987927551E0,8.596323853E0,1.160388955E1
5.166811833E0,-5.939798126E0,4.958738251E0,8.534652100E0,1.152000752E1
5.176837833E0,-5.849086761E0,4.883893890E0,8.404722290E0,1.134476056E1
5.186862833E0,-5.775589600E0,4.806504822E0,8.321495361E0,1.121192262E1
5.196888833E0,-5.739364929E0,4.720433807E0,8.281827850E0,1.112706060E1
5.206914833E0,-5.724845123E0,4.657414856E0,8.270152130E0,1.108425826E1
5.216940833E0,-5.707032166E0,4.575684814E0,8.258775787E0,1.103242880E1
5.226965833E0,-5.665418701E0,4.455634460E0,8.200696564E0,1.091792433E1
5.236991833E0,-5.642815704E0,4.345014496E0,8.160130920E0,1.083089362E1
5.247017833E0,-5.619314575E0,4.234544220E0,8.139473877E0,1.075914012E1
5.257043833E0,-5.603297882E0,4.122277679E0,8.118367767E0,1.069102500E1
5.267069833E0,-5.601351929E0,4.021387482E0,8.103698273E0,1.064033018E1
5.277094833E0,-5.570665741E0,3.903881836E0,8.052953796E0,1.054147404E1
5.287120833E0,-5.567073212E0,3.815266113E0,8.030350800E0,1.048976137E1
5.297146833E0,-5.588478699E0,3.757635956E0,8.046666870E0,1.049284375E1
5.307172833E0,-5.563630371E0,3.661835175E0,7.967631226E0,1.038490092E1
5.317197833E0,-5.496869202E0,3.575015717E0,7.865543518E0,1.024026773E1
5.327223833E0,-5.459447021E0,3.503464508E0,7.783663788E0,1.013238606E1
5.337249833E0,-5.418432312E0,3.445235596E0,7.714507599E0,1.003706553E1
5.347275833E0,-5.390889587E0,3.404220886E0,7.664361877E0,9.969596450E0
5.357301833E0,-5.386398926E0,3.390449524E0,7.644153900E0,9.946935720E0
5.367326833E0,-5.380411377E0,3.366499329E0,7.620802460E0,9.917599228E0
5.377352833E0,-5.338498535E0,3.348536682E0,7.558082886E0,9.840573227E0
5.387378833E0,-5.271887054E0,3.316952362E0,7.450007629E0,9.710694093E0
5.397404833E0,-5.182223511E0,3.279081116E0,7.307503967E0,9.539781324E0
5.407429833E0,-5.098996582E0,3.245999908E0,7.194339294E0,9.396531245E0
5.417455833E0,-5.031936035E0,3.238665161E0,7.112758942E0,9.295196181E0
5.427481833E0,-5.037324829E0,3.258873138E0,7.123835907E0,9.313642338E0
5.437507833E0,-5.050048370E0,3.305276642E0,7.144492950E0,9.352626462E0
5.447532833E0,-5.038971405E0,3.345542908E0,7.138804779E0,9.356624597E0
5.457558833E0,-5.035079498E0,3.376528473E0,7.145391083E0,9.370676806E0
5.467584833E0,-5.083728333E0,3.445385284E0,7.215894470E0,9.475447563E0
5.477610833E0,-5.122647400E0,3.499273224E0,7.290289764E0,9.572604365E0
5.487636833E0,-5.141657867E0,3.541485443E0,7.304809570E0,9.609318791E0
5.497661833E0,-5.137017517E0,3.580404510E0,7.297325134E0,9.615570682E0
5.507687833E0,-5.160518646E0,3.621568909E0,7.341483307E0,9.676987713E0
5.517713833E0,-5.224884796E0,3.706741791E0,7.432344360E0,9.812191321E0
5.527739833E0,-5.268893280E0,3.765868835E0,7.500303040E0,9.909467704E0
5.537764833E0,-5.271437988E0,3.804488525E0,7.514822845E0,9.936536308E0
5.547790833E0,-5.280269623E0,3.837719421E0,7.519612885E0,9.957605916E0
5.557816833E0,-5.308860168E0,3.888912964E0,7.553143158E0,1.001786464E1
5.567842833E0,-5.379662933E0,3.957919464E0,7.664062500E0,1.016581299E1
5.577868833E0,-5.413642273E0,4.012256470E0,7.705675964E0,1.023636492E1
5.587893833E0,-5.375172272E0,4.007616119E0,7.651638336E0,1.017354575E1
5.597919833E0,-5.331313477E0,3.992796936E0,7.597600708E0,1.010390357E1
5.607945833E0,-5.335654449E0,4.014801178E0,7.602390747E0,1.011850690E1
5.617971833E0,-5.364544373E0,4.048930206E0,7.652686157E0,1.018507622E1
5.627996833E0,-5.414540405E0,4.087100830E0,7.715405731E0,1.027371046E1
5.638022833E0,-5.427413635E0,4.095333710E0,7.741900635E0,1.030366937E1
5.648048833E0,-5.360053711E0,4.043691101E0,7.659571838E0,1.018580651E1
5.658074833E0,-5.317691803E0,3.974085846E0,7.589218140E0,1.008302714E1
5.668099833E0,-5.322182465E0,3.958817596E0,7.601342926E0,1.008852205E1
5.678125833E0,-5.347629547E0,3.944447479E0,7.643555145E0,1.012816582E1
5.688151833E0,-5.337899780E0,3.899540863E0,7.631879425E0,1.009679041E1
5.698177833E0,-5.313949585E0,3.827091522E0,7.596852264E0,1.002979830E1
5.708203833E0,-5.360203400E0,3.815715179E0,7.677384796E0,1.011106820E1
5.718228833E0,-5.453609161E0,3.818409576E0,7.813601532E0,1.026520694E1
5.728254833E0,-5.547314301E0,3.820804596E0,7.941585388E0,1.041345390E1
5.738280833E0,-5.647156677E0,3.826193390E0,8.066725159E0,1.056419373E1
5.748306833E0,-5.695057068E0,3.808829498E0,8.131390686E0,1.063298508E1
5.758331833E0,-5.711073761E0,3.766168213E0,8.165070648E0,1.065217185E1
5.768357833E0,-5.739065552E0,3.742218018E0,8.180338898E0,1.067047392E1
5.778383833E0,-5.760171661E0,3.719615021E0,8.211623840E0,1.069793810E1
5.788409833E0,-5.813610535E0,3.725602570E0,8.280330963E0,1.078156124E1
5.798435833E0,-5.817801819E0,3.708837433E0,8.273145905E0,1.077252228E1
5.808460833E0,-5.811814270E0,3.694467316E0,8.251890106E0,1.074802141E1
5.818486833E0,-5.841752014E0,3.726500702E0,8.285869446E0,1.080131967E1
5.828512833E0,-5.878575439E0,3.755839691E0,8.320746918E0,1.085812186E1
5.838538833E0,-5.912704468E0,3.802841949E0,8.370593262E0,1.093108012E1
5.848563833E0,-5.909860382E0,3.835923157E0,8.374784546E0,1.094430319E1
5.858590542E0,-5.863007812E0,3.855831757E0,8.314909058E0,1.088025789E1
5.868616542E0,-5.830375671E0,3.878584442E0,8.262218628E0,1.083055651E1
5.878642542E0,-5.764662323E0,3.891457672E0,8.177494812E0,1.073527810E1
5.888668542E0,-5.730233917E0,3.924538879E0,8.137677612E0,1.069856921E1
5.898693542E0,-5.725743256E0,3.992198181E0,8.153993683E0,1.073356395E1
5.908719542E0,-5.759572906E0,4.075275421E0,8.196205902E0,1.081472797E1
5.918745542E0,-5.765410767E0,4.135899353E0,8.228538666E0,1.086528754E1
5.928771542E0,-5.773194580E0,4.196822662E0,8.227640533E0,1.089206890E1
5.938796542E0,-5.741011505E0,4.240232391E0,8.213420105E0,1.088113292E1
5.948822542E0,-5.701194305E0,4.246219940E0,8.151898041E0,1.081607332E1
5.958848542E0,-5.700146484E0,4.279151459E0,8.148604889E0,1.082601352E1
5.968874542E0,-5.751789093E0,4.365072784E0,8.225993958E0,1.094549747E1
5.978900542E0,-5.766757965E0,4.406386871E0,8.256380768E0,1.099270513E1
5.988925542E0,-5.720953217E0,4.396058350E0,8.208181000E0,1.092835166E1
5.998951542E0,-5.684578857E0,4.381538544E0,8.143964539E0,1.085525104E1
6.008977542E0,-5.685926056E0,4.409530334E0,8.143216095E0,1.086672357E1
6.019003542E0,-5.741310883E0,4.470154266E0,8.220006409E0,1.097786114E1
6.029028542E0,-5.755381622E0,4.485721893E0,8.259224854E0,1.102093071E1
6.039054542E0,-5.707331543E0,4.464765472E0,8.205935669E0,1.094738070E1
6.049080542E0,-5.670508118E0,4.431235199E0,8.146958313E0,1.087030071E1
6.059106542E0,-5.648803253E0,4.427343292E0,8.116421814E0,1.083451198E1
6.069131542E0,-5.616620178E0,4.411625977E0,8.083490295E0,1.078664365E1
6.079157542E0,-5.576802979E0,4.372856598E0,8.032596130E0,1.071191892E1
6.089183542E0,-5.540428619E0,4.325105896E0,7.969876556E0,1.062646802E1
6.099209542E0,-5.455255737E0,4.248465271E0,7.868237915E0,1.047465704E1
6.109235542E0,-5.369633789E0,4.149071960E0,7.736661530E0,1.029095218E1
6.119260542E0,-5.311704254E0,4.073030090E0,7.657775574E0,1.017080641E1
6.129286542E0,-5.291496277E0,4.021836548E0,7.624544678E0,1.011478045E1
6.139312542E0,-5.295088806E0,3.981420593E0,7.622898102E0,1.009941834E1
6.149338542E0,-5.288801880E0,3.919150085E0,7.608677673E0,1.006097106E1
6.159363542E0,-5.242997131E0,3.835324402E0,7.542515259E0,9.954309048E0
6.169389542E0,-5.178630981E0,3.728446655E0,7.458689575E0,9.815884244E0
6.179415542E0,-5.121898956E0,3.631897430E0,7.360793152E0,9.675009235E0
6.189441542E0,-5.128185883E0,3.583997040E0,7.359445953E0,9.659439423E0
6.199466542E0,-5.144052887E0,3.535497894E0,7.376061401E0,9.662675989E0
6.209492542E0,-5.140460358E0,3.476670227E0,7.344926147E0,9.615586756E0
6.219518542E0,-5.131628723E0,3.440146179E0,7.349865875E0,9.601497147E0
6.229544542E0,-5.122497711E0,3.399131470E0,7.336842957E0,9.572008259E0
6.239570542E0,-5.073250122E0,3.335064697E0,7.251819763E0,9.457769992E0
6.249595542E0,-5.042414246E0,3.289858704E0,7.196135559E0,9.382615771E0
6.259621542E0,-5.026098175E0,3.271746368E0,7.169490967E0,9.347063062E0
6.269647542E0,-5.023703156E0,3.265758820E0,7.155569916E0,9.333003530E0
6.279673542E0,-5.006788330E0,3.265309753E0,7.140002289E0,9.311810235E0
6.289698542E0,-4.975204010E0,3.245850220E0,7.087162170E0,9.247489725E0
6.299724542E0,-4.968617706E0,3.268303528E0,7.066505127E0,9.236041607E0
6.309750542E0,-4.972958679E0,3.296145630E0,7.077282715E0,9.256501751E0
6.319776542E0,-4.962779846E0,3.310066681E0,7.059170380E0,9.242164881E0
